レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限
202602150501060706,6, 83, 93,3.9,5.9
202602150501060713,13, 76, 85,15.1,23.6
202602150501060707,7, 88, 97,1.5,2.0
202602150501060712,12, 85, 95,2.9,4.4
202602150501060705,5, 78, 88,26.6,41.9
202602150501060715,15, 69, 79,7.3,11.2
202602150501060711,11, 90,100,1.3,1.8
202602150501060704,4, 78, 88,11.4,17.8
202602150501060708,8, 82, 92,29.6,46.6
202602150501060703,3, 90,100,2.2,3.2
202602150501060709,9,,,30.7,48.3
202602150501060714,14,,,20.7,32.5
202602150501060702,2, 75, 83,40.9,64.4
202602150501060716,16,,,7.0,10.8
202602150501060603,3, 78, 86,1.4,2.6
202602150501060605,5, 84, 92,1.4,2.5
202602150501060611,11, 89, 97,3.1,6.8
202602150501060604,4, 87, 95,1.1,1.1
202602150501060613,13, 87, 95,3.0,6.5
202602150501060614,14, 79, 89,14.4,33.7
202602150501060612,12, 86, 94,5.2,11.7
202602150501060602,2, 61, 80,24.3,57.4
202602150501060606,6, 85, 93,2.4,5.2
202602150501060608,8, 82, 90,5.7,12.9
202602150501060609,9, 73, 81,47.6,112.6
202602150501060607,7, 33, 42,56.6,134.0
202602150501060601,1, 88, 96,1.9,4.0
202602150501060610,10, 62, 80,12.9,30.2
202602150501060514,14, 77, 95,1.3,2.1
202602150501060515,15, 82,101,1.1,1.3
202602150501060506,6, 66, 83,3.6,6.6
202602150501060509,9,,,2.0,3.5
202602150501060505,5, 75, 92,6.0,11.4
202602150501060510,10,,,7.6,14.6
202602150501060511,11, 64, 81,23.3,45.9
202602150501060503,3, 63, 81,43.0,85.1
202602150501060516,16, 69, 87,9.1,17.6
202602150501060513,13, 80, 95,7.2,13.9
202602150501060512,12,,,44.7,88.3
202602150501060504,4,,,21.9,43.2
202602150501060507,7, 77, 95,3.2,5.9
202602150501060502,2, 69, 84,36.5,72.2
202602150501060501,1,,,1.2,1.9
202602150501060508,8,,,2.9,5.2
202602150501060403,3, 82, 88,2.6,3.8
202602150501060413,13, 89, 94,1.9,2.8
202602150501060401,1, 91, 97,1.5,2.0
202602150501060404,4, 85, 91,2.5,3.6
202602150501060409,9, 79, 84,1.9,2.7
202602150501060412,12, 87, 93,1.4,1.8
202602150501060402,2, 75, 81,41.7,66.1
202602150501060405,5, 80, 98,4.2,6.4
202602150501060410,10, 84, 90,2.9,4.3
202602150501060411,11, 82, 88,13.8,21.8
202602150501060408,8, 90, 84,2.7,4.0
202602150501060407,7, 73, 78,17.5,27.7
202602150501060406,6,,,30.5,48.3
202602150501060308,8,,,1.3,1.9
202602150501060313,13,,,1.1,1.4
202602150501060312,12,,,7.7,14.3
202602150501060314,14,,,4.2,7.5
202602150501060311,11,,,18.6,34.9
202602150501060309,9,,,20.0,37.7
202602150501060302,2,,,1.9,3.2
202602150501060301,1,,,6.0,11.0
202602150501060305,5,,,12.5,23.4
202602150501060307,7,,,2.6,4.6
202602150501060310,10,,,22.4,42.1
202602150501060306,6,,,1.5,2.5
202602150501060315,15,,,6.3,11.5
202602150501060304,4,,,9.3,17.3
202602150501060316,16,,,3.8,6.9
202602150501060303,3,,,5.3,9.7
202602150501060210,10, 62, 80,2.2,3.9
202602150501060201,1, 44, 62,9.0,16.9
202602150501060202,2, 81, 98,1.2,1.6
202602150501060207,7, 61, 80,2.6,4.6
202602150501060212,12, 83,101,1.1,1.5
202602150501060206,6, 74, 92,2.9,5.1
202602150501060213,13, 76, 94,1.6,2.7
202602150501060204,4, 55, 73,15.5,29.4
202602150501060203,3, 60, 79,8.4,15.7
202602150501060211,11,,,9.7,18.3
202602150501060209,9, 68, 87,1.7,2.9
202602150501060205,5, 64, 83,10.1,19.1
202602150501060208,8,,,11.7,22.1
202602150501060114,14, 85,100,1.3,1.7
202602150501060102,2, 85,100,1.3,1.9
202602150501060107,7, 83, 98,1.3,1.8
202602150501060112,12, 84, 99,1.7,2.5
202602150501060110,10, 82, 97,1.9,2.9
202602150501060108,8, 82, 97,11.5,19.0
202602150501060106,6, 71, 86,6.0,9.9
202602150501060115,15, 83, 98,2.8,4.4
202602150501060116,16, 59, 73,57.8,97.2
202602150501060111,11, 71, 85,27.4,46.0
202602150501060105,5, 69, 83,20.4,34.0
202602150501060104,4, 52, 67,57.5,96.7
202602150501060101,1, 77, 91,29.0,48.6
202602150501060113,13, 58, 73,81.6,137.2
202602150501060109,9, 16, 33,6.3,10.3
202602150501060103,3, 13, 27,69.0,116.0
202602150802061204,4, 91,101,1.4,1.7
202602150802061212,12, 87, 87,2.2,3.1
202602150802061209,9, 69, 69,2.0,2.7
202602150802061216,16,,,7.8,11.5
202602150802061206,6, 78, 78,6.1,9.0
202602150802061213,13, 95,104,5.8,8.6
202602150802061215,15, 96, 96,1.8,2.5
202602150802061211,11, 96, 96,2.6,3.7
202602150802061207,7, 84, 84,5.6,8.2
202602150802061203,3, 94, 94,3.1,4.4
202602150802061208,8, 93, 93,21.7,32.3
202602150802061202,2, 98, 98,4.1,5.9
202602150802061201,1, 90, 99,3.3,4.7
202602150802061210,10, 94, 94,8.2,12.1
202602150802061214,14, 83, 83,14.9,22.2
202602150802061205,5, 83, 83,17.9,26.7
202602150802061112,12,112, 95,2.4,5.7
202602150802061106,6,116, 92,1.1,1.1
202602150802061104,4,109,101,2.0,4.7
202602150802061108,8,114, 97,2.1,5.0
202602150802061103,3,117, 91,3.4,8.7
202602150802061110,10,114, 92,3.7,9.3
202602150802061102,2,101, 75,1.7,4.0
202602150802061101,1,123, 97,1.3,2.4
202602150802061109,9,112, 90,9.6,26.0
202602150802061111,11,106, 84,6.1,16.2
202602150802061107,7,106, 92,16.8,45.9
202602150802061105,5,109, 92,7.7,20.8
202602150802061010,10,105,105,1.0,1.1
202602150802061004,4,102,102,1.2,6.0
202602150802061008,8, 92, 85,3.4,23.0
202602150802061005,5,106, 99,1.1,4.6
202602150802061001,1,100,100,1.6,9.1
202602150802061007,7, 93, 86,13.3,99.0
202602150802061009,9,104, 97,3.8,26.4
202602150802061002,2, 99, 92,4.1,28.3
202602150802061003,3,102, 95,3.2,21.5
202602150802061006,6, 98, 91,14.4,107.6
202602150802060908,8,101,101,1.1,1.1
202602150802060901,1, 92,101,1.3,5.4
202602150802060907,7, 93,102,1.5,6.5
202602150802060905,5, 94,103,1.1,3.5
202602150802060902,2, 94, 94,4.6,24.5
202602150802060911,11, 93, 93,2.7,13.6
202602150802060903,3, 90, 90,17.8,101.1
202602150802060904,4, 90, 90,14.5,82.2
202602150802060909,9, 92,101,1.9,8.8
202602150802060910,10, 91, 91,14.8,83.8
202602150802060906,6, 76, 76,58.1,334.3
202602150802060809,9, 81,100,1.3,1.9
202602150802060812,12, 77, 86,4.3,7.3
202602150802060801,1, 87, 95,1.6,2.5
202602150802060808,8, 85, 94,2.8,4.6
202602150802060806,6, 78, 87,3.2,5.3
202602150802060807,7,,,17.9,31.2
202602150802060811,11, 89, 98,1.2,1.5
202602150802060804,4, 85, 93,7.9,13.7
202602150802060803,3, 77, 94,4.6,7.8
202602150802060802,2,,,31.9,55.5
202602150802060810,10, 89, 89,5.3,9.1
202602150802060805,5, 88, 97,1.4,2.1
202602150802060713,13, 93,103,1.6,2.5
202602150802060711,11, 89, 98,1.2,1.8
202602150802060710,10, 84, 94,3.6,6.1
202602150802060712,12, 94,103,1.2,1.8
202602150802060704,4, 71, 81,24.5,43.8
202602150802060702,2, 81, 90,17.1,30.4
202602150802060709,9, 95,104,1.1,1.5
202602150802060706,6, 88, 97,3.3,5.5
202602150802060707,7, 81, 90,4.4,7.5
202602150802060708,8, 79, 88,17.6,31.3
202602150802060703,3, 73, 81,11.5,20.4
202602150802060701,1, 85, 94,4.1,7.0
202602150802060705,5, 64, 72,15.5,27.5
202602150802060602,2, 83,100,2.2,4.8
202602150802060601,1, 80, 97,2.1,4.4
202602150802060605,5, 84,100,1.8,3.7
202602150802060612,12, 81, 98,1.1,1.1
202602150802060613,13, 84, 99,1.4,2.6
202602150802060614,14, 82, 98,3.2,7.3
202602150802060609,9, 76, 93,5.5,13.2
202602150802060607,7, 72, 87,38.6,96.6
202602150802060616,16, 83, 98,2.5,5.7
202602150802060606,6, 50, 68,38.4,96.3
202602150802060603,3, 74, 90,5.5,13.2
202602150802060615,15,,,33.7,84.4
202602150802060611,11, 74, 89,28.8,72.0
202602150802060604,4, 79, 94,8.3,20.2
202602150802060608,8, 57, 74,6.8,16.4
202602150802060610,10, 68, 87,65.7,165.0
202602150802060618,18, 72, 89,32.9,82.3
202602150802060617,17, 59, 77,25.2,62.8
202602150802060503,3, 81, 96,1.1,1.5
202602150802060504,4, 70, 89,2.1,3.5
202602150802060515,15, 71, 90,4.5,7.9
202602150802060502,2, 72, 90,2.5,4.3
202602150802060514,14, 80, 85,1.2,1.8
202602150802060511,11, 82,100,1.3,1.9
202602150802060506,6, 70, 88,3.2,5.5
202602150802060509,9, 60, 77,28.6,52.5
202602150802060510,10, 69, 86,30.7,56.2
202602150802060501,1, 62, 79,8.7,15.7
202602150802060513,13, 54, 72,9.8,17.7
202602150802060508,8,,,4.5,7.9
202602150802060512,12, 79, 96,7.3,13.1
202602150802060507,7, 63, 82,19.6,35.8
202602150802060505,5, 69, 86,37.1,68.1
202602150802060408,8, 99,116,1.1,1.1
202602150802060405,5, 94,112,1.2,3.3
202602150802060402,2, 84,101,4.7,16.9
202602150802060404,4, 87,105,1.1,1.3
202602150802060407,7, 86,104,5.3,19.4
202602150802060406,6, 87,104,2.0,6.4
202602150802060401,1,,,7.3,27.2
202602150802060403,3, 83,102,1.7,5.4
202602150802060409,9, 81, 99,3.7,13.2
202602150802060308,8, 82, 97,1.2,1.6
202602150802060311,11, 81, 96,1.3,1.9
202602150802060309,9, 70, 89,4.4,7.4
202602150802060305,5, 66, 84,4.9,8.2
202602150802060313,13, 83, 98,1.3,1.8
202602150802060312,12, 70, 86,25.8,45.2
202602150802060310,10, 45, 62,12.9,22.5
202602150802060307,7, 72, 90,1.9,3.0
202602150802060314,14, 62, 78,34.6,60.7
202602150802060304,4, 50, 68,23.1,40.3
202602150802060301,1, 80, 96,2.8,4.6
202602150802060315,15, 70, 84,48.0,84.2
202602150802060316,16,,,12.4,21.6
202602150802060306,6, 65, 81,19.6,34.3
202602150802060303,3, 69, 87,2.3,3.6
202602150802060302,2, 70, 85,86.1,151.1
202602150802060211,11,,,1.1,1.3
202602150802060210,10,,,3.2,6.0
202602150802060207,7,,,2.3,4.2
202602150802060206,6,,,1.3,2.2
202602150802060205,5,,,1.1,1.6
202602150802060204,4,,,2.5,4.7
202602150802060209,9,,,6.8,13.4
202602150802060203,3,,,10.3,20.5
202602150802060202,2,,,2.7,5.0
202602150802060201,1,,,6.7,13.3
202602150802060208,8,,,4.4,8.5
202602150802060212,12,,,,
202602150802060109,9, 81, 99,1.1,1.1
202602150802060108,8, 77, 94,1.2,2.4
202602150802060104,4, 78, 95,1.1,1.5
202602150802060107,7, 80, 98,1.5,3.3
202602150802060105,5, 41, 58,11.7,32.4
202602150802060110,10, 62, 80,3.7,9.6
202602150802060102,2, 69, 87,2.5,6.1
202602150802060101,1, 72, 90,4.3,11.4
202602150802060106,6, 54, 72,19.2,53.8
202602150802060103,3, 60, 77,27.0,75.8
202602151001081212,12, 85, 94,1.4,1.8
202602151001081210,10, 87, 97,1.9,2.6
202602151001081208,8, 83, 93,2.7,3.8
202602151001081205,5, 89, 99,1.7,2.3
202602151001081203,3, 80, 88,8.6,12.7
202602151001081211,11, 84, 94,17.6,25.8
202602151001081213,13, 77, 87,2.5,3.4
202602151001081207,7, 81, 91,1.6,2.2
202602151001081206,6, 63, 73,4.7,6.8
202602151001081202,2, 65, 74,4.9,7.0
202602151001081204,4,,,10.9,16.0
202602151001081209,9, 72, 82,9.5,14.0
202602151001081201,1, 59, 69,2.8,3.9
202602151001081107,7, 99, 91,2.5,3.6
202602151001081113,13,105, 89,2.9,4.2
202602151001081101,1,103, 95,12.9,19.7
202602151001081106,6, 93, 85,9.8,15.0
202602151001081115,15, 98, 90,8.7,13.2
202602151001081118,18,101, 91,1.6,2.0
202602151001081105,5,104, 96,6.2,9.4
202602151001081117,17,103, 95,4.6,6.8
202602151001081109,9,105, 97,3.5,5.1
202602151001081114,14,103, 95,7.5,11.4
202602151001081108,8, 75, 67,6.7,10.1
202602151001081110,10, 98, 90,4.1,6.0
202602151001081116,16, 99, 91,6.5,9.8
202602151001081104,4, 92, 84,5.1,7.6
202602151001081103,3, 84, 78,33.4,51.0
202602151001081111,11,106, 98,1.5,1.8
202602151001081102,2,107,102,2.5,3.7
202602151001081112,12,103, 91,4.0,5.9
202602151001081016,16, 95, 95,2.2,2.9
202602151001081011,11,,,4.4,6.1
202602151001081014,14, 84, 84,7.5,10.5
202602151001081009,9, 86, 86,4.7,6.5
202602151001081007,7, 96, 96,1.6,1.9
202602151001081001,1, 88, 88,3.1,4.2
202602151001081013,13, 98, 98,2.4,3.2
202602151001081015,15, 94, 94,8.1,11.3
202602151001081005,5, 84, 84,1.9,2.5
202602151001081012,12, 84, 84,12.5,17.5
202602151001081017,17, 91, 91,9.1,12.8
202602151001081008,8, 94, 94,7.3,10.2
202602151001081018,18,,,13.2,18.5
202602151001081004,4, 93, 93,6.4,8.9
202602151001081010,10, 91,100,3.0,4.0
202602151001081006,6, 93, 93,5.4,7.6
202602151001081003,3, 91, 91,5.8,8.1
202602151001081002,2, 60, 60,9.7,13.6
202602151001080906,6, 91, 91,1.8,2.3
202602151001080903,3, 98, 98,1.6,2.0
202602151001080901,1, 93, 93,3.8,5.0
202602151001080907,7, 99, 99,1.4,1.7
202602151001080905,5, 93, 93,7.9,10.3
202602151001080902,2, 96, 96,3.0,3.9
202602151001080904,4, 89, 89,5.9,7.8
202602151001080806,6,,,2.5,3.6
202602151001080802,2, 82, 91,4.3,6.3
202602151001080807,7, 90, 99,1.7,2.1
202602151001080803,3, 84, 93,7.2,10.9
202602151001080805,5, 85, 94,4.6,6.8
202602151001080804,4, 91,100,1.4,1.7
202602151001080809,9, 79, 88,3.1,4.6
202602151001080811,11, 85, 93,3.3,4.8
202602151001080813,13, 90, 99,2.2,3.2
202602151001080801,1, 78, 87,8.6,13.1
202602151001080808,8, 72, 81,11.9,18.0
202602151001080814,14, 85, 94,9.0,13.7
202602151001080812,12, 86, 95,3.1,4.5
202602151001080815,15, 66, 75,3.1,4.6
202602151001080810,10, 85, 95,5.2,7.8
202602151001080702,2, 86, 94,8.6,13.3
202602151001080705,5, 88, 96,1.6,2.2
202602151001080710,10, 91, 99,1.5,2.0
202602151001080714,14, 87, 95,1.8,2.6
202602151001080709,9, 87, 95,2.1,3.0
202602151001080713,13, 87, 95,2.8,4.2
202602151001080708,8, 85, 93,6.2,9.6
202602151001080701,1, 87, 95,1.3,1.7
202602151001080706,6,,,10.7,16.6
202602151001080704,4, 75, 84,5.9,9.0
202602151001080707,7, 85, 93,5.9,9.0
202602151001080703,3, 78, 86,14.8,22.9
202602151001080711,11, 75, 83,22.0,34.2
202602151001080712,12, 81, 90,7.8,12.0
202602151001080615,15, 87, 95,1.5,2.1
202602151001080610,10, 89, 97,1.4,1.8
202602151001080614,14, 87, 95,1.5,2.1
202602151001080603,3, 84, 94,16.8,25.7
202602151001080608,8, 90, 98,1.8,2.5
202602151001080612,12, 85, 93,6.4,9.6
202602151001080616,16, 81, 89,7.1,10.8
202602151001080606,6, 88, 96,5.8,8.7
202602151001080607,7, 82, 90,5.4,8.2
202602151001080613,13, 79, 88,6.8,10.3
202602151001080605,5, 82, 90,16.7,25.6
202602151001080611,11, 87, 95,3.2,4.7
202602151001080602,2, 80, 89,5.3,8.0
202602151001080609,9, 81, 89,8.5,13.0
202602151001080601,1, 85, 93,4.0,5.9
202602151001080604,4, 60, 70,34.8,53.4
202602151001080507,7, 75, 92,1.7,7.4
202602151001080505,5, 72, 89,1.4,5.0
202602151001080511,11, 76, 90,2.2,9.7
202602151001080506,6, 82,100,1.1,1.1
202602151001080509,9, 49, 67,8.3,43.6
202602151001080508,8,,,4.2,21.2
202602151001080514,14, 74, 91,2.5,11.3
202602151001080504,4, 34, 52,10.1,53.7
202602151001080502,2, 76, 94,3.2,15.4
202602151001080512,12, 72, 89,5.8,29.8
202602151001080503,3, 60, 78,16.2,86.8
202602151001080516,16, 70, 85,21.4,115.7
202602151001080513,13, 63, 78,6.1,31.4
202602151001080515,15, 77, 95,4.6,23.2
202602151001080501,1, 60, 74,15.6,84.0
202602151001080510,10, 66, 83,5.5,28.2
202602151001080406,6,,,2.3,3.8
202602151001080405,5,,,1.2,1.6
202602151001080412,12,101, 89,2.0,3.2
202602151001080408,8,,,1.5,2.4
202602151001080409,9,,,1.2,1.6
202602151001080411,11, 72, 72,6.8,12.0
202602151001080401,1,,,2.2,3.6
202602151001080402,2,,,6.2,10.9
202602151001080404,4, 93, 93,2.7,4.6
202602151001080403,3, 85, 78,17.7,31.5
202602151001080410,10, 86, 86,9.5,16.9
202602151001080407,7, 77, 87,21.1,37.7
202602151001080314,14, 86, 95,1.6,2.1
202602151001080311,11, 87, 96,1.7,2.4
202602151001080310,10, 79, 89,4.3,6.5
202602151001080306,6, 81, 90,3.4,5.0
202602151001080302,2, 92,101,1.3,1.7
202602151001080313,13, 76, 85,3.8,5.7
202602151001080305,5, 81, 90,2.4,3.6
202602151001080301,1, 90, 99,2.0,2.8
202602151001080303,3, 73, 82,4.8,7.2
202602151001080304,4, 86, 95,4.3,6.5
202602151001080307,7, 76, 86,7.6,11.8
202602151001080308,8, 83, 92,19.0,29.6
202602151001080312,12, 82, 91,18.5,28.9
202602151001080309,9, 78, 87,15.5,24.2
202602151001080213,13, 76, 91,1.8,2.5
202602151001080205,5, 86,100,1.5,1.8
202602151001080214,14, 74, 89,6.0,8.7
202602151001080218,18, 83, 98,2.5,3.5
202602151001080208,8, 84, 98,2.0,2.7
202602151001080211,11, 76, 91,5.7,8.2
202602151001080210,10, 78, 95,2.7,3.8
202602151001080201,1, 75, 90,2.2,3.1
202602151001080202,2, 76, 90,40.3,59.9
202602151001080209,9, 77, 92,6.0,8.7
202602151001080204,4, 77, 92,4.0,5.7
202602151001080206,6, 78, 95,3.4,4.8
202602151001080207,7, 67, 82,13.0,19.1
202602151001080216,16, 79, 93,42.8,63.6
202602151001080215,15, 68, 82,60.3,89.4
202602151001080217,17, 80, 95,6.4,9.2
202602151001080203,3, 59, 75,37.2,55.2
202602151001080212,12, 65, 80,27.1,40.1
202602151001080115,15, 80, 98,3.0,13.8
202602151001080112,12, 91,108,1.1,1.1
202602151001080105,5, 75, 93,2.5,10.8
202602151001080104,4, 75, 93,6.1,29.6
202602151001080106,6, 74, 91,3.3,14.9
202602151001080102,2, 80, 95,1.9,8.0
202602151001080101,1, 80, 98,1.5,5.5
202602151001080103,3, 77, 94,3.6,16.9
202602151001080110,10, 72, 87,30.2,154.9
202602151001080108,8, 52, 69,13.8,69.6
202602151001080107,7,,,56.3,290.1
202602151001080111,11, 75, 92,2.0,8.1
202602151001080113,13, 83,100,3.0,13.5
202602151001080116,16, 69, 86,20.7,105.5
202602151001080109,9, 60, 77,27.1,138.7
202602151001080114,14,  7, 24,51.3,264.0
202602140501051216,16, 87, 95,2.5,3.8
202602140501051203,3, 89, 97,3.6,5.5
202602140501051215,15, 81, 90,10.0,15.9
202602140501051202,2, 87, 97,2.8,4.2
202602140501051214,14, 77, 87,4.5,7.0
202602140501051201,1, 86, 94,2.4,3.7
202602140501051206,6, 85, 93,4.2,6.5
202602140501051210,10, 82, 90,28.9,46.5
202602140501051209,9, 89, 97,2.0,3.0
202602140501051211,11, 82, 90,42.8,69.0
202602140501051207,7, 97,106,1.3,1.6
202602140501051204,4, 89, 98,1.7,2.3
202602140501051208,8, 64, 73,52.5,84.6
202602140501051205,5, 79, 87,26.7,43.0
202602140501051213,13, 86, 94,15.6,25.1
202602140501051212,12, 93,102,2.3,3.4
202602140501051101,1, 96,101,1.3,1.8
202602140501051102,2, 91,106,4.3,8.3
202602140501051105,5, 89, 79,3.1,5.9
202602140501051115,15, 88,103,2.3,4.2
202602140501051114,14, 92, 86,5.1,9.8
202602140501051104,4, 91,106,2.3,4.1
202602140501051103,3, 93, 98,2.6,4.7
202602140501051111,11, 96, 86,10.9,21.6
202602140501051109,9,103, 93,1.1,1.3
202602140501051112,12, 91,106,23.2,46.5
202602140501051108,8, 91, 96,18.3,36.7
202602140501051116,16, 94, 99,4.4,8.4
202602140501051113,13, 87,102,4.0,7.7
202602140501051110,10, 93, 83,5.8,11.3
202602140501051106,6, 88,105,3.4,6.4
202602140501051107,7, 81, 79,37.1,74.7
202602140501051012,12,101, 95,2.4,3.6
202602140501051005,5,102,102,1.9,2.7
202602140501051013,13, 97, 91,7.0,10.9
202602140501051010,10,105, 98,1.3,1.5
202602140501051008,8, 99, 95,3.5,5.3
202602140501051003,3, 93, 87,5.3,8.2
202602140501051004,4,104, 97,1.9,2.8
202602140501051002,2,102, 96,6.1,9.5
202602140501051014,14,102, 96,3.5,5.4
202602140501051001,1, 97, 93,6.6,10.3
202602140501051007,7,103, 97,1.7,2.4
202602140501051016,16,101,101,6.7,10.5
202602140501051011,11,104, 98,5.5,8.5
202602140501051006,6, 93, 85,48.5,77.5
202602140501051015,15, 98, 98,26.9,43.1
202602140501051009,9, 95, 89,30.9,49.5
202602140501050907,7, 98, 98,1.0,1.5
202602140501050903,3, 92, 92,1.1,5.7
202602140501050906,6,100,100,1.0,1.1
202602140501050901,1,102, 80,6.3,49.8
202602140501050908,8, 92, 92,4.6,35.5
202602140501050902,2, 89, 89,4.7,36.1
202602140501050905,5, 96, 96,1.7,10.8
202602140501050904,4, 93, 93,2.0,13.8
202602140501050802,2, 96,106,3.9,7.3
202602140501050808,8, 90, 99,3.3,6.1
202602140501050811,11, 90,100,1.1,1.3
202602140501050813,13, 96, 96,5.1,9.7
202602140501050806,6, 94, 94,4.8,9.2
202602140501050807,7, 94, 94,6.1,11.7
202602140501050805,5, 97, 97,1.7,3.0
202602140501050810,10, 97, 97,1.4,2.1
202602140501050812,12, 98, 98,1.8,3.1
202602140501050801,1, 82, 82,55.8,111.6
202602140501050815,15, 51, 51,18.7,37.2
202602140501050809,9, 78, 78,11.1,21.9
202602140501050804,4, 81, 81,37.9,75.7
202602140501050803,3, 91, 91,30.9,61.8
202602140501050814,14, 97, 97,2.7,4.9
202602140501050816,16, 91,101,5.0,9.6
202602140501050710,10, 88, 82,15.4,25.9
202602140501050716,16, 93, 98,2.1,3.2
202602140501050704,4, 88,103,1.3,1.7
202602140501050711,11, 85, 83,2.7,4.3
202602140501050703,3, 82, 99,1.3,1.8
202602140501050713,13, 90, 90,7.5,12.4
202602140501050701,1, 88,102,7.0,11.5
202602140501050707,7, 86, 91,2.4,3.7
202602140501050706,6, 88, 93,3.8,6.2
202602140501050712,12,,,18.2,30.6
202602140501050708,8, 88, 93,13.4,22.5
202602140501050715,15, 85, 90,25.3,42.8
202602140501050714,14, 86, 91,11.7,19.6
202602140501050705,5, 91, 89,1.3,1.9
202602140501050709,9, 83, 81,33.6,56.7
202602140501050702,2, 66, 71,64.7,109.4
202602140501050608,8, 79, 94,1.3,2.7
202602140501050615,15, 88,103,1.1,1.1
202602140501050616,16, 80, 97,2.5,6.1
202602140501050607,7, 67, 82,7.9,21.4
202602140501050605,5, 79, 94,3.5,9.1
202602140501050609,9,,,26.6,74.2
202602140501050610,10, 80, 95,1.8,4.3
202602140501050611,11, 74, 89,9.1,24.8
202602140501050601,1, 56, 74,60.8,170.8
202602140501050604,4, 77, 96,3.2,8.3
202602140501050614,14, 84, 99,1.2,2.4
202602140501050612,12, 51, 69,37.2,104.2
202602140501050613,13, 73, 88,29.0,81.0
202602140501050606,6, 72, 87,67.2,188.7
202602140501050603,3, 35, 50,62.3,175.1
202602140501050602,2,,,7.7,21.0
202602140501050506,6, 83,100,1.0,1.1
202602140501050502,2, 79, 96,1.6,8.2
202602140501050516,16,,,2.2,12.7
202602140501050513,13, 82, 97,2.6,15.0
202602140501050501,1, 78, 95,1.3,5.5
202602140501050510,10, 84, 98,1.9,10.6
202602140501050505,5,,,10.3,69.2
202602140501050511,11, 46, 61,19.4,132.9
202602140501050503,3, 74, 89,5.3,34.3
202602140501050514,14, 77, 92,2.3,13.5
202602140501050508,8, 76, 91,30.0,206.8
202602140501050504,4, 49, 64,36.8,254.7
202602140501050515,15,,,43.4,300.5
202602140501050507,7, 15, 30,21.0,143.8
202602140501050509,9,,,20.4,139.5
202602140501050512,12,,,45.8,317.2
202602140501050411,11,,,1.9,2.8
202602140501050414,14,,,2.5,3.8
202602140501050403,3,,,1.6,2.4
202602140501050410,10,,,35.8,58.4
202602140501050401,1,,,3.7,5.8
202602140501050404,4,,,1.5,2.1
202602140501050408,8,,,5.4,8.6
202602140501050405,5,,,2.7,4.2
202602140501050407,7,,,16.5,26.8
202602140501050402,2,,,5.2,8.2
202602140501050413,13,,,26.5,43.3
202602140501050412,12,,,1.3,1.6
202602140501050409,9,,,38.0,62.1
202602140501050416,16,,,8.9,14.3
202602140501050406,6,,,4.4,7.0
202602140501050415,15,,,,
202602140501050316,16, 75, 90,1.6,8.8
202602140501050308,8, 90,105,1.0,1.1
202602140501050311,11, 84,101,1.2,5.1
202602140501050315,15, 76, 94,2.1,12.6
202602140501050301,1, 78, 93,3.4,21.7
202602140501050305,5, 76, 93,1.4,7.1
202602140501050309,9, 62, 77,16.5,117.3
202602140501050312,12, 67, 85,11.5,80.8
202602140501050310,10, 75, 90,3.9,25.7
202602140501050304,4, 69, 84,19.6,140.2
202602140501050303,3, 52, 70,9.2,64.3
202602140501050314,14, 79, 93,13.0,92.0
202602140501050313,13, 65, 80,62.1,449.8
202602140501050302,2, 39, 56,15.3,108.4
202602140501050306,6, 71, 88,28.7,206.5
202602140501050307,7, 67, 82,74.4,540.0
202602140501050205,5, 88, 98,1.2,1.5
202602140501050207,7, 90, 99,2.2,3.6
202602140501050213,13,,,2.3,3.9
202602140501050201,1, 92,101,1.3,1.9
202602140501050214,14, 85, 94,9.5,16.9
202602140501050202,2, 62, 71,19.7,35.4
202602140501050216,16, 73, 82,4.0,6.8
202602140501050206,6, 89, 98,2.5,4.1
202602140501050210,10, 88, 97,1.6,2.6
202602140501050212,12, 79, 88,6.4,11.3
202602140501050204,4, 79, 88,20.1,36.0
202602140501050203,3, 73, 83,4.0,6.9
202602140501050215,15, 78, 88,28.8,51.8
202602140501050208,8,,,36.1,64.9
202602140501050211,11,,,12.8,22.9
202602140501050209,9, 89, 98,6.4,11.2
202602140501050114,14, 83, 98,1.9,4.5
202602140501050112,12, 82, 98,1.1,1.1
202602140501050101,1, 79, 94,2.4,6.1
202602140501050102,2, 78, 95,2.9,7.5
202602140501050110,10, 78, 93,1.7,3.9
202602140501050106,6, 78, 96,1.9,4.7
202602140501050105,5, 77, 92,10.0,27.9
202602140501050109,9, 70, 85,3.9,10.5
202602140501050115,15, 81, 95,5.6,15.4
202602140501050116,16, 20, 37,13.2,37.3
202602140501050107,7, 73, 87,37.5,107.6
202602140501050104,4, 78, 93,11.8,33.4
202602140501050113,13, 78, 93,2.4,6.1
202602140501050111,11,,,30.7,88.1
202602140501050103,3, 19, 36,71.7,206.5
202602140501050108,8, 55, 70,17.2,48.8
202602140802051208,8, 85, 94,2.3,3.2
202602140802051205,5, 88, 97,1.8,2.4
202602140802051207,7, 81, 90,2.4,3.2
202602140802051210,10, 82, 91,3.1,4.2
202602140802051213,13, 85, 94,3.1,4.2
202602140802051212,12, 84, 93,3.6,5.0
202602140802051215,15, 65, 74,22.3,31.9
202602140802051209,9, 86, 95,1.6,2.0
202602140802051204,4, 80, 90,6.8,9.7
202602140802051203,3, 83, 92,3.8,5.2
