レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限
202605100502060907,7, 93, 93,1.5,2.3
202605100502060909,9, 79, 79,5.9,9.7
202605100502060901,1, 99, 99,1.3,2.0
202605100502060903,3, 98, 98,1.1,1.4
202605100502060902,2, 85, 85,9.7,16.1
202605100502060906,6, 87, 87,4.9,8.0
202605100502060905,5, 68, 68,2.6,4.2
202605100502060807,7, 96, 96,1.1,1.1
202605100502060803,3, 89, 89,2.6,8.9
202605100502060801,1, 98, 98,1.6,4.8
202605100502060811,11, 95, 95,2.0,6.4
202605100502060806,6, 80, 80,4.8,17.3
202605100502060810,10, 95, 95,2.5,8.4
202605100502060804,4, 96, 96,3.0,10.5
202605100502060808,8, 92, 92,16.9,63.9
202605100502060805,5, 94, 94,1.4,4.0
202605100502060809,9, 95, 95,2.5,8.3
202605100502060802,2, 85, 85,21.2,80.4
202605100502060713,13, 88, 97,1.3,1.7
202605100502060702,2, 66, 76,7.9,12.3
202605100502060701,1, 85, 94,3.2,4.9
202605100502060709,9, 82, 91,1.6,2.2
202605100502060708,8, 84, 93,5.6,8.6
202605100502060707,7, 87, 96,2.3,3.4
202605100502060704,4, 86, 95,1.7,2.4
202605100502060716,16, 78, 88,7.8,12.1
202605100502060710,10, 84, 93,5.6,8.6
202605100502060712,12, 83, 92,1.6,2.3
202605100502060711,11, 77, 86,7.3,11.4
202605100502060705,5, 75, 84,63.4,100.6
202605100502060703,3, 81, 90,23.1,36.5
202605100502060714,14, 81, 90,25.0,39.6
202605100502060706,6, 40, 50,5.9,9.1
202605100502060715,15, 79, 88,29.3,46.4
202605100502060605,5, 85, 94,1.9,3.8
202605100502060610,10, 87, 95,1.1,1.2
202605100502060606,6, 86, 95,1.1,1.8
202605100502060608,8, 90, 98,1.2,2.0
202605100502060609,9, 84, 92,6.7,14.9
202605100502060601,1, 85, 94,2.4,5.1
202605100502060607,7, 81, 89,2.2,4.4
202605100502060604,4, 75, 94,7.9,17.8
202605100502060603,3,,,23.5,53.7
202605100502060602,2, 78, 87,9.2,20.8
202605100502060611,11, 78, 86,,
202605100502060516,16, 88,106,1.2,1.5
202605100502060515,15, 39, 45,32.1,52.6
202605100502060504,4, 87, 93,5.0,8.0
202605100502060512,12, 95,101,1.7,2.6
202605100502060514,14, 94,100,2.2,3.4
202605100502060506,6, 82, 88,8.5,13.8
202605100502060508,8, 65, 71,5.0,8.0
202605100502060513,13, 80, 98,12.8,20.8
202605100502060503,3, 81, 87,15.6,25.4
202605100502060505,5, 97,115,1.6,2.3
202605100502060510,10, 84,102,17.7,28.9
202605100502060502,2,,,10.5,17.1
202605100502060509,9, 88,106,1.8,2.7
202605100502060511,11, 92, 98,2.4,3.7
202605100502060507,7, 87,104,7.1,11.4
202605100502060501,1, 80, 98,20.8,34.1
202605100502060404,4, 74, 93,1.1,1.1
202605100502060412,12,,,6.8,18.1
202605100502060406,6, 73, 90,2.8,6.9
202605100502060407,7, 79, 98,1.1,2.0
202605100502060410,10, 79, 98,1.4,3.1
202605100502060411,11, 78, 96,3.6,9.1
202605100502060403,3, 67, 85,4.5,11.6
202605100502060401,1, 71, 89,2.8,6.9
202605100502060408,8, 71, 88,3.7,9.3
202605100502060414,14, 36, 54,11.4,31.0
202605100502060402,2, 68, 87,5.4,14.3
202605100502060405,5, 63, 80,15.5,42.3
202605100502060409,9, 69, 88,3.0,7.5
202605100502060413,13, 69, 85,67.2,185.0
202605100502060305,5, 57, 72,10.7,20.1
202605100502060310,10, 82, 99,1.3,1.8
202605100502060312,12, 76, 94,2.6,4.5
202605100502060318,18, 70, 88,4.2,7.7
202605100502060315,15, 70, 89,22.8,43.5
202605100502060313,13,,,35.9,68.6
202605100502060306,6, 85,102,1.1,1.4
202605100502060301,1, 80, 95,1.6,2.7
202605100502060303,3, 75, 94,2.9,5.2
202605100502060302,2, 74, 91,1.6,2.6
202605100502060311,11, 79, 84,14.6,27.7
202605100502060304,4,,,7.9,14.8
202605100502060309,9, 58, 77,14.5,27.4
202605100502060308,8, 69, 88,25.9,49.3
202605100502060314,14, 77, 94,9.9,18.7
202605100502060317,17,,,6.8,12.6
202605100502060316,16, 55, 71,13.7,26.0
202605100502060307,7, 66, 81,73.1,139.7
202605100502060207,7, 82, 97,1.4,4.8
202605100502060209,9, 68, 83,4.2,20.5
202605100502060202,2, 72, 90,1.6,6.6
202605100502060211,11, 79, 94,1.8,7.6
202605100502060210,10, 54, 72,3.7,17.5
202605100502060216,16, 83, 99,1.1,1.1
202605100502060214,14, 59, 74,2.6,11.7
202605100502060201,1, 72, 89,4.7,23.0
202605100502060215,15, 43, 60,4.3,21.0
202605100502060206,6,  4, 21,7.1,35.6
202605100502060212,12, 69, 84,52.4,276.8
202605100502060204,4, 62, 78,15.9,82.6
202605100502060205,5, 65, 80,4.1,19.5
202605100502060213,13, 62, 77,105.7,560.1
202605100502060208,8, 73, 88,40.1,211.1
202605100502060203,3, 34, 51,24.5,128.5
202605100502060114,14, 58, 73,2.2,3.6
202605100502060102,2, 74, 90,2.8,4.7
202605100502060116,16, 75, 93,1.7,2.6
202605100502060103,3, 76, 94,1.1,1.3
202605100502060113,13, 65, 81,20.9,37.3
202605100502060101,1, 69, 87,4.4,7.5
202605100502060107,7, 70, 88,1.7,2.7
202605100502060108,8, 69, 85,3.5,6.0
202605100502060105,5,,,49.4,88.5
202605100502060110,10, 71, 87,3.7,6.3
202605100502060115,15, 69, 81,4.9,8.5
202605100502060111,11, 60, 78,6.6,11.5
202605100502060106,6, 67, 86,10.1,17.8
202605100502060109,9, 62, 80,19.5,34.8
202605100502060112,12, 52, 71,5.2,9.1
202605100502060104,4,,,5.8,10.1
202605100803061214,14, 69, 69,1.6,2.2
202605100803061208,8, 98, 98,1.4,1.8
202605100803061205,5, 86, 86,8.4,12.7
202605100803061211,11, 88, 88,1.5,2.0
202605100803061201,1, 93, 93,6.6,9.8
202605100803061203,3, 94, 94,4.6,6.8
202605100803061206,6, 88, 88,7.4,11.1
202605100803061213,13, 77, 77,10.1,15.3
202605100803061210,10, 88, 88,2.3,3.3
202605100803061212,12, 76, 76,3.8,5.7
202605100803061204,4, 66, 75,9.4,14.2
202605100803061202,2, 84, 84,2.0,2.9
202605100803061207,7, 87, 87,13.3,20.1
202605100803061209,9, 94, 94,3.0,4.3
202605100803061104,4,111,104,1.3,2.0
202605100803061110,10,110,103,1.1,1.2
202605100803061107,7,110, 98,2.1,4.0
202605100803061101,1, 91, 70,12.4,26.8
202605100803061111,11,104, 88,7.4,15.7
202605100803061103,3, 97, 85,6.0,12.7
202605100803061109,9,106, 94,4.9,10.1
202605100803061106,6, 95, 83,23.9,52.0
202605100803061114,14,105, 98,3.4,6.9
202605100803061105,5,108,101,2.3,4.4
202605100803061102,2,105, 98,4.0,8.2
202605100803061116,16,111, 99,1.8,3.4
202605100803061108,8,105, 93,7.2,15.2
202605100803061115,15,105, 93,18.3,39.7
202605100803061112,12, 90, 78,17.4,37.7
202605100803061113,13,,,4.7,9.7
202605100803061004,4, 98, 96,1.1,1.1
202605100803061006,6, 95, 93,1.4,2.9
202605100803061005,5, 96,101,1.2,2.2
202605100803061010,10, 89, 87,2.5,5.5
202605100803061008,8,,,10.4,25.2
202605100803061001,1, 95, 94,1.4,2.8
202605100803061009,9, 87, 92,6.4,15.3
202605100803061007,7, 93, 87,2.9,6.4
202605100803061002,2,,,12.0,29.2
202605100803061003,3, 93, 98,3.7,8.5
202605100803061011,11, 74, 79,34.5,84.9
202605100803060906,6,108,100,1.1,1.3
202605100803060901,1, 97, 89,12.4,25.5
202605100803060913,13,108,100,1.3,1.8
202605100803060903,3,102, 94,5.3,10.7
202605100803060911,11,101, 93,4.4,8.8
202605100803060907,7,103, 95,3.2,6.2
202605100803060912,12,100,100,1.8,3.2
202605100803060905,5,104, 96,3.6,7.1
202605100803060909,9,103, 95,1.9,3.4
202605100803060902,2,106, 98,3.0,5.8
202605100803060910,10, 96, 96,2.5,4.7
202605100803060904,4,,,11.8,24.1
202605100803060908,8, 87, 79,16.9,34.8
202605100803060812,12, 89, 98,1.4,1.9
202605100803060801,1, 87, 96,1.4,1.9
202605100803060802,2, 76, 85,1.7,2.4
202605100803060808,8, 84, 93,2.3,3.4
202605100803060806,6, 82, 91,15.2,23.7
202605100803060811,11, 89, 98,1.3,1.8
202605100803060805,5, 70, 79,5.1,7.8
202605100803060809,9, 81, 90,11.2,17.4
202605100803060803,3, 76, 85,15.9,24.7
202605100803060807,7, 81, 90,8.7,13.5
202605100803060810,10, 78, 87,3.6,5.4
202605100803060804,4, 86, 95,3.1,4.7
202605100803060707,7, 83, 89,1.5,2.3
202605100803060706,6, 92, 98,1.2,1.5
202605100803060701,1, 85, 91,1.3,1.9
202605100803060711,11, 89,106,1.7,2.6
202605100803060710,10, 80, 86,2.0,3.3
202605100803060708,8, 80, 98,5.4,9.3
202605100803060703,3, 80, 97,3.9,6.7
202605100803060704,4, 79, 96,8.2,14.3
202605100803060705,5, 60, 66,3.6,6.1
202605100803060702,2, 59, 64,22.2,39.0
202605100803060712,12, 81, 87,4.2,7.2
202605100803060709,9,,,24.2,42.5
202605100803060607,7, 88, 96,2.8,4.2
202605100803060606,6, 88, 96,1.7,2.5
202605100803060605,5, 87, 95,2.0,3.0
202605100803060602,2, 91, 99,1.3,1.7
202605100803060608,8, 81, 89,2.7,4.0
202605100803060601,1, 89, 97,1.4,1.9
202605100803060610,10, 53, 62,8.1,12.9
202605100803060604,4, 86, 94,9.9,15.7
202605100803060603,3, 87, 96,1.4,1.9
202605100803060609,9, 53, 63,32.1,51.4
202605100803060509,9, 76, 95,1.7,2.6
202605100803060508,8, 79, 98,1.1,1.2
202605100803060513,13, 75, 94,4.7,8.3
202605100803060505,5, 76, 95,2.8,4.8
202605100803060512,12, 26, 44,5.0,8.9
202605100803060501,1, 84, 90,1.9,3.1
202605100803060506,6, 63, 81,2.1,3.4
202605100803060502,2, 70, 89,4.4,7.8
202605100803060511,11, 51, 69,26.9,48.3
202605100803060507,7, 57, 75,4.6,8.2
202605100803060503,3, 73, 91,3.7,6.5
202605100803060510,10, 73, 92,2.2,3.7
202605100803060504,4, 73, 91,12.0,21.5
202605100803060401,1, 70, 88,1.8,3.3
202605100803060413,13, 73, 91,13.4,27.9
202605100803060410,10, 78, 95,2.5,4.7
202605100803060416,16, 85,102,1.1,1.1
202605100803060415,15, 74, 90,3.9,7.7
202605100803060404,4, 82, 99,1.9,3.5
202605100803060414,14, 77, 95,2.9,5.6
202605100803060409,9, 92, 97,2.1,4.0
202605100803060402,2, 75, 91,5.2,10.4
202605100803060408,8, 64, 79,33.0,69.8
202605100803060405,5, 78, 95,6.7,13.6
202605100803060407,7, 45, 63,49.2,104.0
202605100803060417,17,,,42.7,90.2
202605100803060403,3, 72, 87,34.3,72.6
202605100803060412,12, 60, 76,30.6,64.5
202605100803060406,6, 68, 86,2.1,3.9
202605100803060411,11, 75, 94,,
202605100803060307,7, 41, 59,5.1,30.3
202605100803060309,9, 63, 81,2.4,12.6
202605100803060306,6, 74, 92,1.8,9.0
202605100803060302,2, 62, 81,1.8,9.2
202605100803060308,8, 59, 77,4.9,29.0
202605100803060311,11, 73, 92,1.1,3.3
202605100803060312,12, 49, 68,5.3,31.9
202605100803060301,1, 80, 98,1.1,1.1
202605100803060303,3, 60, 78,2.3,12.5
202605100803060304,4, 59, 76,4.3,25.3
202605100803060305,5,,,4.9,29.5
202605100803060310,10, 38, 56,32.1,204.7
202605100803060203,3, 75, 92,8.3,12.8
202605100803060202,2, 81, 96,1.4,1.9
202605100803060205,5, 84, 99,1.4,2.0
202605100803060213,13, 70, 86,6.0,9.1
202605100803060214,14, 84, 99,1.5,2.0
202605100803060204,4, 87, 99,1.9,2.7
202605100803060201,1, 69, 84,14.0,21.7
202605100803060206,6, 84,100,1.4,2.0
202605100803060211,11, 76, 88,35.8,55.7
202605100803060208,8, 72, 88,6.6,10.0
202605100803060210,10, 72, 87,14.4,22.3
202605100803060216,16, 73, 89,7.4,11.3
202605100803060215,15, 61, 77,43.7,68.0
202605100803060212,12, 72, 87,35.2,54.8
202605100803060209,9, 75, 90,10.7,16.5
202605100803060207,7,,,18.8,29.1
202605100803060107,7, 79, 97,1.1,1.1
202605100803060111,11, 66, 84,1.1,3.5
202605100803060103,3, 77, 95,1.3,4.8
202605100803060106,6, 48, 66,2.5,11.7
202605100803060102,2, 41, 59,40.0,218.2
202605100803060109,9, 73, 90,3.9,19.3
202605100803060101,1, 61, 76,20.4,110.0
202605100803060108,8, 74, 92,1.2,4.5
202605100803060110,10,,,28.7,155.9
202605100803060104,4, 34, 53,7.4,38.6
202605100803060105,5, 67, 82,14.3,76.6
202605090401031211,11, 88, 98,1.1,1.1
202605090401031208,8, 86, 95,1.5,3.6
202605090401031203,3, 85, 95,2.5,6.8
202605090401031201,1, 88, 97,3.8,11.2
202605090401031202,2, 79, 88,1.6,3.9
202605090401031204,4, 82, 91,4.3,12.6
202605090401031209,9, 65, 74,6.8,20.7
202605090401031210,10, 70, 80,14.7,46.1
202605090401031207,7, 72, 82,4.5,13.3
202605090401031205,5, 81, 91,22.1,69.4
202605090401031212,12, 82, 92,1.8,4.6
202605090401031206,6, 54, 64,2.8,7.9
202605090401031116,16, 83, 83,2.7,4.0
202605090401031112,12,100, 95,3.4,5.2
202605090401031115,15, 99, 96,1.8,2.5
202605090401031111,11, 94, 89,7.5,11.9
202605090401031107,7, 90, 85,19.3,30.9
202605090401031109,9, 92, 89,4.2,6.5
202605090401031102,2, 92, 86,32.9,52.8
202605090401031113,13, 86, 81,1.7,2.4
202605090401031114,14, 95, 90,1.3,1.5
202605090401031105,5, 97, 97,2.1,3.0
202605090401031110,10, 23, 16,28.0,44.9
202605090401031104,4, 83, 80,23.5,37.7
202605090401031103,3, 93, 88,9.1,14.5
202605090401031106,6, 95, 90,24.3,39.0
202605090401031108,8, 96, 91,2.3,3.4
202605090401031101,1, 97, 93,4.7,7.2
202605090401031003,3, 89, 98,1.7,2.6
202605090401031008,8, 86, 94,2.4,3.7
202605090401031007,7, 85, 94,2.0,3.1
202605090401031005,5, 88, 96,1.2,1.3
202605090401031002,2, 87, 96,4.0,6.4
202605090401031011,11, 85, 93,6.7,11.0
202605090401031001,1, 89, 98,2.5,3.8
202605090401031009,9, 73, 81,7.4,12.2
202605090401031010,10, 79, 87,11.8,19.4
202605090401031006,6, 82, 91,1.7,2.5
202605090401031004,4, 87, 96,3.3,5.3
202605090401031013,13, 65, 74,8.8,14.4
202605090401031012,12, 82, 90,7.4,12.2
202605090401030911,11, 64, 69,4.6,7.2
202605090401030912,12, 86,101,2.3,3.5
202605090401030908,8, 95,100,1.3,1.5
202605090401030913,13, 92, 97,1.9,2.9
202605090401030914,14, 87, 92,2.3,3.5
202605090401030909,9, 92, 97,1.6,2.2
202605090401030904,4, 82, 97,2.8,4.3
202605090401030901,1, 86, 91,2.4,3.7
202605090401030910,10, 85, 90,6.6,10.5
202605090401030905,5, 80, 85,4.7,7.4
202605090401030906,6, 89, 94,5.4,8.6
202605090401030903,3, 86, 91,11.2,18.1
202605090401030902,2, 62, 67,13.4,21.7
202605090401030907,7, 61, 66,46.8,75.9
202605090401030803,3, 80, 89,1.6,2.4
202605090401030804,4,,,3.3,5.6
202605090401030802,2, 79, 89,2.5,4.0
202605090401030801,1, 74, 83,9.9,17.2
202605090401030813,13, 63, 72,2.9,4.7
202605090401030809,9, 71, 81,1.8,2.9
202605090401030812,12, 70, 79,7.3,12.6
202605090401030805,5, 74, 84,3.3,5.5
202605090401030808,8, 70, 79,2.1,3.4
202605090401030807,7, 69, 78,14.2,24.7
202605090401030806,6, 72, 82,10.0,17.4
202605090401030815,15, 65, 75,6.4,10.9
202605090401030810,10, 87, 97,1.1,1.3
202605090401030814,14, 64, 73,41.0,71.6
202605090401030811,11, 61, 70,7.6,13.1
202605090401030712,12, 84, 93,1.1,1.2
202605090401030703,3, 83, 92,3.0,5.4
202605090401030707,7, 86, 95,2.5,4.4
202605090401030706,6, 77, 86,13.8,26.7
202605090401030714,14, 86, 95,1.4,2.2
202605090401030702,2, 83, 92,9.4,18.0
202605090401030710,10,,,12.4,24.0
202605090401030708,8, 88, 97,2.4,4.3
202605090401030715,15, 81, 90,5.4,10.1
202605090401030705,5, 75, 84,28.5,55.6
202605090401030713,13, 81, 90,18.8,36.7
202605090401030704,4, 88, 97,2.0,3.5
202605090401030701,1, 79, 88,27.6,53.8
202605090401030709,9, 85, 94,10.6,20.5
202605090401030711,11, 86, 95,1.5,2.5
202605090401030615,15, 78, 97,3.2,5.4
202605090401030609,9, 80, 98,1.3,1.7
202605090401030605,5,,,4.5,7.5
202605090401030613,13, 81, 99,1.2,1.6
202605090401030614,14, 79, 98,1.5,2.2
202605090401030606,6, 73, 92,7.2,12.5
202605090401030604,4, 79, 97,2.9,4.7
202605090401030611,11, 75, 94,4.2,7.1
202605090401030607,7, 60, 79,37.3,65.8
202605090401030612,12, 58, 76,1.9,3.0
202605090401030610,10, 52, 70,12.0,21.0
202605090401030602,2, 71, 88,12.2,21.3
202605090401030601,1, 59, 77,54.0,95.5
202605090401030603,3, 71, 89,19.9,35.0
202605090401030616,16,,,47.9,84.6
202605090401030608,8, 75, 94,4.1,6.8
202605090401030510,10, 76, 91,2.3,3.3
202605090401030507,7, 59, 71,3.8,5.6
202605090401030516,16, 81, 96,1.4,1.7
202605090401030505,5, 81, 96,3.0,4.5
202605090401030511,11, 60, 77,21.9,33.7
202605090401030512,12, 84, 99,1.7,2.2
202605090401030503,3, 66, 83,5.1,7.7
202605090401030514,14, 40, 56,25.9,40.0
202605090401030504,4, 80, 95,2.3,3.3
202605090401030501,1, 63, 78,28.9,44.5
202605090401030506,6, 70, 87,8.2,12.4
202605090401030508,8, 82, 97,1.9,2.6
202605090401030515,15, 70, 85,15.5,23.8
202605090401030513,13, 68, 85,2.8,4.1
202605090401030502,2, 83, 98,4.8,7.2
202605090401030509,9, 58, 76,29.1,44.9
202605090401030411,11,,,2.4,3.9
202605090401030407,7,,,1.1,1.4
202605090401030402,2,,,1.4,2.1
202605090401030406,6,,,1.8,2.9
202605090401030410,10,,,1.6,2.6
202605090401030408,8,,,2.9,4.7
202605090401030409,9,,,5.8,10.0
202605090401030404,4,,,22.5,39.8
202605090401030405,5,,,12.0,21.2
202605090401030401,1,,,14.9,26.3
202605090401030403,3,,,1.7,2.7
202605090401030315,15, 87, 99,1.4,2.0
202605090401030314,14, 77, 92,3.6,5.5
202605090401030313,13, 80, 95,2.3,3.4
202605090401030312,12, 78, 93,2.4,3.5
202605090401030301,1, 80, 95,5.3,8.2
202605090401030309,9, 81, 96,1.4,1.8
202605090401030308,8, 83, 95,4.7,7.1
202605090401030303,3, 83, 98,1.5,2.2
202605090401030310,10, 80, 95,2.0,2.9
202605090401030307,7, 67, 82,63.4,100.9
202605090401030305,5,,,5.5,8.5
202605090401030302,2,,,53.2,84.5
202605090401030304,4, 69, 84,52.3,83.1
202605090401030311,11, 59, 74,40.5,64.4
202605090401030306,6,,,42.6,67.7
202605090401030203,3, 84,101,1.1,1.1
202605090401030202,2, 76, 93,2.3,5.2
202605090401030208,8, 76, 94,1.2,2.1
202605090401030205,5, 68, 86,2.2,4.7
202605090401030206,6, 67, 84,13.9,34.6
202605090401030209,9, 67, 86,2.6,5.8
202605090401030210,10, 65, 83,1.8,3.8
202605090401030201,1, 71, 87,1.3,2.6
202605090401030204,4, 66, 85,27.0,67.6
202605090401030207,7, 68, 86,32.8,82.2
202605090401030102,2,,,1.3,1.9
202605090401030107,7,,,1.2,1.6
202605090401030113,13,,,1.4,2.0
202605090401030110,10,,,4.2,6.8
202605090401030103,3, 84, 76,3.7,6.1
202605090401030106,6, 87, 79,6.5,10.9
202605090401030105,5,,,15.2,25.5
202605090401030101,1,,,2.6,4.1
202605090401030111,11,105, 83,1.6,2.4
202605090401030108,8,,,8.0,13.3
202605090401030112,12, 89, 89,6.4,10.6
202605090401030109,9, 79, 88,20.2,34.0
202605090401030104,4, 70, 78,10.0,16.7
202605090502051203,3, 97, 97,1.1,1.3
202605090502051211,11, 91, 91,2.7,4.4
202605090502051212,12, 88, 88,20.8,36.3
202605090502051216,16, 95, 95,3.2,5.3
202605090502051201,1, 91,101,2.4,3.9
202605090502051208,8, 95, 95,1.6,2.4
202605090502051205,5, 97, 97,3.4,5.6
202605090502051209,9, 90, 90,11.9,20.7
202605090502051206,6, 95, 95,5.2,8.9
202605090502051214,14, 92, 92,3.2,5.3
202605090502051204,4, 54, 54,28.2,49.3
202605090502051215,15, 82, 82,11.3,19.6
202605090502051213,13, 96, 96,5.9,10.1
202605090502051202,2, 84, 84,9.5,16.5
202605090502051210,10,,,33.7,59.1
202605090502051207,7, 91,100,1.6,2.4
202605090502051111,11,114, 99,1.5,2.0
202605090502051116,16,109, 93,3.8,5.6
202605090502051117,17,110, 98,5.0,7.3
202605090502051106,6,113, 93,3.1,4.5
202605090502051114,14,108,100,1.5,2.0
202605090502051104,4,115, 95,1.5,2.0
202605090502051108,8,109, 95,6.2,9.2
202605090502051101,1,106, 98,5.0,7.3
202605090502051105,5,101, 86,5.1,7.6
202605090502051110,10,101, 85,7.8,11.6
202605090502051102,2,115,103,2.6,3.7
202605090502051112,12,109, 95,8.4,12.6
202605090502051103,3,106, 90,21.8,32.6
202605090502051109,9,110, 84,6.3,9.3
202605090502051113,13, 98, 86,17.9,26.7
202605090502051115,15,107, 99,9.0,13.4
202605090502051107,7,104, 90,8.9,13.3
202605090502051010,10,103,100,1.1,1.5
202605090502051002,2,,,1.2,1.5
202605090502051004,4, 99,104,3.5,6.7
202605090502051012,12,104,110,1.8,3.1
202605090502051013,13,101, 84,2.1,3.8
202605090502051011,11, 95,100,3.5,6.7
202605090502051008,8, 87,103,7.7,15.4
202605090502051007,7,101,106,2.1,3.9
202605090502051005,5, 83, 89,5.5,10.9
202605090502051014,14, 99,104,4.8,9.5
202605090502051003,3,,,7.4,14.8
202605090502051009,9, 85, 84,49.0,101.0
202605090502051006,6, 83, 88,32.0,65.8
202605090502051001,1, 93, 90,4.3,8.5
202605090502051015,15, 94, 77,27.8,57.3
202605090502050907,7,103, 95,1.1,1.2
202605090502050908,8,106, 98,1.3,2.1
202605090502050903,3,104, 96,1.4,2.5
202605090502050910,10, 77, 69,12.0,26.1
202605090502050912,12,104, 96,2.2,4.2
202605090502050904,4, 95, 87,11.7,25.3
202605090502050909,9,101, 93,8.1,17.3
202605090502050905,5,100, 92,2.8,5.6
202605090502050902,2,105, 97,1.6,2.9
202605090502050901,1,100, 92,12.5,27.0
202605090502050911,11, 82, 76,4.1,8.6
202605090502050906,6, 90, 84,44.7,97.8
202605090502050808,8, 99, 93,1.1,6.7
202605090502050802,2, 88, 96,1.0,1.9
202605090502050806,6, 96, 96,1.0,1.1
202605090502050805,5, 84, 92,1.4,9.1
202605090502050803,3, 87, 87,1.9,14.6
202605090502050801,1, 87, 87,6.7,60.0
202605090502050807,7, 74, 82,6.2,55.1
202605090502050804,4, 71, 71,16.6,155.1
202605090502050710,10, 74, 83,3.2,8.0
202605090502050714,14, 88, 97,1.2,2.0
202605090502050711,11, 79, 88,3.8,9.7
202605090502050708,8, 60, 68,3.9,9.9
202605090502050706,6, 78, 87,31.7,86.5
202605090502050701,1, 82, 91,5.8,15.1
202605090502050707,7, 81, 90,2.3,5.4
202605090502050712,12, 73, 82,18.4,50.1
202605090502050709,9, 83, 92,1.7,3.9
202605090502050713,13, 81, 90,4.8,12.3
202605090502050704,4, 66, 75,2.1,5.0
202605090502050703,3, 84, 93,1.1,1.1
202605090502050705,5, 81, 90,5.6,14.7
202605090502050702,2, 72, 82,12.0,32.4
202605090502050611,11, 91, 96,1.4,2.0
202605090502050606,6, 84, 90,5.6,9.6
202605090502050612,12, 95, 77,1.6,2.5
202605090502050602,2, 96, 89,1.6,2.4
202605090502050608,8, 85, 90,3.2,5.3
202605090502050610,10, 94, 99,1.2,1.5
202605090502050607,7, 93, 89,3.0,5.0
202605090502050604,4, 84, 90,17.9,30.9
202605090502050605,5, 91, 87,4.7,8.0
202605090502050601,1, 80, 97,4.3,7.3
202605090502050603,3, 94, 88,2.9,4.9
202605090502050609,9, 44, 61,67.2,116.2
202605090502050513,13, 83, 99,1.7,3.0
202605090502050514,14, 83,100,1.7,3.0
202605090502050511,11, 83, 99,1.3,1.9
202605090502050509,9, 83, 99,1.1,1.3
202605090502050507,7, 84, 99,4.0,7.8
