レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011001,2026.7.12,日,函館,1函A,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,３歳
8,,16,,,,,ティグリス,,牝,3,4,6,13,阪神,T,1600,良,6,8,未勝利,34.1,先行,13,3,15,中京,T,1600,良,6,3,未勝利・牝,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,17,,,,,マルモズイルバア,,牝,3,7,5,26,金沢,D,1500,良,6,7,加賀医,----,先行,4,4,25,京都,D,1400,稍,16,16,未勝利,40.5,中団,12,2,1,京都,D,1800,良,12,11,未勝利・牝,41.2,後方,3,1,10,京都,T,1600,良,13,18,未勝利・牝,36.2,後方,15,9,27,阪神,T,1600,良,9,14,新馬・牝,35.5,中団,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020602,2026.7.12,日,小倉,2小6,2,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),14,10:30,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ゼンノトヨタマヒメ,,牝,3,9,5,10,京都,D,1200,良,7,12,未勝利,37.8,先行,2,4,26,京都,D,1200,良,6,8,未勝利・牝,37.6,中団,8,3,4,川崎,D,1400,不,8,6,アクア,----,先行,6,1,18,京都,D,1400,良,11,15,未勝利,39.9,先行,4,12,21,中京,D,1400,稍,8,6,新馬,38.5,中団,初
2,,2,,,,,ペコリズム,,牝,3,3,6,21,阪神,D,1400,不,5,12,未勝利,39.4,中団,9,4,18,阪神,D,1800,良,9,7,未勝利・牝,38.7,中団,4,3,21,中京,T,1400,良,12,15,未勝利,34.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,タガノプディング,,牝,3,4,6,14,阪神,D,1400,良,2,1,未勝利,38.1,先行,2,5,30,京都,D,1400,良,2,2,未勝利,37.3,先行,8,4,5,阪神,D,1400,重,4,1,未勝利・牝,36.7,追込,3,3,14,阪神,D,1400,良,2,9,未勝利,38.1,先行,初,,,,,,,,,,,,
3,,4,,,,,シュタルク,,牡,3,8,5,16,新潟,T,1000,良,11,7,未勝利,33.7,中団,11,3,1,小倉,T,1200,良,16,10,未勝利,37.0,中団,12,12,6,阪神,D,1200,良,16,10,未勝利*,42.6,先行,2,11,23,東京,D,1300,良,13,6,未勝利*,39.4,逃げ,15,8,9,中京,T,1200,良,4,4,未勝利*,34.8,差し,3
4,,5,,,,,メイショウアヤカ,,牝,3,20,2,22,阪神,D,1400,良,13,13,新馬,39.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,クロカミジョウ,,牝,3,3,6,20,阪神,D,1200,稍,3,2,未勝利,36.9,差し,10,4,11,福島,D,1150,良,6,1,未勝利,37.7,中団,3,3,21,中京,D,1200,良,2,1,未勝利・牝,37.9,先行,3,2,28,阪神,D,1200,良,2,3,未勝利,36.9,差し,6,1,18,京都,D,1200,良,2,2,未勝利・牝,36.8,先行,2
5,,7,,,,,フチサンチャチャ,,牡,3,7,5,24,京都,D,1900,良,11,13,未勝利,40.5,後方,3,5,3,京都,D,1900,稍,12,11,未勝利,40.2,中団,3,4,12,阪神,D,1800,稍,11,14,未勝利,36.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,8,,,,,ラインメテオラ,,牡,3,7,5,23,新潟,D,1200,稍,10,4,未勝利,39.1,先行,2,5,10,新潟,D,1200,良,2,10,未勝利,38.5,先行,11,2,21,小倉,D,1700,良,7,7,未勝利,40.8,逃げ,10,12,13,中京,T,2000,良,10,12,新馬,35.1,先行,初,,,,,,,,,,,,
6,B,9,,,,,キャッチアシーフ,,牡,3,3,6,20,阪神,D,1200,稍,2,4,未勝利,36.7,先行,8,4,26,福島,D,1700,良,13,3,未勝利・若,42.4,逃げ,3,4,5,阪神,D,1200,重,4,1,未勝利,36.6,先行,2,3,22,阪神,D,1200,良,2,4,未勝利,36.9,先行,7,1,31,京都,D,1400,良,4,4,未勝利,37.7,差し,3
6,,10,,,,,ナブッコ,,牡,3,8,5,20,名古,D,1500,良,4,1,名古屋,----,逃げ,4,4,19,阪神,D,1400,良,6,3,未勝利,38.3,先行,3,3,29,阪神,D,1400,良,2,4,未勝利,38.8,先行,6,2,14,京都,D,1400,稍,9,10,未勝利,38.1,後方,2,2,1,小倉,D,1700,良,7,12,未勝利,39.9,先行,7
7,,11,,,,,ジョーヴェスタ,,牝,3,10,5,2,新潟,D,1800,不,10,14,未勝利・牝,43.6,中団,2,4,18,阪神,D,1200,良,7,14,未勝利,36.8,後方,15,1,4,京都,D,1200,良,16,12,未勝利,40.9,後方,15,9,20,阪神,D,1200,良,7,8,新馬,38.6,先行,初,,,,,,,,,,,,
7,B,12,,,,,トーアウィリアム,,牡,3,9,5,10,京都,D,1200,良,15,10,未勝利,37.4,後方,15,1,24,京都,D,1200,良,6,9,未勝利,37.8,逃げ,3,1,4,京都,D,1400,良,14,10,未勝利,40.1,先行,15,9,21,阪神,D,1400,良,6,9,未勝利*,39.2,先行,2,9,6,阪神,D,1400,稍,6,10,新馬,39.5,中団,初
8,,13,,,,,キタノプレミアム,,牝,3,7,5,24,新潟,D,1200,稍,6,4,未勝利・牝,38.6,先行,2,5,9,新潟,D,1200,稍,2,7,未勝利・牝,39.3,先行,14,2,1,京都,D,1200,良,4,8,未勝利,38.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,14,,,,,ハクサンリング,,牡,3,11,4,25,京都,D,1800,稍,12,8,未勝利,43.7,中団,3,4,4,阪神,T,1800,良,12,13,未勝利,35.1,中団,10,1,25,京都,T,1600,良,7,10,新馬,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020603,2026.7.12,日,小倉,2小6,3,,未勝利,芝,2000,A,4,良(暫定),晴(暫定),18,11:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,グレイイメル,,牡,3,2,6,27,小倉,T,2000,稍,5,13,未勝利,37.6,逃げ,10,4,19,阪神,T,1600,良,8,8,１勝ｸﾗｽ*,34.4,中団,2,4,4,阪神,D,1400,稍,11,10,未勝利,38.2,後方,15,12,20,阪神,T,1600,良,10,11,未勝利*,34.2,後方,2,12,7,阪神,T,1600,良,8,13,新馬,33.5,後方,初
2,,2,,,,,ラルヴァンダード,,牡,3,4,6,14,阪神,T,2200,良,3,3,未勝利,35.1,先行,6,5,2,京都,T,2000,良,5,3,未勝利,33.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ロイドウェバー,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,スーパービジー,,牡,3,4,6,14,阪神,T,2200,良,10,10,未勝利,35.1,中団,6,5,2,京都,T,2000,良,6,7,未勝利,34.1,中団,2,4,18,阪神,T,1800,良,9,16,未勝利,34.3,中団,19,12,6,阪神,T,1800,良,9,7,未勝利*,36.2,中団,3,11,16,京都,T,1600,良,11,11,未勝利*,36.3,後方,2
3,,5,,,,,チェファルー,,牡,3,15,3,29,阪神,T,2000,良,3,1,未勝利,35.3,先行,2,3,14,阪神,T,1800,良,4,4,未勝利,34.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,キービート,,牡,3,3,6,21,阪神,T,2400,稍,10,10,未勝利,38.9,ﾏｸﾘ,3,5,30,京都,T,2400,良,4,18,未勝利,35.2,差し,6,4,19,阪神,T,2200,良,10,13,未勝利,35.6,後方,6,3,7,阪神,T,2400,稍,8,12,未勝利,35.0,後方,2,2,21,阪神,T,2400,良,8,10,未勝利,36.3,中団,13
4,,7,,,,,ブルーザー,,牡,3,7,5,24,新潟,T,2000,稍,3,3,未勝利,36.2,先行,4,4,26,京都,T,2000,良,5,5,未勝利,36.2,中団,4,3,29,阪神,T,2000,良,4,4,未勝利,35.5,先行,2,3,14,中京,T,2000,良,8,14,未勝利,35.6,中団,7,1,25,京都,D,1800,良,9,6,未勝利,39.0,中団,3
5,,8,,,,,レヴロード,,牡,3,3,6,20,阪神,T,1800,稍,14,17,未勝利,36.1,中団,連,6,14,阪神,D,1800,良,12,12,未勝利,40.2,先行,10,4,5,阪神,D,1800,重,8,10,未勝利,37.6,先行,2,3,21,中京,D,1900,良,7,11,未勝利,39.6,中団,13,12,20,阪神,T,2000,良,13,14,未勝利*,35.6,後方,2
5,B,9,,,,,アージュドール,,牡,3,3,6,20,阪神,T,1800,稍,9,13,未勝利,34.4,後方,5,5,16,京都,T,1800,良,7,14,未勝利,33.9,後方,連,5,10,京都,T,1600,良,12,16,未勝利,34.8,中団,3,4,18,中山,D,1800,良,12,10,未勝利,42.2,後方,10,2,10,京都,D,1800,良,6,6,未勝利,39.5,後方,3
6,,10,,,,,ウインビスタ,,牡,3,23,1,31,京都,T,1600,良,16,13,未勝利,39.2,中団,3,1,10,京都,T,2400,良,16,14,未勝利,38.8,逃げ,11,10,26,京都,T,2000,稍,9,9,未勝利*,37.0,先行,2,10,12,京都,T,2000,良,10,11,新馬,34.5,後方,初,,,,,,,,,,,,
6,,11,,,,,ジュンヴァッテッド,,牡,3,12,4,18,阪神,T,1800,良,11,15,未勝利,34.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,12,,,,,ルクスユアン,,牡,3,2,6,27,小倉,T,2000,稍,8,12,未勝利,36.8,後方,8,5,3,京都,T,2400,良,10,7,未勝利,35.3,中団,2,4,19,阪神,T,2200,良,4,8,未勝利,35.9,先行,3,3,29,阪神,T,2000,良,6,6,未勝利,36.3,中団,7,2,10,京都,T,2400,良,9,9,未勝利,37.3,中団,13
7,,13,,,,,ワンダーシャッフル,,牡,3,3,6,21,阪神,D,1800,重,9,5,未勝利,40.9,中団,10,4,12,福島,T,1800,良,10,4,未勝利,35.5,中団,3,3,22,中京,T,2000,良,4,6,未勝利,35.7,差し,3,3,1,小倉,T,1800,良,4,16,未勝利,36.4,差し,初,,,,,,,,,,,,
8,B,14,,,,,ダノンワンダー,,牡,3,7,5,24,京都,T,2000,良,6,3,未勝利,36.2,中団,3,5,2,京都,T,2000,良,2,2,未勝利,34.5,逃げ,3,4,12,福島,T,1800,良,7,2,未勝利,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ヴィスメンティス,,牡,3,10,5,3,京都,T,2400,良,6,9,未勝利,35.0,逃げ,10,2,21,小倉,T,1800,良,11,2,未勝利,36.4,中団,4,1,24,小倉,T,2000,良,4,4,新馬,34.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020604,2026.7.12,日,小倉,2小6,4,,未勝利,芝,1800,A,4,良(暫定),晴(暫定),16,11:30,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サンタカリス,,牝,3,5,6,7,阪神,T,1800,良,11,15,未勝利・牝,33.9,後方,2,5,23,京都,T,2200,良,14,11,未勝利,37.5,中団,5,4,19,阪神,T,2000,良,9,14,未勝利・牝,34.8,中団,6,3,7,阪神,D,1800,稍,8,9,未勝利・牝,39.0,中団,2,2,22,小倉,D,1700,良,6,5,未勝利・牝,39.7,中団,7
2,,2,,,,,グランスプリント,,牡,3,6,5,30,京都,T,1400,良,13,14,未勝利,36.1,中団,11,3,15,中京,T,1400,良,12,10,未勝利,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,エイシンニケ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,スリーロンドン,,牝,3,3,6,21,阪神,T,1600,稍,6,12,未勝利・牝,35.1,後方,14,3,15,阪神,T,2000,良,8,10,未勝利・牝,35.4,後方,3,2,22,阪神,T,2000,良,6,9,未勝利,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,ウインラブソング,,牝,3,4,6,13,阪神,T,1600,良,11,18,未勝利,34.2,中団,3,5,24,新潟,T,1200,稍,12,14,未勝利,35.7,後方,15,2,10,京都,T,1600,良,13,9,新馬,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,6,,,,,ブランチアウト,,牡,3,2,6,28,小倉,T,1800,良,2,2,未勝利,36.3,逃げ,2,6,13,阪神,T,1600,良,4,6,未勝利,34.3,逃げ,3,5,24,京都,T,1600,良,3,4,未勝利,35.8,逃げ,2,5,10,京都,T,1600,良,3,5,未勝利,34.6,逃げ,2,4,25,京都,T,1600,良,6,3,未勝利,35.3,逃げ,3
5,,7,,,,,レッドパラジウム,,牡,3,3,6,20,阪神,T,1800,稍,3,2,未勝利,34.8,先行,2,6,6,阪神,T,1600,良,3,4,未勝利,34.0,差し,3,5,16,京都,T,1800,良,9,4,未勝利,35.1,先行,3,4,25,京都,T,1600,良,7,5,未勝利,34.6,中団,10,2,15,京都,D,1400,良,15,5,未勝利,41.3,逃げ,3
6,,8,,,,,ラミエルノムスコ,,牡,3,10,5,3,京都,T,1800,良,4,3,未勝利,34.6,差し,15,1,18,京都,T,1600,良,3,4,未勝利,35.0,追込,3,12,27,阪神,T,1600,良,4,5,未勝利*,35.0,差し,13,9,27,阪神,T,2000,良,5,7,新馬,36.2,後方,初,,,,,,,,,,,,
6,,9,,,,,フェブリノ,,牝,3,連,7,4,小倉,T,1800,重,4,8,未勝利,37.0,先行,3,6,13,阪神,T,1600,良,3,11,未勝利,34.1,先行,連,6,6,阪神,T,1600,良,7,15,未勝利,34.1,中団,2,5,26,浦和,D,1400,稍,4,3,ツイン,----,先行,4,4,25,福島,T,1200,良,9,5,未勝利,35.5,中団,9
7,,10,,,,,シャドウクライ,,牝,3,2,6,27,小倉,D,1700,不,14,9,未勝利,40.2,後方,12,4,4,阪神,D,1800,稍,7,10,未勝利・牝,38.5,中団,3,3,15,阪神,T,2000,良,12,11,未勝利・牝,36.6,中団,13,12,14,阪神,T,1800,稍,6,7,未勝利*,35.3,後方,2,11,30,東京,T,2000,良,7,5,未勝利*,35.1,先行,8
7,,11,,,,,タイムレスフレアー,,牡,3,4,6,13,阪神,T,1800,良,3,4,未勝利,35.5,差し,3,5,24,京都,T,1600,良,6,3,未勝利,34.7,後方,9,3,21,阪神,T,1600,良,9,2,未勝利,34.7,中団,7,1,31,京都,T,1600,良,3,2,未勝利,35.6,差し,3,1,11,京都,T,1800,良,5,2,未勝利,34.5,中団,8
8,,12,,,,,セルヴァジオ,,牝,3,3,6,21,阪神,T,1600,稍,2,6,未勝利・牝,35.3,先行,8,4,25,京都,T,1600,良,5,4,未勝利,33.8,中団,2,4,12,阪神,T,1600,良,8,11,未勝利,34.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ゴリョウセイ,,牡,3,3,6,20,阪神,T,1800,稍,11,14,未勝利,34.9,後方,16,2,28,阪神,D,1800,良,13,5,未勝利,41.5,中団,3,2,7,小倉,T,2000,稍,11,6,未勝利・若,37.9,先行,8,12,13,阪神,T,2000,良,2,6,未勝利*,35.5,先行,3,11,22,京都,T,1600,良,11,7,新馬,34.9,後方,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020605,2026.7.12,日,小倉,2小6,5,,新馬,芝,2000,A,4,良(暫定),晴(暫定),18,12:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サイモンレガシー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,シュガーハウス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,シュプレヒコール,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ロクメイカン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,フェーエンハフト,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,シックパラソル,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,エルドボルグ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,パーセンタイル,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020606,2026.7.12,日,小倉,2小6,6,,新馬,芝,1200,A,2,良(暫定),晴(暫定),18,12:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アンドヴェローナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,アトランタ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ジョン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,マルモリムソウ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ビバームス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,アームズラムレイ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,ララララブソング,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,ブラックブレット,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,コパノキャンペーン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020607,2026.7.12,日,小倉,2小6,7,,1勝,ダート,1700,,4,良(暫定),晴(暫定),16,13:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジェバーダ,,牝,4,33,11,23,京都,D,1400,良,16,15,１勝ｸﾗｽ,75.7,後方,17,7,27,中京,D,1400,良,8,9,１勝ｸﾗｽ,37.9,後方,11,5,11,京都,D,1200,稍,1,2,未勝利,36.4,差し,2,4,26,京都,D,1400,良,5,3,未勝利,37.8,中団,9,2,23,小倉,D,1700,良,3,2,未勝利,38.6,先行,2
2,,2,,,,,タマモスカイ,,牡,3,2,6,27,小倉,D,1700,不,1,6,未勝利,37.7,差し,5,5,23,京都,D,1800,稍,6,5,未勝利,41.0,先行,2,5,9,京都,D,1800,良,5,3,未勝利,39.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,メイショウオグマ,,セ,7,12,4,19,阪神,D,1800,良,6,4,１勝ｸﾗｽ,38.2,先行,3,3,29,阪神,D,1800,良,6,1,１勝ｸﾗｽ,39.3,中団,3,3,7,阪神,D,1800,稍,4,2,１勝ｸﾗｽ,36.2,追込,11,12,20,中京,D,1800,稍,5,2,１勝ｸﾗｽ,37.9,中団,2,12,6,阪神,D,1800,良,2,9,１勝ｸﾗｽ,36.9,差し,3
3,,4,,,,,オオツカ,,牡,3,8,5,17,京都,D,1800,良,7,8,１勝ｸﾗｽ*,38.6,逃げ,9,3,15,中京,D,1800,良,1,1,未勝利,37.2,逃げ,3,2,21,小倉,D,1700,良,2,5,未勝利,38.2,先行,6,1,11,京都,T,1800,良,10,13,未勝利,35.9,先行,4,12,14,中京,T,2000,稍,7,4,未勝利*,36.3,先行,21
3,,5,,,,,ラブインアクション,,牝,3,8,5,17,京都,D,1800,良,6,7,１勝ｸﾗｽ*,37.3,後方,8,3,22,阪神,D,1800,良,10,7,１勝ｸﾗｽ*,38.9,後方,7,2,1,小倉,D,1700,良,1,3,未勝利,38.2,逃げ,12,11,9,京都,D,1400,稍,4,1,未勝利*,38.0,差し,4,10,13,京都,T,1600,良,4,1,新馬,36.2,先行,初
4,,6,,,,,リアルペガサス,,牡,5,30,12,14,中京,D,1800,稍,9,6,１勝ｸﾗｽ・若,39.2,中団,連,12,6,中京,D,1800,良,7,4,１勝ｸﾗｽ・若,38.4,後方,4,11,9,京都,D,1800,重,8,13,１勝ｸﾗｽ,38.0,後方,2,10,25,京都,D,1800,良,6,7,１勝ｸﾗｽ,38.6,後方,19,6,15,阪神,D,1800,重,10,9,１勝ｸﾗｽ,39.4,中団,3
4,,7,,,,,キリオス,,牡,3,11,4,25,京都,D,1800,稍,10,4,１勝ｸﾗｽ*,39.3,先行,2,4,11,阪神,D,1800,重,11,2,１勝ｸﾗｽ*,39.2,先行,9,2,7,京都,D,1800,良,1,1,未勝利,39.5,先行,4,1,12,京都,D,1800,良,2,1,新馬,36.5,先行,初,,,,,,,,,,,,
5,,8,,,,,セルジュバローズ,,牡,3,2,6,28,小倉,D,1700,稍,15,6,１勝ｸﾗｽ,41.6,中団,12,4,5,阪神,D,1800,重,12,6,１勝ｸﾗｽ*,39.1,中団,2,3,21,中京,D,1900,良,1,1,未勝利,38.4,逃げ,14,12,13,阪神,D,1800,良,2,1,未勝利*,38.5,逃げ,2,11,29,京都,D,1800,良,3,5,新馬,38.5,先行,初
5,,9,,,,,キアヌ,,牡,4,3,6,21,阪神,D,1400,重,12,16,１勝ｸﾗｽ,37.8,後方,37,10,4,京都,D,1400,不,11,13,１勝ｸﾗｽ,36.8,後方,24,4,20,阪神,D,1200,良,11,15,１勝ｸﾗｽ*,37.7,後方,3,3,30,阪神,D,1200,良,10,8,１勝ｸﾗｽ*,38.3,後方,18,11,23,東京,D,1600,稍,15,11,カトレア,39.0,中団,3
6,,10,,,,,ジュンプリメーロ,,牡,3,13,4,11,阪神,D,1800,重,10,10,１勝ｸﾗｽ*,38.2,後方,3,3,22,阪神,D,1800,良,9,8,１勝ｸﾗｽ*,38.5,後方,3,3,1,小倉,D,1700,稍,1,3,未勝利,38.9,逃げ,12,12,7,阪神,T,2000,良,6,3,未勝利*,34.6,後方,3,11,16,京都,T,2000,良,3,5,新馬,35.7,先行,初
