レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011001,2026.7.12,日,函館,1函A,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,３歳
7,,10,,,,,ストリンジェンド,,牡,6,19,3,3,川崎,D,1500,不,6,6,ブルー,----,中団,5,1,25,小倉,D,1700,良,9,11,響灘特別･2勝,37.0,後方,12,11,2,京都,D,1200,稍,10,8,２勝ｸﾗｽ,36.4,中団,2,10,18,新潟,D,1200,良,4,5,妙高特別･2勝,37.3,差し,7,8,30,中京,D,1200,良,6,8,清洲特別･2勝,36.4,中団,5
8,,11,,,,,ルイステソーロ,,セ,4,12,4,18,中山,D,1200,良,3,2,葛飾特別･2勝,36.6,先行,3,3,29,中山,D,1200,稍,1,1,１勝ｸﾗｽ,36.9,逃げ,3,3,8,中山,D,1200,稍,2,3,１勝ｸﾗｽ,38.0,逃げ,15,11,24,福島,D,1150,良,11,2,１勝ｸﾗｽ,38.1,先行,6,10,13,東京,D,1300,良,6,1,１勝ｸﾗｽ,36.3,中団,3
8,,12,,,,,ストロングボンド,,セ,3,32,11,27,園田,D,1400,稍,12,8,兵庫ジG2,----,後方,2,11,16,福島,T,1200,良,16,16,福島２歳,36.7,中団,6,10,3,船橋,D,1200,良,1,3,フュー,----,逃げ,14,6,30,船橋,D,1200,良,4,1,黄雀風,----,逃げ,3,6,6,船橋,D,1000,良,1,2,ライラ,----,逃げ,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011011,2026.7.12,日,函館,1函A,11,巴賞,ｵｰﾌﾟﾝ,芝,1800,B,4,稍(暫定),曇(暫定),14,15:20,,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エラトー,,牝,5,12,4,19,福島,T,1800,良,13,7,福島牝馬G3,35.4,中団,8,2,22,小倉,T,1800,良,12,3,小倉大賞ＨG3,36.0,先行,4,1,25,小倉,T,1800,良,1,6,壇之浦Ｓ･3勝,33.4,差し,25,8,2,札幌,T,2000,良,8,2,ＳＴＶＨ･3勝,35.2,先行,3,7,12,函館,T,1800,良,2,3,五稜郭Ｓ･3勝,35.4,先行,24
2,,2,,,,,パレハ,,牝,5,12,4,19,福島,T,1800,良,9,8,福島牝馬G3,34.5,中団,8,2,22,小倉,T,1800,良,9,6,小倉大賞ＨG3,35.4,先行,4,1,24,小倉,T,2000,良,7,4,小倉牝馬ＨG3,33.9,中団,9,11,22,福島,T,2000,良,3,7,福島記念ＨG3,33.6,差し,16,8,3,札幌,T,1800,良,5,8,クイーンG3,35.0,中団,3
3,,3,,,,,タシット,,牡,7,4,6,13,東京,T,1800,良,2,12,ジューン,34.2,逃げ,9,4,12,福島,T,2000,良,6,9,福島民報(L),35.4,先行,4,3,15,中山,T,1600,良,12,12,東風Ｓ(L),34.7,先行,9,1,12,中山,T,1600,良,5,6,ニューイ(L),34.2,先行,3,12,21,中山,T,1800,重,6,6,ディセン(L),35.8,先行,15
3,,4,,,,,シルトホルン,,牡,6,9,5,9,東京,T,1800,良,7,8,エプソムG3,33.7,先行,4,4,12,福島,T,2000,良,3,3,福島民報(L),35.6,先行,7,2,22,小倉,T,1800,良,5,11,小倉大賞ＨG3,34.7,後方,2,2,8,小倉,T,2000,良,2,4,小倉日経,34.7,差し,4,1,12,中山,T,1600,良,11,7,ニューイ(L),35.1,先行,3
4,,5,,,,,キョウエイブリッサ,,牡,6,11,4,26,京都,T,1600,良,10,17,マイラーG2,32.8,後方,4,3,29,阪神,T,1600,良,5,3,六甲Ｓ(L),34.3,中団,6,2,14,京都,T,1600,良,4,4,洛陽ＳＨ(L),33.1,差し,6,1,4,京都,T,1600,良,12,8,京都金杯ＨG3,33.8,中団,3,12,13,阪神,T,1600,良,5,11,リゲルＳ(L),33.0,中団,12
4,,6,,,,,レディントン,,セ,5,6,5,30,東京,D,1600,良,9,15,アハルテ,37.8,先行,15,2,15,東京,D,1400,良,14,10,バレンタＨ,36.7,先行,12,11,23,東京,D,1400,良,11,7,霜月Ｓ,36.9,中団,7,10,4,東京,D,1600,良,11,3,グリーン(L),37.0,中団,11,7,19,函館,D,1700,良,3,4,マリーンＨ,36.5,先行,7
5,,7,,,,,エエヤン,,セ,6,14,4,4,中山,T,1600,稍,12,14,ダービーＨG3,35.6,後方,3,3,15,中山,T,1600,良,15,15,東風Ｓ(L),34.0,後方,9,1,12,中山,T,1600,良,14,11,ニューイ(L),36.2,中団,33,5,25,新潟,T,1000,稍,14,10,韋駄天ＳＨ,34.5,先行,4,4,27,福島,T,1200,良,15,13,モルガナ,33.8,後方,14
5,,8,,,,,ストレイトトーカー,,牡,4,9,5,9,東京,T,1800,良,16,12,エプソムG3,34.7,逃げ,4,4,12,中山,T,1600,良,1,5,あけぼの･3勝,34.1,逃げ,4,3,14,中山,T,1600,良,4,4,幕張ＳＨ･3勝,34.9,先行,7,1,25,中山,T,1600,良,1,1,２勝ｸﾗｽ,34.7,逃げ,2,1,10,中山,T,1600,良,3,1,初凪賞･2勝,34.6,逃げ,10
6,,9,,,,,レディネス,,牡,4,23,1,31,東京,T,2000,良,4,3,白富士Ｓ(L),33.8,先行,8,12,7,阪神,T,1800,良,1,4,元町ＳＨ･3勝,33.1,先行,7,10,19,東京,T,1800,良,16,3,甲斐路Ｈ･3勝,35.1,中団,20,6,1,東京,T,2400,良,17,9,東京優駿G1,38.0,中団,4,5,4,東京,T,2000,良,1,3,プリンシ(L),33.2,追込,8
6,,10,,,,,ヴーレヴー,,牝,4,14,4,4,阪神,D,1400,稍,16,8,ポラリスＨ,39.5,中団,9,2,1,小倉,D,1700,良,11,7,門司Ｓ,38.5,先行,15,10,19,京都,T,2000,良,12,16,秋華賞G1,35.5,中団,5,9,14,阪神,T,1800,良,6,12,ローズＳG2,34.8,中団,18,5,11,東京,T,1600,良,15,17,ＮＨＫマG1,36.6,逃げ,4
7,,11,,,,,パトリックハンサム,,牡,7,46,8,23,札幌,T,2000,良,1,9,WASJ第２･3勝,36.5,差し,4,7,27,札幌,T,2600,稍,7,10,札幌日経(L),36.3,中団,2,7,12,函館,T,1800,良,8,14,五稜郭Ｓ･3勝,34.8,後方,19,3,2,小倉,T,2000,重,10,13,関門橋Ｓ･3勝,37.5,後方,5,1,25,中山,T,2000,良,16,10,初富士Ｈ･3勝,37.3,逃げ,7
7,,12,,,,,レディーヴァリュー,,牝,5,18,3,7,中山,T,1800,稍,16,14,中山牝馬ＨG3,36.8,中団,6,1,24,小倉,T,2000,良,15,5,小倉牝馬ＨG3,35.2,後方,16,10,5,京都,T,2000,稍,1,2,大原Ｓ･3勝,34.2,先行,7,8,16,中京,T,2000,良,1,2,長久手特･2勝,34.0,先行,14,5,10,京都,T,2000,稍,1,1,１勝ｸﾗｽ,34.8,逃げ,34
8,,13,,,,,ウインシュクラン,,セ,8,13,4,12,福島,T,2000,良,15,10,福島民報(L),71.8,後方,7,2,21,小倉,S,2860,良,4,2,障害未勝利,13.6,差し,3,1,31,小倉,S,2860,良,3,2,障害未勝利,13.6,先行,9,11,29,京都,S,2910,良,5,5,障害未勝利,14.0,後方,4,11,2,京都,S,2910,良,10,4,障害未勝利,14.7,後方,16
8,,14,,,,,リラボニート,,牝,5,16,3,22,中京,T,1400,良,9,11,愛知杯G3,33.6,中団,5,2,14,京都,T,1600,良,3,5,洛陽ＳＨ(L),33.3,先行,5,1,12,中山,T,1600,良,9,3,ニューイ(L),34.5,中団,3,12,20,中山,T,1600,良,2,6,ターコイＨG3,34.2,先行,10,10,12,東京,T,1800,良,8,9,アイルラG2,33.2,中団,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011012,2026.7.12,日,函館,1函A,12,,1勝,芝,1200,B,2,稍(暫定),曇(暫定),16,16:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ナンナンプー,,牝,4,2,6,27,函館,T,1200,稍,9,7,長万部特･1勝,36.5,先行,連,6,21,函館,T,1200,良,7,8,１勝ｸﾗｽ・牝,34.7,中団,8,4,26,福島,T,1200,良,11,8,１勝ｸﾗｽ,34.4,中団,連,4,18,福島,T,1200,良,11,6,１勝ｸﾗｽ,34.8,先行,7,2,28,小倉,T,1200,稍,11,4,１勝ｸﾗｽ,35.1,中団,3
2,,2,,,,,ダブルチャレンジ,,牝,3,3,6,21,函館,T,1200,良,5,7,１勝ｸﾗｽ・牝,35.4,逃げ,4,5,23,新潟,T,1000,稍,16,6,はやぶさ･1勝,35.4,逃げ,12,2,28,小倉,T,1200,稍,1,1,未勝利,36.3,逃げ,連,2,21,小倉,T,1200,良,2,8,未勝利・牝,35.1,先行,2,2,8,小倉,T,1200,良,4,10,未勝利・牝,35.5,逃げ,9
3,,3,,,,,シャルトル,,牡,3,10,5,2,東京,T,1400,良,5,9,１勝ｸﾗｽ*,33.3,中団,10,2,22,東京,T,1600,良,6,6,１勝ｸﾗｽ*,34.9,後方,6,1,12,中山,T,1200,良,4,4,１勝ｸﾗｽ*,33.6,差し,9,11,9,東京,T,1400,良,1,3,未勝利*,34.0,差し,20,6,22,東京,T,1600,良,5,3,新馬,35.8,中団,初
4,,4,,,,,ココソラーレ,,牝,3,連,7,4,函館,T,1200,良,7,10,１勝ｸﾗｽ・牝,34.2,後方,3,6,14,函館,T,1800,良,16,13,未勝利,35.5,後方,12,3,22,阪神,D,1200,良,9,11,未勝利,37.8,後方,3,3,1,小倉,T,2000,良,9,15,未勝利・牝,36.7,中団,連,2,21,小倉,D,1000,良,12,12,未勝利,37.2,後方,4
5,,5,,,,,サンポーニャ,,牝,6,13,4,11,福島,T,1200,良,16,2,１勝ｸﾗｽ・牝,36.8,逃げ,16,12,21,中京,D,1200,稍,16,3,１勝ｸﾗｽ,43.6,逃げ,16,8,30,札幌,T,1200,稍,3,4,１勝ｸﾗｽ,36.3,逃げ,3,8,10,札幌,T,1200,良,2,5,１勝ｸﾗｽ・牝,35.2,逃げ,3,7,19,函館,T,1200,良,7,9,１勝ｸﾗｽ・牝,35.1,逃げ,50
6,,6,,,,,マインセーラ,,牝,3,連,7,5,函館,D,1000,良,8,7,１勝ｸﾗｽ,35.6,後方,3,6,13,函館,D,1000,稍,9,12,１勝ｸﾗｽ,34.8,後方,5,5,9,高知,D,1400,稍,2,2,３歳－,----,先行,2,4,25,高知,D,1300,不,1,2,３歳－,----,逃げ,2,4,12,高知,D,1400,重,2,1,３歳－,----,逃げ,3
7,,7,,,,,ハッピーラッキー,,牡,3,4,6,13,東京,T,1400,良,5,3,１勝ｸﾗｽ,34.2,中団,7,4,25,福島,T,1200,良,5,2,雪うさぎ･1勝,34.3,中団,3,4,5,中山,T,1200,重,2,4,１勝ｸﾗｽ*,34.2,差し,3,3,15,中山,T,1200,良,4,7,１勝ｸﾗｽ*,34.2,差し,14,12,6,中京,T,1200,良,1,2,未勝利*,33.8,差し,4
8,,8,,,,,ペイシャアーサー,,牡,4,14,4,5,中山,D,1200,重,14,7,１勝ｸﾗｽ,38.9,逃げ,2,3,22,中京,T,1400,良,14,8,１勝ｸﾗｽ,36.2,逃げ,3,3,1,小倉,T,1200,良,11,5,１勝ｸﾗｽ,36.5,中団,4,1,31,小倉,T,1200,良,16,5,１勝ｸﾗｽ,35.0,中団,31,6,29,函館,T,1200,良,1,2,未勝利,34.8,逃げ,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020602,2026.7.12,日,福島,2福6,2,,未勝利,ダート,1700,,4,良(暫定),小雨(暫定),15,10:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フィーユレアル,,牝,3,5,6,7,東京,D,1400,良,8,5,未勝利・牝,38.6,先行,7,4,19,福島,D,1700,良,8,5,未勝利・牝,40.3,先行,8,2,21,阪神,D,1400,良,9,9,未勝利,37.7,中団,6,1,12,中山,D,1800,良,6,6,未勝利・牝,40.4,先行,3,12,21,中山,T,1600,重,7,8,未勝利*,36.4,中団,10
2,,2,,,,,ヒロイックヴァース,,牡,3,11,4,25,福島,T,2000,良,13,2,未勝利,37.5,先行,8,2,28,小倉,T,2000,稍,2,5,未勝利,36.7,先行,2,2,14,小倉,T,2000,良,6,10,未勝利,36.5,先行,8,12,20,中山,T,1800,良,11,5,未勝利*,35.6,先行,4,11,24,東京,T,2000,良,3,3,未勝利*,34.3,追込,4
2,,3,,,,,ゴットタレント,,牡,3,3,6,20,東京,D,1600,不,4,9,未勝利,36.8,差し,3,5,31,東京,D,1600,良,12,7,未勝利,38.4,後方,16,2,7,東京,D,1600,良,6,3,未勝利,38.0,中団,4,1,11,中山,D,1800,良,3,6,未勝利,40.1,差し,2,12,27,中山,D,1800,稍,11,4,未勝利*,40.5,中団,9
3,,4,,,,,トランセンコ,,牝,3,4,6,13,東京,D,1600,重,9,9,未勝利・牝,38.1,後方,4,5,17,新潟,D,1800,良,6,7,未勝利・牝,39.5,中団,4,4,19,中山,D,1800,良,4,7,未勝利・牝,38.6,先行,2,4,4,中山,D,1800,稍,9,12,未勝利,39.0,後方,2,3,21,中山,D,1800,良,7,10,未勝利,39.1,中団,2
3,,5,,,,,グラスフェザー,,牡,3,9,5,10,東京,D,1400,良,10,11,未勝利,38.3,中団,19,12,28,中山,D,1800,良,15,6,新馬,47.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,アーティキュレート,,牡,3,2,6,27,福島,D,1700,稍,3,8,未勝利,38.3,差し,9,4,25,東京,D,2100,稍,9,5,未勝利,40.8,ﾏｸﾘ,8,2,28,中山,D,1800,重,4,4,未勝利,40.5,差し,9,12,28,中山,T,2000,良,14,11,新馬,36.5,後方,初,,,,,,,,,,,,
4,B,7,,,,,ニシノトマラナイ,,セ,3,13,4,12,中山,D,1800,稍,13,10,未勝利,41.1,後方,2,3,28,中山,D,1200,重,9,6,未勝利,38.3,中団,6,2,15,東京,D,1300,良,7,8,未勝利,37.8,中団,11,11,30,東京,D,1400,良,8,7,未勝利*,38.5,中団,2,11,16,東京,D,1400,良,5,8,未勝利*,37.7,中団,15
5,,8,,,,,レヴェンドール,,牝,3,4,6,13,東京,D,1600,重,7,12,未勝利・牝,38.1,中団,7,4,23,浦和,D,1400,稍,止,4,ツイン,----,,3,4,2,船橋,D,1600,不,消,--,ナイス,----,,10,1,25,中山,D,1800,良,6,8,未勝利・牝,42.2,先行,連,1,18,中山,D,1800,良,6,5,未勝利・牝,42.0,中団,15
5,,9,,,,,ディメンシア,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ペイシャオーヴァル,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,ルストラーレ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ジュンヴィヴァン,,牡,3,3,6,20,東京,T,1800,稍,13,10,未勝利,35.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,レアリゼソンレーヴ,,牡,3,7,5,23,東京,T,1600,良,18,3,未勝利,36.7,中団,15,2,7,東京,T,1600,良,9,9,未勝利,34.1,後方,17,10,11,東京,T,1600,良,6,7,新馬,34.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,サングラント,,牡,3,4,6,13,東京,D,1600,稍,4,2,未勝利,37.0,差し,4,5,16,東京,D,1600,良,6,3,未勝利,36.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,15,,,,,クリムゾンリーフ,,牡,3,3,6,21,東京,D,2100,不,4,1,未勝利,37.0,先行,2,6,7,東京,D,2100,良,3,3,未勝利,38.0,先行,3,5,16,新潟,D,1800,良,2,2,未勝利,39.0,先行,9,3,14,中京,D,1900,良,6,5,未勝利,38.4,先行,3,2,22,東京,D,2100,良,3,4,未勝利,37.7,先行,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020603,2026.7.12,日,福島,2福6,3,,未勝利,芝,2000,B,4,良(暫定),小雨(暫定),16,11:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ウッケン,,牝,3,6,5,31,東京,T,1600,良,6,16,未勝利,34.8,先行,5,4,26,福島,T,1200,良,13,11,未勝利・牝,35.3,先行,12,2,1,小倉,T,1200,良,12,17,未勝利,35.3,後方,15,10,18,東京,T,1400,良,12,11,新馬・牝,34.8,先行,初,,,,,,,,,,,,
1,,2,,,,,エコロゼット,,牡,3,6,5,30,東京,T,2400,良,10,7,未勝利,36.1,中団,2,5,16,新潟,T,1800,良,10,10,未勝利,34.7,中団,4,4,19,福島,T,2000,良,3,13,未勝利,36.0,差し,9,2,15,東京,T,1800,良,9,11,未勝利,35.3,先行,10,12,6,中山,T,2000,良,7,11,新馬,35.6,中団,初
2,,3,,,,,ウインベルチェーロ,,牝,3,24,1,25,中山,D,1800,良,12,6,未勝利・牝,42.2,後方,2,1,12,中山,T,2000,良,13,12,未勝利,36.3,後方,20,8,24,札幌,T,2000,良,7,3,新馬,36.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ヤマニンリンキング,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,シュタットパーク,,牡,3,10,5,2,新潟,T,2200,稍,10,11,未勝利,37.3,先行,6,3,22,中山,D,1800,良,7,11,未勝利,41.8,中団,13,12,21,中山,T,1600,重,10,9,新馬,36.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ミナヅキ,,牡,3,4,6,14,函館,T,2000,良,12,4,未勝利,36.9,後方,8,4,19,中山,T,2000,良,4,4,未勝利,35.5,先行,4,3,22,中山,T,2000,良,2,8,未勝利,35.7,ﾏｸﾘ,3,2,28,中山,T,2000,良,7,4,未勝利,35.7,中団,8,1,4,中山,T,1600,良,7,3,未勝利,35.3,中団,4
4,,7,,,,,オーブレーヌ,,牝,3,9,5,9,新潟,T,2000,良,8,8,未勝利,35.9,中団,9,3,7,中山,T,2000,稍,6,11,未勝利・牝,35.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ソアサージュ,,牝,3,8,5,16,東京,T,2000,良,11,13,未勝利・牝,34.1,後方,8,3,22,中山,T,1600,良,14,16,未勝利,36.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ヴァルカンテソーロ,,牡,3,4,6,13,東京,T,2400,稍,2,1,未勝利,34.3,差し,3,5,23,東京,T,2000,良,3,5,未勝利,33.4,差し,8,3,29,中山,T,2200,良,4,7,未勝利,36.0,ﾏｸﾘ,2,3,15,中山,T,2000,良,3,6,未勝利,34.9,差し,10,1,5,中山,T,1600,良,7,10,新馬,35.4,中団,初
5,,10,,,,,ホウオウショパン,,セ,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,ギリーカラム,,牡,3,8,5,16,東京,D,1600,良,8,4,未勝利,37.4,中団,10,3,8,中山,T,1800,良,10,5,未勝利,36.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,レイナエヴィータ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ブライスフェアリー,,牝,3,5,6,6,東京,T,2000,良,6,12,未勝利,34.6,先行,2,5,24,東京,T,1800,良,5,7,未勝利,35.2,先行,3,5,3,東京,T,1800,良,6,11,未勝利,34.7,中団,11,2,14,小倉,T,2000,良,12,13,未勝利,36.0,後方,2,1,31,小倉,T,2000,良,12,7,未勝利・牝,36.4,中団,22
7,,14,,,,,スティールシップ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,チャンピオンホープ,,牡,3,6,5,30,東京,T,2000,良,6,11,未勝利,33.8,後方,20,1,10,中山,T,2000,良,10,8,新馬,35.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ヴォンサクレ,,牡,3,7,5,24,新潟,T,2000,稍,8,12,未勝利,36.5,中団,4,4,25,福島,T,2000,良,3,9,未勝利,36.2,ﾏｸﾘ,6,3,15,中山,T,2000,良,8,15,未勝利,35.2,後方,4,2,15,東京,T,1800,良,13,7,未勝利,34.5,後方,15,11,2,東京,T,2000,良,5,8,新馬,33.8,中団,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020604,2026.7.12,日,福島,2福6,4,,新馬,芝,1200,B,2,良(暫定),小雨(暫定),16,11:40,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジェントルアイズ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,エコロテラ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ウカテンセイ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ヴェールネージュ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ワレモコウ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ラヴィサンエール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,サクセスボーイ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,サンヴァンガード,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,ハルガスミ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,トム,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020605,2026.7.12,日,福島,2福6,5,,新馬,芝,1800,B,4,良(暫定),小雨(暫定),16,12:30,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ブルーリボン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
