レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010701,2026.8.15,土,札幌,1札7,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,,馬齢,３歳
6,,11,,,,,アンシュウマト,,牡,3,14,5,9,東京,D,1600,良,1,2,未勝利,36.6,先行,3,4,19,中山,D,1800,良,2,3,未勝利,39.4,先行,3,3,28,中山,D,1800,重,2,4,未勝利,39.5,先行,5,2,21,東京,D,1600,良,6,7,未勝利,37.5,後方,12,11,30,東京,D,1600,良,6,12,新馬,38.2,後方,初
7,,12,,,,,グランドスウェル,,セ,3,20,3,28,中山,D,1800,重,1,5,未勝利,37.5,先行,3,3,7,中山,D,1800,重,7,11,未勝利,40.3,中団,3,2,15,東京,D,2100,良,11,4,未勝利,40.1,後方,2,2,1,東京,D,2100,良,3,6,未勝利,39.2,追込,3,1,11,中山,T,2200,良,11,15,未勝利,36.2,中団,5
7,,13,,,,,スターチスブーケ,,牝,5,8,6,21,東京,T,1600,稍,13,14,１勝ｸﾗｽ,35.5,中団,3,5,31,東京,T,1800,良,5,9,１勝ｸﾗｽ,35.0,先行,3,5,9,新潟,D,1200,稍,10,14,１勝ｸﾗｽ,39.0,中団,7,3,21,中山,D,1200,良,11,13,１勝ｸﾗｽ,37.5,後方,6,2,8,小倉,D,1000,良,9,10,１勝ｸﾗｽ,36.8,中団,13
8,B,14,,,,,ターフクリスタル,,牡,3,11,5,30,東京,D,1600,良,9,7,１勝ｸﾗｽ*,39.4,後方,2,5,16,東京,D,1600,良,1,12,未勝利,36.6,先行,7,3,28,中山,D,1800,重,11,15,未勝利,39.3,後方,2,3,15,中山,D,1800,良,12,16,未勝利,39.6,後方,7,1,24,中山,D,1200,良,16,8,新馬,42.3,後方,初
8,,15,,,,,オンサイト,,牡,4,10,6,6,東京,D,1600,良,10,15,１勝ｸﾗｽ,38.0,中団,2,5,24,新潟,D,1200,稍,15,13,１勝ｸﾗｽ・若,38.2,中団,12,2,26,浦和,D,1400,不,1,1,初音特,----,先行,4,2,2,川崎,D,1500,良,2,1,モナコ,----,先行,3,1,8,浦和,D,1400,良,1,1,サラ系,----,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020710,2026.8.15,土,新潟,2新7,10,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,17:15,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,イデアクリスタル,,牝,3,2,8,1,新潟,D,1800,稍,6,8,未勝利・牝,39.9,中団,11,5,17,東京,D,1600,良,3,4,未勝利・牝,37.7,追込,2,5,3,東京,D,1600,稍,12,2,未勝利・牝,38.7,中団,9,3,1,中山,D,1800,稍,5,3,未勝利・牝,41.1,中団,4,2,1,東京,D,1600,良,4,6,未勝利・牝,37.2,追込,3
2,,2,,,,,ブルーリファール,,牡,3,3,7,26,新潟,D,1800,不,5,7,未勝利,39.4,先行,7,6,6,東京,T,2000,良,11,11,未勝利,35.6,中団,2,5,23,東京,T,2000,良,5,9,未勝利,34.2,先行,3,5,2,東京,T,2000,良,5,8,未勝利,34.3,後方,2,4,18,福島,T,1800,良,11,7,未勝利・若,35.1,後方,初
2,,3,,,,,マイネルシュラハト,,牡,3,8,6,21,東京,D,2100,不,6,8,未勝利,37.5,先行,2,6,6,東京,T,2000,良,10,13,未勝利,34.7,中団,14,2,28,中山,T,2000,良,12,8,未勝利,36.2,先行,4,2,1,京都,T,2000,良,5,8,未勝利,36.9,逃げ,4,1,5,京都,T,2000,良,7,15,未勝利,36.0,中団,4
3,,4,,,,,サンタピア,,牡,3,4,7,18,福島,D,1700,良,3,12,未勝利,38.3,先行,9,5,16,東京,D,1600,良,9,11,未勝利,38.1,先行,16,1,24,中山,D,1800,良,12,14,未勝利,40.7,中団,3,1,5,中山,D,1800,稍,7,12,未勝利,41.4,中団,3,12,13,中山,D,1800,良,12,10,未勝利*,41.3,中団,3
3,,5,,,,,エターナルホープ,,牡,3,10,6,7,東京,D,1600,良,4,3,未勝利,37.7,差し,3,5,16,東京,D,1600,良,3,1,未勝利,36.7,差し,3,4,26,東京,D,1600,稍,2,7,未勝利,36.7,差し,13,1,25,中山,D,1800,良,7,14,新馬,40.1,後方,初,,,,,,,,,,,,
4,,6,,,,,クライナリーゼ,,牡,3,3,7,26,中京,D,1400,良,10,15,未勝利,38.5,後方,10,5,20,名古,D,1500,良,5,2,名古屋,----,中団,7,3,29,阪神,D,1400,良,7,13,未勝利,38.1,後方,2,3,14,中京,T,1600,良,12,15,未勝利・若,34.4,後方,11,12,28,阪神,T,1800,良,11,18,未勝利*,35.6,中団,3
4,,7,,,,,パワポケグッド,,牡,3,2,8,1,新潟,D,1800,稍,6,12,未勝利,41.3,中団,2,7,19,福島,D,1700,良,6,13,未勝利,39.0,中団,2,7,4,福島,D,1700,重,8,10,未勝利,38.1,中団,9,5,2,東京,D,1600,重,8,12,未勝利,37.8,後方,2,4,19,中山,D,1800,良,8,12,未勝利,40.5,中団,2
5,,8,,,,,オーシャンミューズ,,牝,3,6,7,5,福島,D,1700,良,8,15,未勝利・牝,40.0,中団,6,5,23,新潟,D,1800,稍,10,14,未勝利・牝,40.5,後方,6,4,12,福島,D,1700,良,13,11,未勝利,40.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,マーチンゲール,,牡,3,3,7,26,中京,D,1800,良,2,3,未勝利,40.2,先行,3,7,4,小倉,D,1700,不,5,3,未勝利,38.6,中団,18,3,1,小倉,D,1700,稍,6,2,未勝利,39.2,中団,2,2,15,京都,D,1800,良,3,1,未勝利,37.2,先行,11,11,29,京都,D,1800,良,4,4,新馬,38.4,先行,初
6,,10,,,,,ダノンオンザビート,,牡,3,26,2,15,東京,T,1800,良,15,2,未勝利,35.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,ニシノロッドマン,,牡,3,9,6,14,東京,D,2100,稍,5,10,未勝利,38.9,中団,3,5,24,新潟,D,1800,稍,6,9,未勝利,39.9,後方,19,1,10,中山,D,1800,良,7,4,未勝利,41.5,中団,連,1,4,中山,D,1800,稍,4,9,未勝利,40.4,追込,8,11,9,東京,D,1600,稍,13,11,未勝利*,40.6,後方,3
7,B,12,,,,,レジェルテ,,牡,3,4,7,16,佐賀,D,1860,良,3,2,サマー,----,先行,5,6,13,阪神,D,2000,良,9,8,未勝利,40.0,先行,6,5,3,新潟,D,1800,稍,6,6,未勝利,40.1,後方,3,4,11,福島,D,1700,良,5,8,未勝利,38.2,先行,3,3,21,中京,D,1800,良,3,5,未勝利,38.2,追込,6
7,,13,,,,,コールリッジ,,牡,3,3,7,26,新潟,T,2000,不,4,5,未勝利,36.1,先行,4,6,27,福島,T,2000,良,7,7,未勝利,36.9,逃げ,16,3,8,中山,T,1800,良,6,13,未勝利,35.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ナツミカンチャン,,牝,3,3,7,25,新潟,D,1800,稍,13,6,未勝利・牝,44.8,後方,4,6,27,福島,D,1700,稍,9,7,未勝利,40.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ジューンマーチ,,牡,3,4,7,18,小倉,D,1700,稍,10,4,未勝利,39.6,後方,3,6,28,小倉,D,1700,稍,4,4,未勝利,38.4,差し,4,5,30,京都,D,1800,良,4,8,未勝利,38.1,差し,11,3,14,阪神,D,1800,良,5,12,未勝利,39.0,先行,2,3,1,阪神,D,1400,良,11,15,未勝利,38.7,後方,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020711,2026.8.15,土,新潟,2新7,11,,未勝利,芝,1000,A,0,良(暫定),晴(暫定),18,17:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジーティーソレイユ,,牝,3,6,7,5,福島,D,1150,良,8,10,未勝利,37.7,先行,12,4,12,福島,T,1200,良,14,4,未勝利,37.1,逃げ,13,1,12,中山,D,1200,良,6,6,未勝利,38.3,中団,8,11,16,東京,T,1400,良,6,7,未勝利・牝*,33.9,後方,7,9,27,中山,T,1600,良,10,10,未勝利*,36.3,先行,8
1,,2,,,,,コンフィアンサ,,牝,3,13,5,16,新潟,T,1000,良,6,1,未勝利,33.2,中団,連,5,10,新潟,T,1000,良,2,2,未勝利,33.3,先行,3,4,19,福島,T,1200,良,2,1,未勝利,34.5,逃げ,9,2,15,小倉,T,1200,稍,4,6,未勝利,36.0,先行,2,1,31,小倉,T,1200,良,3,10,未勝利・若,34.8,逃げ,10
2,,3,,,,,ミヤカグラ,,牝,3,12,5,24,新潟,D,1200,稍,10,11,未勝利・牝,38.0,後方,12,2,26,浦和,D,1400,不,7,5,ツイン,----,中団,12,12,7,中山,T,1200,良,6,14,新馬,35.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,B,4,,,,,スーホ,,牡,3,7,6,28,福島,T,1200,良,10,5,未勝利,35.6,先行,19,2,14,東京,D,1400,良,9,9,未勝利,38.6,中団,18,10,12,東京,D,1300,良,7,2,新馬,38.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,アルティーノ,,牡,3,9,6,16,川崎,D,1500,稍,11,10,ジュー,----,後方,12,3,21,中山,D,1800,良,12,9,未勝利,42.3,後方,3,3,1,阪神,T,2000,良,5,6,１勝ｸﾗｽ*,37.9,中団,12,12,6,中山,T,2000,良,13,17,新馬,35.4,後方,初,,,,,,,,,,,,
3,B,6,,,,,リュウセイコウテイ,,牡,3,12,5,24,新潟,T,1200,稍,6,6,未勝利,36.2,先行,連,5,16,新潟,T,1000,良,2,3,未勝利,33.1,先行,11,2,28,小倉,T,1200,稍,8,12,未勝利,36.2,先行,9,12,28,中山,T,1200,良,7,8,未勝利*,35.5,中団,12,10,5,東京,T,1400,良,14,6,未勝利*,35.5,中団,3
4,,7,,,,,スタンダールロマン,,牝,3,9,6,13,函館,T,1200,稍,12,10,未勝利,36.0,中団,13,3,14,中山,T,1600,良,13,8,未勝利,37.0,逃げ,17,11,15,東京,T,1600,良,7,9,新馬・牝,34.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,メーレスブリーゼ,,牝,3,13,5,16,新潟,T,1000,良,8,14,未勝利,32.8,後方,11,2,28,小倉,T,1200,稍,12,17,未勝利,35.7,後方,13,11,29,東京,T,1400,良,14,8,未勝利*,35.0,後方,3,11,8,東京,T,1400,良,5,10,新馬,33.7,後方,初,,,,,,,,,,,,
5,B,9,,,,,ダイユウヴェンティ,,牝,3,10,6,6,東京,D,1600,稍,15,11,未勝利・牝,41.0,中団,3,5,16,東京,T,2000,良,12,8,未勝利・牝,34.4,中団,2,5,3,新潟,T,1800,良,9,7,未勝利,34.3,中団,3,4,11,中山,T,2000,良,5,11,未勝利・牝,35.4,後方,4,3,14,中京,D,1200,良,12,9,未勝利,38.3,後方,4
5,,10,,,,,ソレム,,牝,3,3,7,25,新潟,T,1000,良,2,14,未勝利,32.3,追込,9,5,24,東京,T,1600,良,17,12,未勝利・牝,35.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,シャルマンナナ,,牝,3,28,2,1,小倉,T,1200,良,4,7,新馬,35.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,リナシタ,,牝,3,5,7,12,福島,T,1200,稍,7,9,未勝利,36.4,中団,9,5,10,新潟,T,1000,良,8,3,未勝利,33.9,中団,4,4,12,福島,T,1200,良,5,3,未勝利,35.8,先行,12,1,18,中山,D,1200,良,10,7,未勝利,40.3,中団,6,12,7,中山,T,1200,良,3,2,新馬,34.9,逃げ,初
7,,13,,,,,エレクトロン,,牡,3,11,5,30,東京,T,1400,良,9,18,未勝利,34.4,中団,10,3,21,中京,T,1400,良,15,17,未勝利,35.3,後方,13,12,20,中山,T,1600,良,12,12,ひいらぎ･1勝,37.4,後方,3,11,30,東京,T,1600,良,8,12,未勝利*,34.6,中団,連,11,24,福島,D,1150,良,14,10,未勝利*,38.7,後方,7
7,,14,,,,,ユアベストダンサー,,牝,3,13,5,16,新潟,T,1000,良,14,15,未勝利,33.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,,,,,メインテーマ,,牝,3,6,7,5,福島,T,1200,良,消,--,未勝利,----,,10,4,26,福島,D,1150,良,10,7,未勝利・牝,39.5,先行,16,1,4,中山,D,1200,稍,9,8,未勝利・牝,40.6,逃げ,2,12,20,中山,D,1200,良,6,4,未勝利*,38.7,中団,5,11,15,東京,T,1600,良,8,10,新馬・牝,35.0,逃げ,初
8,,16,,,,,ルディドゥゲンジ,,牝,3,3,7,25,新潟,T,1000,良,3,13,未勝利,32.5,追込,11,5,10,新潟,T,1000,良,7,16,未勝利,33.6,中団,31,10,5,東京,T,1800,良,11,11,未勝利*,36.4,後方,連,9,28,中山,T,1200,良,13,15,未勝利*,35.0,中団,7,8,9,新潟,T,1200,良,11,16,新馬,36.5,先行,初
8,B,17,,,,,カゼノオモイデ,,牝,3,10,6,7,東京,D,1400,良,16,14,未勝利・牝,52.7,後方,8,4,11,福島,T,1200,良,14,14,未勝利,35.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,ラウンドヒル,,牝,3,4,7,18,福島,T,1200,良,4,5,未勝利,35.3,先行,2,7,4,福島,T,1200,稍,3,8,未勝利・牝,34.8,逃げ,41,9,21,中山,D,1200,稍,9,2,未勝利*,40.9,先行,3,8,30,新潟,T,1400,良,5,16,新馬,36.2,先行,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020712,2026.8.15,土,新潟,2新7,12,,未勝利,芝,2000,A,4,良(暫定),晴(暫定),18,18:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ソニックブーム,,牝,3,3,7,26,中京,T,2200,良,6,6,未勝利,35.3,先行,2,7,11,小倉,T,2000,良,10,8,未勝利・牝,35.6,中団,9,5,10,新潟,T,1800,良,9,3,未勝利・牝,34.9,先行,3,4,18,福島,T,2000,良,3,5,未勝利・牝,35.6,差し,4,3,21,中京,T,2000,良,5,14,未勝利・牝,35.4,中団,3
1,B,2,,,,,サマーナジュム,,牡,3,連,8,6,園田,D,1400,良,3,1,摩耶山,----,先行,8,6,14,阪神,D,1800,良,6,11,未勝利,39.3,先行,4,5,17,京都,D,1900,良,7,8,未勝利,40.4,中団,2,5,3,新潟,D,1800,稍,5,8,未勝利,41.2,先行,17,1,4,京都,D,1800,良,13,12,未勝利,39.6,後方,2
2,,3,,,,,イノーマル,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,カドドゥディエ,,牝,3,8,6,20,東京,T,1800,稍,9,7,未勝利,35.1,中団,9,4,18,福島,T,2000,良,6,3,未勝利・牝,35.6,中団,2,4,5,中山,T,2000,重,3,8,未勝利,36.1,差し,10,1,25,中山,T,1600,良,5,4,未勝利,36.0,中団,2,1,10,中山,T,1600,良,4,13,未勝利,33.9,追込,12
3,,5,,,,,ラグアイリータ,,牝,3,2,8,2,新潟,T,1800,良,8,7,未勝利,33.7,中団,5,6,27,福島,T,1800,良,6,4,未勝利・牝,35.3,中団,33,11,9,東京,T,1800,良,14,4,未勝利*,37.3,逃げ,3,10,18,東京,T,1800,良,2,3,未勝利*,35.2,逃げ,2,10,4,東京,T,1800,良,4,16,新馬,34.7,先行,初
3,,6,,,,,ナムラオリガミ,,牝,3,12,5,24,新潟,T,2000,稍,11,5,未勝利,36.9,中団,4,4,25,福島,T,2000,良,2,5,未勝利・牝,36.3,先行,8,3,1,小倉,T,2000,良,3,13,未勝利・牝,36.2,差し,3,2,8,小倉,T,1800,良,11,7,未勝利,35.9,後方,15,10,25,京都,T,1400,良,6,11,未勝利・牝*,35.6,中団,2
4,,7,,,,,モーブプリエール,,牝,3,7,6,27,福島,T,1800,良,7,6,未勝利・牝,36.0,先行,11,4,15,笠松,D,1400,稍,7,4,鵜沼宿,----,中団,7,2,22,東京,D,1400,良,10,11,未勝利,37.4,後方,9,12,20,中京,T,1600,稍,9,9,未勝利・牝*,35.7,後方,9,10,18,東京,T,1400,良,14,10,新馬・牝,33.5,後方,初
4,,8,,,,,キコリータ,,牝,3,2,8,2,新潟,T,2200,良,6,3,未勝利,35.2,中団,7,6,13,東京,T,2400,稍,7,8,未勝利,34.6,中団,3,5,24,新潟,T,2000,稍,5,7,未勝利,36.0,中団,3,5,3,新潟,T,2000,稍,4,3,未勝利・牝,35.4,追込,11,2,14,東京,T,1800,良,8,10,未勝利・牝,33.6,後方,9
5,,9,,,,,セレスティアハート,,牝,3,2,8,2,新潟,T,1400,良,17,15,未勝利,34.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,アドマイヤフク,,牝,3,6,7,4,福島,T,2000,良,9,12,未勝利・牝,36.3,中団,9,5,3,東京,T,1600,良,12,7,未勝利,33.9,後方,13,2,1,東京,T,1800,良,16,2,未勝利,38.3,先行,13,11,2,東京,T,2000,良,3,5,新馬,33.8,差し,初,,,,,,,,,,,,
6,,11,,,,,スノーエルヴァ,,牝,3,3,7,26,札幌,T,2000,良,8,9,未勝利,36.0,後方,14,4,18,福島,T,2600,良,13,11,未勝利,34.9,後方,連,4,11,福島,T,2600,良,12,7,未勝利,37.6,中団,7,2,22,東京,T,1800,良,13,11,未勝利,34.7,後方,15,11,9,東京,T,1800,良,10,5,未勝利*,35.5,後方,3
6,,12,,,,,コスモペンタス,,牝,3,5,7,14,盛岡,T,1700,稍,5,4,アンバ,----,先行,8,5,16,東京,T,2000,良,8,12,未勝利・牝,33.5,後方,連,5,9,新潟,T,2000,良,9,16,未勝利,36.7,先行,12,2,15,京都,T,2000,良,9,14,未勝利・牝,36.6,中団,連,2,7,東京,T,1600,良,13,11,未勝利,34.6,後方,8
7,,13,,,,,セキテイリノ,,牡,3,4,7,18,福島,T,2000,良,4,4,未勝利,36.9,先行,4,6,20,東京,T,1800,稍,7,2,未勝利,36.1,先行,27,12,14,中山,T,2000,稍,6,1,未勝利*,38.1,先行,3,11,24,東京,T,2000,良,2,2,未勝利*,35.1,逃げ,7,10,5,東京,T,1800,良,2,4,未勝利*,34.7,逃げ,9
7,,14,,,,,キリスパークル,,牝,3,2,8,1,新潟,T,2000,良,8,13,未勝利・牝,35.4,中団,2,7,19,福島,T,2000,良,5,12,未勝利・牝,36.1,中団,17,3,22,中山,T,2000,良,9,14,未勝利,36.7,中団,3,3,1,中山,D,1800,稍,14,11,未勝利,40.8,後方,6,1,17,中山,T,2000,良,12,16,未勝利,35.3,中団,6
7,,15,,,,,アマンヘセル,,牝,3,4,7,19,福島,T,2000,良,3,6,未勝利・牝,35.2,差し,24,1,31,東京,T,1800,良,13,5,新馬,34.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,モストロ,,牡,3,12,5,23,東京,T,1600,良,17,16,未勝利,34.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,17,,,,,エラガバリウム,,セ,3,3,7,26,新潟,T,2000,不,6,4,未勝利,36.2,中団,8,5,30,東京,T,2000,良,9,8,未勝利,33.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,18,,,,,フォーエバーラブ,,牡,3,連,8,8,新潟,T,2000,良,8,8,未勝利,36.6,中団,2,7,26,新潟,T,2000,不,5,8,未勝利,36.2,中団,8,5,31,東京,T,1600,良,13,7,未勝利,34.4,後方,3,5,10,東京,T,2000,良,6,9,未勝利,34.3,先行,2,4,26,福島,T,1800,良,5,13,未勝利,34.8,中団,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020701,2026.8.15,土,中京,2名7,1,,未勝利,ダート,1400,,2,良(暫定),晴(暫定),16,09:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,アイゼンフォルク,,牡,2,9,6,13,阪神,D,1400,良,2,6,新馬,38.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,タイセイルミナス,,牝,2,2,8,2,新潟,T,1600,良,9,5,未勝利*,34.6,先行,4,7,5,小倉,T,1800,重,12,2,新馬,38.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,マルモタワー,,牡,2,4,7,18,小倉,T,1200,良,7,7,新馬,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,タガノレクシア,,牡,2,3,7,25,中京,T,1400,良,8,4,新馬,35.2,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,ルガルデ,,牡,2,9,6,13,阪神,D,1400,良,9,5,新馬,39.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,マルモリマイベスト,,牡,2,5,7,11,小倉,T,1200,良,8,9,未勝利*,35.8,後方,連,7,4,小倉,T,1200,重,5,11,新馬,36.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,スピーディスピン,,牝,2,3,7,26,中京,T,1400,良,4,5,未勝利*,34.4,差し,7,6,7,阪神,T,1400,稍,5,8,新馬,35.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ソリドゥス,,牡,2,3,7,25,中京,T,1400,良,6,11,新馬,33.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,アイシテルヨナオミ,,牝,2,6,7,4,函館,T,1200,良,9,8,未勝利・牝*,36.3,後方,3,6,14,函館,T,1000,良,7,4,新馬,34.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,シャインロード,,牡,2,3,7,25,中京,D,1200,良,5,8,未勝利*,38.1,後方,4,6,28,小倉,T,1200,良,8,5,新馬,37.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,クリコキアナ,,牝,2,5,7,11,小倉,T,1200,良,9,7,未勝利*,36.6,中団,2,6,27,小倉,T,1200,重,3,2,未勝利*,34.5,先行,3,6,7,阪神,T,1400,稍,10,9,新馬,36.7,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ラブシンフォニー,,牝,2,9,6,13,阪神,D,1400,良,10,7,新馬,40.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,エコログレイス,,牝,2,2,8,2,中京,D,1800,良,6,2,新馬,43.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ブレイズカルナバル,,牡,2,連,8,8,中京,T,1400,良,3,4,新馬,35.0,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ブラックミューズ,,牝,2,3,7,26,新潟,T,1400,良,3,2,未勝利・牝*,34.9,差し,5,6,20,阪神,T,1400,稍,2,1,新馬,35.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,16,,,,,スマートポーション,,牝,2,7,6,28,小倉,T,1200,良,5,9,新馬,36.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020702,2026.8.15,土,中京,2名7,2,,未勝利,芝,1400,A,2,良(暫定),晴(暫定),18,10:20,,馬齢,３歳
