レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040701,2026.9.21,月,中山,4中7,1,,未勝利,障害(直線ダ),2880,,,,,14,09:45,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルジェドリール,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,シンゼンジュウベエ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ニューイントリーグ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,アヴァロン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,セブンサークル,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,シホノノービレ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,キングリア,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,フリーレイン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,キミアドーネ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,ハナナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092109040706,2026.9.21,月,阪神,4阪7,6,,1勝,ダート,2000,,4,良(暫定),曇(暫定),16,12:55,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ビゾー,,セ,4,13,6,20,阪神,T,2400,稍,14,15,１勝ｸﾗｽ,38.3,中団,15,3,8,阪神,T,2000,良,8,3,１勝ｸﾗｽ,36.4,中団,58,1,26,中京,T,2200,良,1,2,未勝利,35.3,先行,2,1,11,中山,T,2000,良,6,2,新馬,35.9,中団,初,,,,,,,,,,,,
2,B,2,,,,,スコーピオンイメル,,牡,4,3,8,30,中京,D,1800,稍,11,9,１勝ｸﾗｽ,40.6,ﾏｸﾘ,20,4,11,福島,D,1700,良,9,6,１勝ｸﾗｽ・若,40.1,中団,2,3,29,阪神,D,1800,良,7,3,１勝ｸﾗｽ,40.8,先行,連,3,22,中京,D,1800,良,3,4,１勝ｸﾗｽ,37.7,先行,7,1,31,京都,D,1900,良,6,8,１勝ｸﾗｽ,38.4,ﾏｸﾘ,3
2,,3,,,,,ドメイン,,牡,3,2,9,6,阪神,D,1800,良,11,10,１勝ｸﾗｽ,40.0,先行,5,8,2,中京,D,1900,良,5,8,１勝ｸﾗｽ,40.2,逃げ,14,4,25,京都,D,1800,稍,9,8,１勝ｸﾗｽ*,37.8,後方,3,4,5,阪神,D,1800,重,7,12,１勝ｸﾗｽ*,37.5,逃げ,10,1,25,京都,D,1900,良,1,3,未勝利,38.7,逃げ,2
3,B,4,,,,,ゴールドコット,,牡,3,18,5,16,京都,D,1800,良,1,7,未勝利,37.1,ﾏｸﾘ,連,5,10,京都,D,1900,良,5,8,未勝利,38.4,中団,2,4,26,京都,D,1800,良,11,11,未勝利,39.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ジーティーアメリカ,,牡,4,13,6,20,阪神,D,1800,稍,14,10,１勝ｸﾗｽ,40.0,中団,8,4,26,京都,D,1800,良,4,3,１勝ｸﾗｽ,37.9,差し,3,4,4,阪神,D,1800,稍,2,3,１勝ｸﾗｽ,37.3,先行,7,2,15,京都,D,1800,良,3,5,１勝ｸﾗｽ,37.6,先行,3,1,24,小倉,D,1700,良,8,6,１勝ｸﾗｽ,38.9,中団,11
4,B,6,,,,,エイユーファイヤー,,牡,4,2,9,6,阪神,D,1800,良,7,11,１勝ｸﾗｽ,38.2,後方,4,8,8,中京,D,1800,良,5,6,恵那特別･1勝,37.7,中団,8,6,13,阪神,D,1800,良,11,11,１勝ｸﾗｽ,39.8,後方,7,4,26,京都,D,1800,良,5,2,１勝ｸﾗｽ,38.4,中団,3,4,4,阪神,D,1800,稍,3,1,１勝ｸﾗｽ,37.6,差し,8
4,B,7,,,,,クイノールト,,牡,3,12,6,28,小倉,D,1700,稍,13,9,１勝ｸﾗｽ,41.0,中団,12,4,5,阪神,D,1800,重,11,11,１勝ｸﾗｽ*,37.4,中団,11,1,17,京都,D,1800,良,8,2,１勝ｸﾗｽ*,39.0,先行,6,12,7,阪神,D,1800,良,1,3,新馬,37.6,先行,初,,,,,,,,,,,,
5,,8,,,,,ルシタニア,,セ,4,3,8,30,中京,D,1800,稍,2,12,１勝ｸﾗｽ,38.2,逃げ,2,8,15,中京,D,1800,良,10,14,１勝ｸﾗｽ,39.5,中団,39,11,15,福島,D,2400,良,5,8,１勝ｸﾗｽ,40.3,中団,4,10,19,新潟,D,2500,重,4,4,１勝ｸﾗｽ,39.6,先行,8,8,23,札幌,D,2400,稍,4,5,１勝ｸﾗｽ,38.8,差し,8
5,,9,,,,,マジックブルー,,牡,5,3,8,30,中京,D,1800,稍,10,11,１勝ｸﾗｽ,38.9,後方,21,4,4,阪神,D,1800,稍,7,6,１勝ｸﾗｽ,38.8,先行,2,3,22,阪神,D,1800,良,6,6,１勝ｸﾗｽ,38.5,後方,18,11,15,京都,D,1800,良,13,8,１勝ｸﾗｽ,38.4,後方,3,10,25,京都,D,1800,良,9,4,１勝ｸﾗｽ,39.4,中団,3
6,,10,,,,,ロットブラータ,,牡,4,16,5,31,京都,T,2400,良,8,2,１勝ｸﾗｽ,40.6,逃げ,3,5,10,京都,T,2200,良,9,2,１勝ｸﾗｽ,35.5,先行,4,4,11,福島,T,1800,良,4,3,浄土平特･1勝,36.4,先行,7,2,22,阪神,T,2400,良,7,2,１勝ｸﾗｽ,35.6,逃げ,3,2,1,小倉,T,2600,良,3,1,足立山特･1勝,37.0,逃げ,6
6,,11,,,,,メイショウジンライ,,牡,3,14,6,13,阪神,D,2000,良,1,1,未勝利,38.6,先行,2,5,31,京都,D,1900,良,2,3,未勝利,37.5,先行,10,3,21,中京,D,1900,良,3,2,未勝利,38.8,先行,3,3,1,阪神,D,2000,良,6,5,未勝利,38.0,後方,14,11,23,東京,T,2000,良,6,7,新馬,34.1,中団,初
7,,12,,,,,ディープサミット,,牡,4,4,8,22,中京,T,2200,良,7,7,１勝ｸﾗｽ,35.1,先行,47,9,28,阪神,D,1400,良,8,8,１勝ｸﾗｽ,37.8,後方,18,5,25,京都,D,1800,重,15,9,１勝ｸﾗｽ*,39.6,中団,12,3,2,阪神,D,1800,良,1,3,未勝利,37.1,差し,4,2,1,京都,D,1900,良,4,1,未勝利,38.6,先行,6
7,,13,,,,,カイラーサ,,セ,3,7,8,2,中京,D,1900,良,2,14,１勝ｸﾗｽ,39.3,逃げ,10,5,24,京都,D,1900,良,11,13,１勝ｸﾗｽ*,40.1,中団,2,5,10,京都,D,1900,良,1,7,未勝利,38.7,逃げ,17,1,10,京都,D,1900,良,14,12,未勝利,40.6,後方,2,12,28,阪神,D,1800,良,4,10,未勝利*,40.1,追込,12
8,,14,,,,,フィサブロス,,牡,3,14,6,13,阪神,D,1800,良,12,10,１勝ｸﾗｽ,40.6,中団,8,4,18,阪神,D,2000,良,1,2,未勝利,37.9,逃げ,4,3,21,阪神,D,2000,稍,2,4,未勝利,37.2,先行,9,1,17,京都,D,1900,良,3,3,未勝利,38.6,先行,2,1,5,京都,D,1900,良,4,8,未勝利,39.1,先行,3
8,B,15,,,,,クラッチスラッガー,,牡,3,4,8,22,中京,D,1900,良,10,3,瀬戸特別･1勝,40.6,後方,19,4,11,阪神,D,1800,重,12,9,１勝ｸﾗｽ*,50.2,後方,3,3,21,阪神,D,2000,稍,1,2,未勝利,37.4,逃げ,3,3,1,阪神,D,2000,良,2,9,未勝利,38.4,先行,6,1,17,京都,D,1800,良,5,4,未勝利,39.9,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092109040707,2026.9.21,月,阪神,4阪7,7,,1勝,芝,1400,B,2,良(暫定),曇(暫定),18,13:25,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルクスノア,,牝,5,4,8,23,中京,T,1400,良,10,11,１勝ｸﾗｽ,33.0,後方,4,7,26,中京,T,1400,良,9,8,１勝ｸﾗｽ,34.6,中団,18,3,22,中京,T,1400,良,6,9,１勝ｸﾗｽ,33.6,後方,24,10,4,京都,T,1200,重,9,12,１勝ｸﾗｽ,33.6,後方,20,5,18,京都,T,1200,稍,4,4,１勝ｸﾗｽ,33.4,追込,11
1,,2,,,,,ダンデノン,,牝,3,4,8,23,中京,T,1400,良,4,1,１勝ｸﾗｽ,33.9,先行,11,6,7,阪神,T,1400,稍,2,1,１勝ｸﾗｽ,34.2,先行,14,3,1,阪神,T,1600,良,5,10,チューリG2,33.7,先行,7,1,10,京都,T,1600,良,1,7,未勝利・牝,35.6,逃げ,12,10,18,東京,T,1600,良,6,6,新馬,34.1,中団,初
2,,3,,,,,ベルセクレト,,牝,3,8,7,26,中京,T,1200,良,1,4,未勝利,33.4,差し,2,7,12,小倉,T,1200,良,7,3,未勝利・牝,35.6,中団,2,6,28,小倉,T,1200,良,5,15,未勝利・牝,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,リピ,,牝,3,4,8,23,中京,T,1400,良,5,10,１勝ｸﾗｽ,34.0,先行,8,6,27,小倉,T,1200,稍,3,3,１勝ｸﾗｽ,34.6,先行,3,6,7,阪神,T,1400,稍,6,7,１勝ｸﾗｽ,34.4,先行,11,3,22,中京,T,1600,良,7,9,フローラ･1勝,34.4,先行,3,2,28,小倉,D,1700,重,12,9,１勝ｸﾗｽ*,40.5,中団,3
3,,5,,,,,ベルサンローラン,,牝,3,14,6,13,阪神,T,1600,良,11,7,１勝ｸﾗｽ・牝,34.3,先行,6,5,2,東京,T,1800,良,8,9,スイート(L),34.5,先行,7,3,14,中山,T,1600,良,6,6,アネモネ(L),35.8,先行,5,2,7,京都,T,1600,良,2,7,エルフィ(L),35.1,先行,2,1,25,京都,T,1600,良,5,8,河津桜賞･1勝,36.5,中団,3
3,,6,,,,,ヴァージル,,牡,4,5,8,16,中京,T,1400,良,3,4,１勝ｸﾗｽ,33.4,追込,9,6,13,阪神,T,1200,良,3,4,１勝ｸﾗｽ,32.9,追込,8,4,18,阪神,T,1600,良,7,7,１勝ｸﾗｽ,33.1,中団,3,3,29,阪神,T,1400,良,6,4,１勝ｸﾗｽ,33.7,後方,7,2,8,小倉,T,1200,良,7,2,１勝ｸﾗｽ,34.7,中団,13
4,,7,,,,,ブルーカミング,,牡,4,12,6,28,小倉,D,1700,稍,12,16,１勝ｸﾗｽ,39.9,後方,11,4,12,福島,D,1700,良,9,8,１勝ｸﾗｽ,39.2,中団,17,12,13,阪神,D,1400,良,7,15,１勝ｸﾗｽ,38.0,先行,3,11,24,福島,D,1700,良,10,11,１勝ｸﾗｽ・若,39.9,先行,18,7,20,函館,D,1700,良,8,9,１勝ｸﾗｽ,39.0,中団,3
4,,8,,,,,シャインベック,,セ,4,10,7,12,小倉,T,1200,良,9,12,１勝ｸﾗｽ,34.8,後方,12,4,18,阪神,T,1600,良,12,12,１勝ｸﾗｽ,33.2,後方,3,3,29,阪神,T,1400,良,9,12,１勝ｸﾗｽ,34.7,中団,28,9,13,阪神,T,1400,良,7,11,１勝ｸﾗｽ,34.8,中団,18,5,11,京都,T,1600,良,5,4,１勝ｸﾗｽ*,36.2,中団,2
5,,9,,,,,マダムカマラード,,牝,3,3,8,29,中京,D,1400,稍,14,5,１勝ｸﾗｽ,38.6,逃げ,8,7,8,笠松,D,1400,良,1,1,落合宿,----,逃げ,7,5,16,京都,D,1400,良,11,7,未勝利・牝,38.9,先行,16,1,24,京都,D,1800,良,10,7,新馬,38.7,中団,初,,,,,,,,,,,,
5,,10,,,,,ペールノエル,,セ,4,4,8,23,中京,T,1400,良,6,6,１勝ｸﾗｽ,33.3,中団,13,5,24,京都,T,1400,良,1,4,１勝ｸﾗｽ,33.2,差し,3,5,2,京都,T,1600,良,6,2,１勝ｸﾗｽ,34.0,中団,連,4,25,京都,T,1400,良,2,5,１勝ｸﾗｽ,33.5,追込,6,3,15,阪神,T,1600,良,3,4,１勝ｸﾗｽ,34.7,先行,6
6,,11,,,,,ベルサ,,牝,4,4,8,23,中京,T,1400,良,2,8,１勝ｸﾗｽ,34.0,逃げ,16,5,3,新潟,T,1400,良,7,1,１勝ｸﾗｽ・牝,36.1,逃げ,7,3,14,中京,T,1600,良,12,5,１勝ｸﾗｽ,35.3,先行,5,2,7,小倉,T,1200,稍,11,1,１勝ｸﾗｽ・牝,35.6,先行,9,12,7,中京,T,1400,良,9,2,１勝ｸﾗｽ,34.7,先行,4
6,,12,,,,,ケールハイム,,牝,3,8,7,25,中京,T,1200,良,2,2,１勝ｸﾗｽ,33.2,先行,11,5,10,京都,T,1400,良,6,3,橘Ｓ(L),33.9,中団,10,2,28,阪神,T,1200,良,4,5,マーガレ(L),33.3,追込,7,1,12,京都,T,1400,良,1,6,未勝利,35.6,先行,6,11,30,京都,T,1200,良,3,3,新馬,34.4,差し,初
7,,13,,,,,ルディシャ,,牡,4,12,6,28,小倉,D,1000,稍,9,10,１勝ｸﾗｽ,36.4,後方,8,5,2,京都,D,1400,稍,9,13,１勝ｸﾗｽ,37.9,後方,20,12,16,笠松,D,1400,良,1,4,冬の稲,----,先行,4,11,19,笠松,D,1400,良,1,1,枡谷佳,----,逃げ,2,11,4,笠松,D,1600,良,3,1,れま祝,----,先行,連
7,,14,,,,,アイスヴィレッジ,,牡,4,10,7,9,笠松,D,1580,良,1,1,祝雄大,----,逃げ,15,3,26,名古,D,1500,重,6,1,Ｃ７組,----,先行,3,3,11,名古,D,1500,良,1,1,Ｃ１５,----,先行,連,2,26,名古,D,1500,重,2,1,小山記,----,逃げ,17,10,31,名古,D,1700,重,11,6,ハロウ,----,後方,3
7,B,15,,,,,オーケーダイナ,,牝,4,4,8,23,札幌,T,1500,良,11,10,１勝ｸﾗｽ,35.9,中団,3,8,1,札幌,T,1500,稍,6,11,１勝ｸﾗｽ・牝,34.6,中団,11,5,16,新潟,T,1400,良,14,10,１勝ｸﾗｽ,34.6,後方,12,2,21,阪神,T,1600,良,14,13,１勝ｸﾗｽ,34.4,後方,2,2,7,小倉,T,1200,稍,13,9,１勝ｸﾗｽ・牝,34.5,後方,22
8,,16,,,,,ムーンライトダイヤ,,牝,3,8,7,25,中京,T,1600,良,1,5,未勝利,33.7,追込,5,6,21,阪神,T,1600,稍,4,5,未勝利・牝,35.2,差し,3,5,31,京都,T,1600,良,3,11,未勝利,33.8,差し,8,4,4,阪神,T,1400,良,8,14,未勝利,34.6,後方,初,,,,,,,,,,,,
8,,17,,,,,メイクワンズデイ,,牡,3,4,8,23,中京,T,1400,良,3,2,１勝ｸﾗｽ,33.9,先行,4,7,26,中京,T,1400,良,3,3,１勝ｸﾗｽ,34.6,先行,9,5,24,京都,T,1200,良,5,1,１勝ｸﾗｽ*,34.1,先行,6,4,11,阪神,T,1200,稍,5,3,１勝ｸﾗｽ*,34.8,逃げ,3,3,21,中京,T,1400,良,11,6,ファルコG3,35.2,逃げ,12
8,B,18,,,,,バーケンティン,,牡,5,4,8,23,中京,T,1400,良,9,16,１勝ｸﾗｽ,33.8,中団,5,7,19,小倉,T,1200,良,15,13,１勝ｸﾗｽ,35.3,後方,9,5,16,京都,D,1200,良,11,6,１勝ｸﾗｽ,36.6,中団,3,4,25,福島,T,1200,良,11,7,１勝ｸﾗｽ・若,33.9,後方,8,2,28,小倉,D,1000,不,8,5,１勝ｸﾗｽ,35.6,中団,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092109040708,2026.9.21,月,阪神,4阪7,8,,1勝,ダート,1800,,4,良(暫定),曇(暫定),16,13:55,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,キタノサワヤカ,,牡,4,3,9,2,名古,D,2000,良,7,3,名古屋,----,後方,36,12,20,中京,D,1800,稍,13,7,１勝ｸﾗｽ,38.6,後方,9,10,19,京都,D,1800,良,12,5,１勝ｸﾗｽ,39.4,後方,2,10,4,京都,D,1800,重,5,4,１勝ｸﾗｽ,37.6,中団,15,6,21,阪神,D,1800,良,9,10,１勝ｸﾗｽ,38.3,後方,40
2,,2,,,,,レーンアジリティ,,牡,4,2,9,6,阪神,D,1800,良,8,14,１勝ｸﾗｽ,37.8,後方,4,8,8,中京,D,1800,良,10,7,恵那特別･1勝,38.8,後方,3,7,18,小倉,D,1700,稍,12,10,１勝ｸﾗｽ,39.6,中団,13,4,19,阪神,D,1800,良,5,8,１勝ｸﾗｽ,37.0,中団,4,3,22,阪神,D,1800,良,2,5,１勝ｸﾗｽ,38.4,ﾏｸﾘ,3
3,B,3,,,,,ロードアルディート,,牡,4,3,8,29,札幌,D,1700,稍,4,3,１勝ｸﾗｽ,37.0,ﾏｸﾘ,2,8,16,札幌,D,1700,良,3,5,１勝ｸﾗｽ,36.3,差し,9,6,13,函館,D,1700,稍,3,4,１勝ｸﾗｽ,38.1,追込,9,4,12,阪神,D,1800,稍,5,2,１勝ｸﾗｽ,37.2,中団,3,3,22,中京,D,1800,良,5,2,１勝ｸﾗｽ,36.1,後方,4
4,B,4,,,,,アメリカンバー,,牡,4,53,9,15,阪神,D,1800,良,1,1,未勝利,38.9,逃げ,2,8,30,中京,D,1800,良,3,3,未勝利,38.7,先行,11,6,15,阪神,D,1800,不,6,1,未勝利,39.5,先行,3,5,25,京都,D,1900,不,3,1,未勝利,38.7,逃げ,10,3,16,中京,D,1900,重,4,1,未勝利,38.0,先行,3
5,B,5,,,,,メイショウカスガイ,,牡,4,11,7,5,小倉,D,1700,不,13,10,１勝ｸﾗｽ,38.0,後方,3,6,13,阪神,D,1800,良,14,13,１勝ｸﾗｽ,39.9,後方,8,4,19,阪神,D,1800,良,11,5,１勝ｸﾗｽ,49.8,後方,4,3,22,阪神,D,1800,良,1,7,１勝ｸﾗｽ,38.3,逃げ,34,7,27,中京,D,1800,良,6,6,未勝利,39.5,逃げ,12
5,,6,,,,,ディニテ,,牡,4,14,6,13,阪神,D,1800,良,8,12,１勝ｸﾗｽ,39.2,中団,2,5,30,京都,D,1800,良,3,3,１勝ｸﾗｽ,36.8,差し,14,2,21,小倉,D,1700,良,8,2,１勝ｸﾗｽ,38.5,中団,3,1,31,京都,D,1900,良,4,2,１勝ｸﾗｽ,37.7,差し,3,1,12,京都,D,1900,良,3,1,１勝ｸﾗｽ,36.9,差し,3
6,B,7,,,,,レッドフレーザー,,牡,3,2,9,5,阪神,D,1800,稍,1,2,未勝利,37.7,先行,4,8,9,中京,D,1800,良,3,7,未勝利,39.2,先行,3,7,19,小倉,D,1700,良,3,8,未勝利,39.3,差し,4,6,21,阪神,T,2400,稍,15,5,未勝利,39.9,先行,連,6,13,阪神,T,1800,良,7,8,未勝利,36.4,中団,14
6,B,8,,,,,オーレアミスト,,セ,4,3,8,30,中京,D,1800,稍,7,8,１勝ｸﾗｽ,38.6,中団,2,8,15,中京,D,1800,良,6,13,１勝ｸﾗｽ,38.8,中団,2,8,2,中京,D,1900,良,8,9,１勝ｸﾗｽ,39.9,中団,6,6,20,阪神,T,2400,稍,15,11,１勝ｸﾗｽ,39.7,後方,2,6,7,阪神,D,1800,稍,10,7,１勝ｸﾗｽ,37.5,中団,11
7,,9,,,,,クレスコドルフィン,,牡,4,4,8,22,中京,D,1900,良,8,10,瀬戸特別･1勝,38.7,後方,2,8,8,中京,D,1800,良,11,10,恵那特別･1勝,39.1,後方,15,4,26,京都,D,1800,良,13,15,１勝ｸﾗｽ,39.0,後方,2,4,12,阪神,D,1800,稍,8,5,１勝ｸﾗｽ,37.0,後方,3,3,22,阪神,D,1800,良,4,4,１勝ｸﾗｽ,37.8,ﾏｸﾘ,3
7,,10,,,,,エアフォースワン,,牡,7,4,8,22,中京,D,1900,良,4,6,瀬戸特別･1勝,39.1,先行,3,8,2,中京,D,1900,良,7,7,１勝ｸﾗｽ,38.6,後方,3,7,12,小倉,D,1700,良,10,7,１勝ｸﾗｽ,39.7,後方,77,1,19,中京,D,1800,良,3,4,１勝ｸﾗｽ,37.7,追込,15,10,5,京都,D,1800,稍,3,6,１勝ｸﾗｽ,38.1,差し,3
8,B,11,,,,,ラテライト,,牝,4,3,8,29,中京,D,1800,稍,4,5,１勝ｸﾗｽ・牝,37.3,先行,連,8,22,中京,D,1800,良,7,8,１勝ｸﾗｽ,38.7,後方,14,5,17,新潟,D,1800,良,5,7,１勝ｸﾗｽ,38.4,後方,2,5,2,京都,D,1800,稍,10,8,１勝ｸﾗｽ・牝,37.2,後方,6,3,21,阪神,D,1800,良,4,3,１勝ｸﾗｽ・牝,37.8,差し,連
8,,12,,,,,リリーサンダー,,牡,3,3,9,2,大井,D,1800,良,3,3,フォー,----,逃げ,4,8,1,中京,D,1800,良,16,5,未勝利,55.6,中団,2,7,19,小倉,D,1700,良,2,3,未勝利,39.6,先行,6,6,6,阪神,D,1800,良,8,4,未勝利,37.6,後方,3,5,16,京都,D,1800,良,4,3,未勝利,38.1,逃げ,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092109040709,2026.9.21,月,阪神,4阪7,9,新涼特別,2勝,ダート,1400,,2,良(暫定),曇(暫定),16,14:25,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロードオルデン,,牡,7,15,6,7,阪神,D,1400,稍,14,11,洲本特別･2勝,36.8,中団,4,5,10,京都,D,1400,良,6,8,２勝ｸﾗｽ,36.5,後方,5,4,4,阪神,D,1400,重,7,9,２勝ｸﾗｽ,35.2,後方,15,12,20,中京,D,1400,稍,5,4,ヤングジ･2勝,37.2,中団,2,12,6,阪神,D,1400,良,12,14,２勝ｸﾗｽ,36.8,後方,26
1,,2,,,,,モズタチアガレ,,牡,4,2,9,6,阪神,D,1400,良,3,8,２勝ｸﾗｽ,36.7,先行,6,7,25,中京,D,1400,良,9,14,四日市特･2勝,39.1,先行,16,4,4,阪神,D,1400,重,8,5,２勝ｸﾗｽ,36.1,中団,4,3,8,阪神,D,1400,良,3,6,２勝ｸﾗｽ,37.3,先行,3,2,14,京都,D,1400,稍,1,3,１勝ｸﾗｽ,37.8,先行,連
2,,3,,,,,ポートデラメール,,牝,4,8,7,25,中京,D,1400,良,5,3,四日市特･2勝,38.6,先行,16,4,4,阪神,D,1400,重,2,1,２勝ｸﾗｽ,35.7,差し,11,1,18,京都,D,1400,良,7,1,小倉山特･2勝,38.0,中団,10,11,8,京都,D,1400,良,2,1,亀岡特別･2勝,37.4,先行,9,9,7,阪神,D,1400,良,1,4,１勝ｸﾗｽ・牝,37.9,先行,48
2,,4,,,,,ダイシンリンク,,牡,4,2,9,6,阪神,D,1400,良,4,6,２勝ｸﾗｽ,36.2,追込,14,5,30,東京,D,1400,良,6,5,富嶽賞･2勝,35.7,中団,10,3,22,阪神,D,1400,良,6,7,２勝ｸﾗｽ,35.7,後方,4,2,22,阪神,D,1400,良,4,5,２勝ｸﾗｽ,36.4,差し,6,1,11,京都,D,1400,良,8,5,２勝ｸﾗｽ,36.7,後方,2
3,B,5,,,,,サンコンクエスト,,牝,4,3,9,1,盛岡,D,1600,稍,4,3,東京Ｃ,----,先行,14,5,24,東京,D,1600,稍,16,10,三峰山特･2勝,38.8,逃げ,3,5,3,新潟,D,1800,稍,10,4,咲花特別･2勝,38.5,先行,2,4,19,阪神,D,1800,良,5,2,２勝ｸﾗｽ・牝,39.0,逃げ,10,2,10,京都,D,1800,良,1,2,１勝ｸﾗｽ・牝,37.6,先行,5
