レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060605030102,2026.6.6,土,東京,3東1,2,,未勝利,ダート,1600,,2,稍,曇,16,10:40,牝,馬齢,３歳
5,,5,,,,,エイシンティザー,,牡,3,2,5,23,京都,T,1600,良,3,2,メルボル･1勝,34.2,先行,7,4,4,阪神,T,1600,稍,11,8,チャーチG3,35.0,中団,3,3,15,阪神,T,1600,良,4,2,１勝ｸﾗｽ*,33.4,差し,17,11,16,京都,T,1600,良,1,2,未勝利*,35.5,先行,3,10,26,新潟,T,1400,良,2,9,未勝利*,35.8,差し,6
6,,6,,,,,ナムラブーニン,,牡,5,2,5,24,新潟,T,1800,稍,7,7,二王子特･1勝,34.5,中団,3,5,3,新潟,T,1800,良,3,8,１勝ｸﾗｽ,34.4,先行,2,4,19,福島,T,1800,良,8,7,１勝ｸﾗｽ,34.5,後方,8,2,22,小倉,T,1800,良,4,6,高千穂特･1勝,35.3,先行,連,2,14,小倉,T,1800,良,2,7,１勝ｸﾗｽ,34.8,差し,3
7,B,7,,,,,メイショウヒュウガ,,牡,6,3,5,17,京都,T,2000,良,10,11,１勝ｸﾗｽ,36.1,先行,3,4,26,京都,T,1800,良,7,14,１勝ｸﾗｽ,35.1,中団,2,4,11,福島,T,1800,良,16,15,浄土平特･1勝,36.3,後方,50,4,26,京都,T,1400,良,11,12,１勝ｸﾗｽ,34.1,後方,4,3,30,阪神,T,1400,良,11,15,１勝ｸﾗｽ,35.4,中団,4
8,,8,,,,,キタノファーンヒル,,牝,3,6,4,25,京都,D,1800,稍,14,14,１勝ｸﾗｽ*,39.8,後方,2,4,11,中山,T,2000,良,7,7,山藤賞･1勝*,36.0,後方,2,3,28,阪神,T,1800,良,7,6,君子蘭賞･1勝,35.9,先行,3,3,8,阪神,D,1800,良,14,13,１勝ｸﾗｽ・牝*,39.8,後方,8,1,14,園田,D,1870,良,1,3,多紀連,----,逃げ,8
8,,9,,,,,エンジェルボイス,,牡,3,3,5,17,京都,T,2000,良,1,5,未勝利,33.7,追込,8,3,22,阪神,T,2400,良,12,4,未勝利,36.0,先行,4,2,21,阪神,T,2400,良,5,6,未勝利,35.6,先行,4,1,24,京都,T,2200,良,7,15,未勝利,35.5,中団,3,1,5,京都,T,1600,良,9,8,未勝利,35.4,中団,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060609030110,2026.6.6,土,阪神,3阪1,10,加古川特別,2勝,ダート,1800,,4,良(暫定),晴(暫定),16,14:55,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,クリノフィガロ,,牡,5,2,5,24,京都,D,1800,良,2,7,２勝ｸﾗｽ,37.1,先行,2,5,9,京都,D,1800,良,8,6,２勝ｸﾗｽ,37.4,後方,2,4,26,京都,D,1800,良,10,9,２勝ｸﾗｽ,38.4,中団,16,1,4,京都,D,1800,良,9,4,天ケ瀬特･2勝,37.3,中団,3,12,13,阪神,D,2000,良,4,5,赤穂特別･2勝,36.8,差し,3
2,,2,,,,,タカサンフェイス,,牡,6,4,5,10,新潟,D,1800,良,5,11,五泉特Ｈ･2勝,38.8,先行,21,12,13,中山,D,1800,良,9,10,２勝ｸﾗｽ,39.1,中団,5,11,9,福島,D,1700,良,8,7,河北新報･2勝,38.2,中団,7,9,20,阪神,D,1800,良,10,3,２勝ｸﾗｽ,39.6,先行,5,8,16,新潟,D,1800,良,2,5,瀬波温泉･2勝,37.4,先行,6
3,,3,,,,,サパテアール,,セ,7,2,5,24,京都,D,1800,良,12,8,２勝ｸﾗｽ,38.5,中団,3,5,3,京都,D,1800,稍,8,6,六波羅特･2勝,39.2,後方,43,7,5,函館,D,1700,重,13,10,竜飛崎特･2勝,39.2,中団,3,6,15,函館,D,1700,良,3,2,津軽海Ｈ･2勝,37.1,差し,4,5,17,新潟,D,1800,稍,3,4,中ノ岳特･2勝,38.3,差し,4
4,B,4,,,,,バトンインディ,,牡,5,5,5,3,京都,D,1800,稍,4,4,六波羅特･2勝,37.5,先行,4,4,5,阪神,D,1800,重,5,5,２勝ｸﾗｽ,37.9,逃げ,4,3,8,阪神,D,1800,良,2,8,２勝ｸﾗｽ,36.3,先行,3,2,14,京都,D,1900,稍,9,12,２勝ｸﾗｽ,40.9,逃げ,4,1,18,京都,D,1800,良,12,13,大津特別･2勝,38.5,逃げ,6
5,,5,,,,,ドゥラエテルノ,,牡,4,4,5,10,東京,D,2100,良,3,4,日吉特別･2勝,36.8,先行,3,4,19,中山,D,1800,良,4,3,利根川特･2勝,37.9,差し,8,2,21,阪神,D,1800,良,4,1,２勝ｸﾗｽ,37.4,差し,4,1,25,京都,D,1800,良,2,1,２勝ｸﾗｽ,36.3,差し,3,1,4,京都,D,1800,良,3,2,天ケ瀬特･2勝,36.2,差し,5
5,,6,,,,,ボクマダネムイヨ,,牡,3,2,5,24,京都,D,1900,良,1,1,１勝ｸﾗｽ*,37.7,差し,13,2,22,東京,D,1600,良,4,3,ヒヤシン(L),37.4,追込,3,1,31,京都,D,1800,良,8,2,１勝ｸﾗｽ*,37.1,中団,3,1,10,京都,D,1800,良,3,1,１勝ｸﾗｽ*,36.5,ﾏｸﾘ,10,11,2,京都,D,1800,稍,3,2,もちの木･1勝,36.6,差し,6
6,,7,,,,,タイガースパーク,,牡,6,2,5,24,京都,D,1800,良,3,4,２勝ｸﾗｽ,37.0,追込,11,3,8,阪神,D,1800,良,5,4,２勝ｸﾗｽ,36.4,後方,3,2,14,京都,D,1900,稍,3,9,２勝ｸﾗｽ,37.7,追込,2,1,31,京都,D,1400,良,12,9,長浜特別･2勝,36.8,後方,3,1,11,京都,D,1400,良,6,12,２勝ｸﾗｽ,35.9,後方,18
6,,8,,,,,ゴルデールスカー,,牡,6,3,5,17,新潟,D,1800,良,1,2,１勝ｸﾗｽ,38.7,先行,6,4,4,阪神,D,1800,稍,4,5,１勝ｸﾗｽ,37.3,追込,3,3,14,阪神,D,1800,良,4,5,１勝ｸﾗｽ,36.9,差し,9,1,11,京都,D,1800,良,12,12,１勝ｸﾗｽ,39.0,先行,3,12,20,中京,D,1800,稍,3,8,１勝ｸﾗｽ,38.2,差し,8
7,B,9,,,,,プライベートアイズ,,牡,4,3,5,16,東京,D,1400,良,11,7,立川特別･2勝,37.2,中団,3,4,26,東京,D,1400,稍,5,6,２勝ｸﾗｽ,35.9,先行,10,2,14,東京,D,1600,良,4,8,２勝ｸﾗｽ,36.9,先行,28,8,2,新潟,D,1800,良,3,3,苗場特別･2勝,38.2,先行,3,7,12,福島,D,1700,良,1,8,１勝ｸﾗｽ,37.9,先行,10
7,,10,,,,,ヒデノレインボー,,牡,7,3,5,17,京都,D,1900,良,7,8,２勝ｸﾗｽ,37.5,中団,2,5,3,京都,D,1800,稍,6,8,六波羅特･2勝,38.0,先行,10,2,21,阪神,D,1800,良,9,11,２勝ｸﾗｽ,38.6,中団,3,2,1,京都,D,1800,良,9,9,衣笠特別･2勝,37.7,後方,連,1,25,京都,D,1800,良,8,10,２勝ｸﾗｽ,37.1,後方,2
8,,11,,,,,フクキタテーラー,,牝,4,3,5,17,京都,D,1900,良,6,7,２勝ｸﾗｽ,37.1,後方,4,4,19,阪神,D,1800,良,4,6,２勝ｸﾗｽ・牝,37.6,追込,19,12,7,中京,D,1800,良,8,8,犬山特別･2勝,38.1,後方,2,11,23,京都,D,1800,良,14,6,２勝ｸﾗｽ,37.7,中団,6,10,12,京都,D,1800,良,3,9,２勝ｸﾗｽ・牝,36.9,差し,3
8,,12,,,,,エクストラノート,,セ,9,4,5,10,新潟,D,1800,良,9,12,五泉特Ｈ･2勝,38.6,中団,4,4,12,阪神,D,1800,良,6,11,川西特別･2勝,37.1,後方,3,3,22,中京,D,1900,良,12,16,弥富特別･2勝,38.2,後方,13,12,21,阪神,D,1800,重,11,14,２勝ｸﾗｽ,38.4,後方,連,12,13,中京,D,1800,良,8,16,鳴海特別･2勝,36.5,後方,11
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060609030111,2026.6.6,土,阪神,3阪1,11,垂水Ｓ,3勝,芝,2000,B,4,良(暫定),晴(暫定),16,15:30,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミュージシャン,,牡,4,8,4,12,阪神,T,2000,良,2,2,京橋ＳＨ･3勝,34.4,先行,8,2,14,京都,T,2000,良,7,3,飛鳥Ｓ･3勝,35.9,中団,7,12,27,阪神,T,2000,良,1,1,２勝ｸﾗｽ,34.9,逃げ,17,8,31,中京,T,2200,良,3,1,美濃特別･2勝,33.3,先行,8,7,5,小倉,T,2000,良,1,1,ロイヤル･1勝,36.7,先行,7
2,,2,,,,,ジーティーダーリン,,牡,4,15,2,21,東京,D,2100,良,14,1,金蹄Ｓ･3勝,40.9,中団,3,2,1,東京,D,2100,良,1,2,２勝ｸﾗｽ,36.5,逃げ,8,12,7,中京,D,1800,良,1,1,１勝ｸﾗｽ,37.6,先行,5,11,1,東京,T,1800,良,6,3,１勝ｸﾗｽ,36.0,逃げ,30,4,5,阪神,T,2400,良,5,2,アザレア･1勝,36.8,逃げ,4
3,,3,,,,,キャントウェイト,,牡,5,5,5,3,東京,T,2000,良,3,14,府中Ｓ･3勝,34.2,差し,27,10,25,新潟,T,2000,良,8,8,魚沼Ｓ･3勝,33.9,中団,3,10,5,京都,T,2000,稍,3,5,大原Ｓ･3勝,34.1,追込,5,8,30,新潟,T,2200,良,8,5,日本海Ｓ･3勝,35.8,先行,12,6,7,阪神,T,2000,良,5,8,垂水Ｓ･3勝,35.5,中団,6
4,,4,,,,,クルミナーレ,,牡,5,9,4,5,中山,T,2000,稍,8,3,美浦Ｓ･3勝,35.0,中団,4,3,7,阪神,T,2000,良,1,1,千里山Ｈ･2勝,34.1,先行,2,2,21,小倉,T,2600,良,6,1,皿倉山特･2勝,36.1,先行,9,12,20,阪神,T,2400,良,2,2,境港特別･2勝,32.8,先行,3,11,30,京都,T,2200,良,2,3,２勝ｸﾗｽ,34.8,先行,3
5,,5,,,,,ミカッテヨンデイイ,,牝,6,4,5,9,東京,T,1600,良,10,10,分倍河原･3勝,33.5,後方,8,3,14,中山,T,1600,良,12,13,幕張ＳＨ･3勝,34.0,後方,7,1,24,中山,T,2000,良,11,6,初富士Ｈ･3勝,34.6,中団,10,11,16,東京,T,1800,良,7,9,ユートピ･3勝,33.8,中団,3,10,25,新潟,T,2000,良,6,11,魚沼Ｓ･3勝,33.2,中団,6
6,,6,,,,,バッデレイト,,牡,5,3,5,17,新潟,T,1800,良,7,6,弥彦Ｓ･3勝,33.0,中団,5,4,12,阪神,T,2000,良,3,4,京橋ＳＨ･3勝,34.1,差し,14,1,4,京都,T,2000,良,6,3,寿Ｓ･3勝,33.9,後方,13,10,5,京都,T,2000,稍,5,1,大原Ｓ･3勝,34.4,中団,13,7,5,小倉,T,1800,良,7,1,マレーＨ･3勝,35.7,中団,4
6,,7,,,,,エラン,,牡,5,7,4,19,中山,T,2200,良,10,9,サンシＨ･3勝,34.0,中団,4,3,22,中山,T,1800,良,2,5,スピカＳ･3勝,34.5,差し,10,1,10,中山,T,2200,良,9,2,迎春Ｓ･3勝,35.6,中団,9,11,9,東京,T,2000,良,2,4,イクイノ･3勝,34.0,先行,3,10,18,東京,T,2000,良,1,4,２勝ｸﾗｽ,34.3,逃げ,7
7,,8,,,,,ミッキーツインクル,,牝,6,6,4,26,京都,T,1800,良,10,13,センテＨ･3勝,34.3,中団,4,3,28,中京,T,1600,良,5,6,マレーシ･3勝,34.0,中団,7,2,10,東京,T,1800,良,4,4,初音Ｓ･3勝,33.1,先行,2,1,25,小倉,T,1800,良,2,4,壇之浦Ｓ･3勝,34.0,逃げ,8,11,30,東京,T,2000,良,5,2,ウェルカ･3勝,34.9,逃げ,15
7,,9,,,,,モズマーヴェリック,,牡,5,連,5,31,東京,D,1600,良,11,13,ＡＲＦ杯･3勝,38.5,中団,6,4,19,中山,T,2200,良,16,13,サンシＨ･3勝,35.0,中団,12,1,24,京都,D,1900,良,14,12,下鴨Ｓ･3勝,36.7,後方,2,1,10,中山,T,2200,良,6,11,迎春Ｓ･3勝,34.5,中団,2,12,27,中山,T,2500,良,10,10,グレイト･3勝,34.6,中団,9
8,,10,,,,,ハギノアルデバラン,,牡,6,3,5,16,東京,T,2400,良,13,7,六社Ｓ･3勝,34.6,後方,3,4,26,京都,T,1800,良,8,12,センテＨ･3勝,33.7,後方,10,2,14,京都,T,2000,良,8,9,飛鳥Ｓ･3勝,35.5,後方,9,12,14,阪神,T,2200,良,4,6,オリオン･3勝,35.1,差し,5,11,9,東京,T,2500,良,13,11,アルゼンＨG2,34.1,後方,10
8,,11,,,,,イケイケドンドン,,牡,6,5,5,3,東京,T,2000,良,13,17,府中Ｓ･3勝,34.3,後方,3,4,12,阪神,T,2000,良,4,11,京橋ＳＨ･3勝,34.0,差し,8,2,14,京都,T,2000,良,10,14,飛鳥Ｓ･3勝,35.5,後方,5,1,10,中山,T,2200,良,15,14,迎春Ｓ･3勝,35.8,後方,4,12,14,阪神,T,2200,良,6,12,オリオン･3勝,34.9,後方,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060609030112,2026.6.6,土,阪神,3阪1,12,,1勝,ダート,1400,,2,良(暫定),晴(暫定),16,16:15,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フェスティヴドレス,,牝,3,2,5,23,京都,D,1400,稍,5,3,１勝ｸﾗｽ*,37.7,先行,4,4,26,京都,D,1400,良,5,1,１勝ｸﾗｽ*,37.3,後方,12,2,1,京都,D,1400,良,2,11,１勝ｸﾗｽ・牝*,37.1,差し,3,1,12,京都,D,1400,良,1,4,未勝利・牝,37.9,先行,3,12,20,阪神,D,1400,良,3,1,未勝利*,39.1,先行,14
1,,2,,,,,シュテルンビルト,,牡,4,12,3,14,阪神,D,1400,良,6,4,１勝ｸﾗｽ,37.0,先行,4,2,14,京都,D,1400,稍,2,6,１勝ｸﾗｽ,37.6,差し,4,1,17,京都,D,1400,良,3,7,１勝ｸﾗｽ,36.8,先行,4,12,20,中京,D,1400,稍,7,9,１勝ｸﾗｽ,36.9,中団,16,8,31,中京,D,1400,良,1,1,未勝利,38.1,先行,2
2,,3,,,,,ジューンアゲイン,,牡,3,12,3,14,阪神,D,1400,良,1,2,未勝利,37.6,先行,6,1,31,京都,T,1600,良,7,1,未勝利,36.3,先行,8,12,7,中京,T,1600,良,2,4,未勝利*,34.7,先行,2,11,22,京都,T,1800,良,4,6,未勝利*,35.0,逃げ,3,11,2,京都,T,1600,良,2,4,新馬,35.0,先行,初
2,,4,,,,,ユーヴェリア,,牝,5,22,1,4,京都,D,1200,良,15,13,１勝ｸﾗｽ,36.2,後方,2,12,20,中京,D,1400,稍,4,15,１勝ｸﾗｽ・牝,36.8,追込,12,9,28,阪神,D,1200,良,15,10,１勝ｸﾗｽ,38.1,中団,15,6,14,阪神,T,1200,重,6,8,１勝ｸﾗｽ,36.2,先行,連,6,7,阪神,D,1400,良,10,7,１勝ｸﾗｽ,38.5,中団,7
3,,5,,,,,ルージュバロン,,牝,3,3,5,16,京都,D,1400,良,1,2,未勝利・牝,37.0,先行,8,3,21,中京,T,1400,良,5,6,未勝利,34.1,後方,24,10,5,東京,T,2000,良,6,3,新馬,34.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,メイプルギャング,,牡,5,2,5,23,新潟,D,1200,稍,5,9,１勝ｸﾗｽ,37.6,中団,9,3,22,中京,D,1200,良,8,5,１勝ｸﾗｽ,36.9,後方,15,12,7,中京,D,1400,良,11,11,１勝ｸﾗｽ,38.9,中団,3,11,16,京都,D,1200,良,10,6,１勝ｸﾗｽ,36.3,後方,3,10,26,新潟,D,1200,重,3,8,１勝ｸﾗｽ,37.5,先行,19
4,,7,,,,,セルズパワー,,牡,4,2,5,24,京都,D,1400,良,5,6,１勝ｸﾗｽ,37.3,後方,3,5,2,京都,D,1400,稍,2,6,１勝ｸﾗｽ,36.4,追込,7,3,14,阪神,D,1400,良,7,8,１勝ｸﾗｽ,36.8,後方,4,2,14,京都,D,1400,稍,4,11,１勝ｸﾗｽ,37.9,差し,9,12,13,阪神,D,1400,良,14,5,１勝ｸﾗｽ,40.1,先行,34
4,,8,,,,,サマーナイト,,牡,4,2,5,23,京都,D,1800,稍,4,7,１勝ｸﾗｽ,37.6,差し,4,4,26,京都,D,1800,良,7,4,１勝ｸﾗｽ,38.3,中団,2,4,12,阪神,D,1800,稍,2,6,１勝ｸﾗｽ,37.1,先行,7,2,21,小倉,D,1700,良,7,10,１勝ｸﾗｽ,38.7,中団,6,1,12,京都,D,1400,良,10,7,１勝ｸﾗｽ,36.8,中団,17
5,,9,,,,,コマチチャン,,牝,3,15,2,21,阪神,D,1200,良,1,2,未勝利・牝,36.8,追込,8,12,28,阪神,T,1400,良,10,5,未勝利*,35.9,中団,7,11,9,京都,T,1600,稍,5,6,未勝利・牝*,36.6,逃げ,3,10,19,京都,T,1800,良,4,5,未勝利*,35.2,逃げ,7,8,30,札幌,T,1500,稍,4,5,未勝利・牝*,36.0,差し,3
5,,10,,,,,スレッドザニードル,,牡,4,29,11,16,京都,D,1200,良,5,10,１勝ｸﾗｽ,36.0,中団,9,9,14,阪神,D,1200,良,4,12,１勝ｸﾗｽ,36.5,差し,4,8,16,中京,D,1200,良,12,12,１勝ｸﾗｽ,37.3,中団,14,5,10,京都,D,1200,重,12,10,１勝ｸﾗｽ*,36.2,後方,4,4,13,阪神,D,1200,良,1,4,未勝利,36.1,追込,19
6,,11,,,,,マダムイグレイン,,牝,4,3,5,16,新潟,D,1200,良,4,2,１勝ｸﾗｽ・牝,37.8,先行,7,3,31,園田,D,1400,稍,1,1,チュー,----,逃げ,3,3,11,姫路,D,1400,良,1,1,Ｃ１二,----,逃げ,連,2,26,姫路,D,1400,重,1,1,Ｃ３一,----,逃げ,16,11,12,園田,D,1400,稍,2,2,Ｃ２二,----,先行,4
6,,12,,,,,ゴメンネジロー,,牡,4,4,5,10,新潟,D,1200,良,3,1,１勝ｸﾗｽ・若,37.2,差し,36,8,30,中京,D,1400,良,3,1,１勝ｸﾗｽ,37.4,差し,3,8,9,中京,D,1400,良,2,6,１勝ｸﾗｽ,37.2,差し,16,4,20,阪神,D,1200,良,6,6,１勝ｸﾗｽ*,37.4,中団,3,3,30,阪神,D,1200,良,4,2,１勝ｸﾗｽ*,37.1,追込,17
7,,13,,,,,ゼンカイナダル,,牡,3,12,3,15,中京,D,1400,良,8,3,昇竜Ｓ,36.4,後方,3,2,22,阪神,D,1400,良,1,2,新馬,36.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,アンピュルシオン,,牝,4,34,10,10,笠松,D,1400,良,1,1,Ｃ８組,----,逃げ,2,9,25,笠松,D,1400,良,1,1,３歳３,----,先行,6,8,17,中京,D,1200,良,6,8,未勝利,38.1,中団,8,6,21,阪神,D,1200,良,9,3,未勝利,38.2,中団,7,5,4,京都,D,1200,稍,4,2,未勝利,36.5,差し,7
8,B,15,,,,,メイショウサトノヒ,,牡,4,2,5,24,新潟,D,1200,稍,5,8,１勝ｸﾗｽ・若,36.8,中団,9,3,21,中京,D,1400,良,7,10,１勝ｸﾗｽ,36.5,後方,10,1,12,京都,D,1400,良,7,13,１勝ｸﾗｽ,36.4,中団,4,12,14,中京,D,1400,稍,3,9,１勝ｸﾗｽ,37.4,差し,11,9,28,阪神,D,1200,良,10,12,１勝ｸﾗｽ,36.9,中団,9
8,,16,,,,,ニシノジェダイ,,牡,4,15,2,21,阪神,D,1400,良,12,3,１勝ｸﾗｽ,38.5,中団,3,2,1,京都,D,1400,良,3,2,１勝ｸﾗｽ,36.9,差し,2,1,17,京都,D,1400,良,4,6,１勝ｸﾗｽ,36.2,差し,7,11,30,京都,D,1400,良,6,7,１勝ｸﾗｽ,37.8,後方,2,11,16,福島,D,1700,良,5,4,１勝ｸﾗｽ,37.9,後方,29
