レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010501,2026.4.25,土,福島,1福5,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,09:45,牝,馬齢,３歳
7,,12,,,,,ハヤブササキチャン,,牝,3,5,3,21,阪神,T,1600,良,3,1,未勝利,33.7,差し,10,1,10,京都,T,1600,良,2,4,未勝利・牝,35.4,差し,3,12,20,阪神,T,1600,良,2,5,未勝利*,34.2,先行,5,11,15,京都,T,1600,良,3,2,新馬・牝,35.2,差し,初,,,,,,,,,,,,
7,,13,,,,,メイショウローゼ,,牝,3,4,3,28,阪神,T,1600,良,6,3,未勝利,34.3,後方,2,3,15,阪神,T,2000,良,5,3,未勝利・牝,34.7,後方,3,2,22,小倉,T,1800,良,2,5,未勝利・牝,35.3,ﾏｸﾘ,2,2,10,京都,T,1600,良,3,12,新馬,34.4,差し,初,,,,,,,,,,,,
8,,14,,,,,デュードロップ,,牝,3,6,3,14,中京,T,1600,良,9,8,未勝利・若,34.1,後方,12,12,20,阪神,T,1600,良,15,11,新馬・牝,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ダイチノナポリ,,牝,3,9,2,21,阪神,T,1600,良,4,8,未勝利,34.8,差し,3,1,31,京都,T,1600,良,2,11,未勝利,35.3,差し,4,1,4,京都,D,1200,良,10,6,未勝利,37.4,中団,24,7,19,小倉,T,1200,良,2,5,ひまわり,36.0,差し,2,7,6,小倉,T,1200,良,4,1,未勝利・九*,36.4,先行,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030105,2026.4.25,土,京都,3京1,5,,未勝利,芝,2200,C,4,良(暫定),曇(暫定),18,12:15,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,コスモフィレンツェ,,牡,3,2,4,11,阪神,T,2000,稍,4,2,未勝利,36.1,先行,29,9,21,阪神,T,1800,良,2,1,新馬,34.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,エルナト,,牡,3,2,4,12,阪神,D,1800,稍,5,4,未勝利,37.3,先行,13,1,11,京都,T,1800,良,6,6,未勝利,35.0,中団,2,12,28,阪神,T,1800,良,4,3,未勝利*,34.8,差し,3,12,7,阪神,T,2000,良,4,1,未勝利*,34.2,先行,18,8,3,中京,T,1600,良,3,5,新馬,34.3,ﾏｸﾘ,初
3,B,3,,,,,サトノトリニティ,,牡,3,3,4,5,阪神,T,2400,稍,9,6,未勝利,36.7,後方,6,2,21,阪神,T,2400,良,6,5,未勝利,35.3,中団,10,12,14,中京,T,2000,稍,4,3,未勝利*,35.3,追込,2,11,30,東京,T,2000,良,4,2,未勝利*,34.5,差し,8,10,4,京都,T,2000,重,7,6,新馬,35.5,中団,初
4,,4,,,,,タガノミトゥンドゥ,,牝,3,14,1,18,京都,T,2000,良,9,14,新馬,35.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,フウセン,,牡,3,8,2,28,阪神,T,1800,良,4,5,未勝利,34.7,差し,4,2,1,京都,T,2000,良,3,3,未勝利,34.8,差し,7,12,13,中京,T,2000,良,3,4,新馬,33.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,ロスニーニョス,,牡,3,2,4,11,福島,T,2600,良,7,13,未勝利,37.2,ﾏｸﾘ,3,3,22,中京,T,2000,良,10,12,未勝利,35.8,後方,3,3,1,小倉,T,1800,良,12,8,未勝利,37.7,後方,10,12,21,阪神,D,1800,稍,12,5,未勝利*,40.6,後方,2,12,6,阪神,T,2000,良,6,7,新馬,34.6,後方,初
6,,7,,,,,レイワノキセキ,,牡,3,3,4,5,阪神,T,2400,稍,6,5,未勝利,37.0,先行,2,3,22,阪神,T,2400,良,4,5,未勝利,34.4,差し,4,2,21,小倉,T,1800,良,6,5,未勝利,35.4,中団,4,1,25,小倉,T,2000,良,6,7,未勝利,35.1,先行,4,12,28,阪神,T,1800,良,8,12,未勝利*,34.7,後方,3
6,B,8,,,,,チュオンソン,,牡,3,5,3,22,中京,T,2000,良,9,9,未勝利,35.7,後方,4,2,21,阪神,D,1800,良,13,4,新馬,40.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,ビップヴォルフ,,牡,3,2,4,12,中山,T,2200,良,2,2,未勝利,34.6,差し,9,2,7,小倉,T,2000,稍,8,5,未勝利・若,37.0,中団,2,1,25,小倉,T,2000,良,2,9,未勝利,34.4,差し,9,11,23,京都,T,2000,良,7,7,未勝利*,35.8,中団,2,11,8,京都,T,1800,良,6,7,新馬,35.1,後方,初
7,,10,,,,,マーゴットショット,,牡,3,11,2,8,小倉,T,2000,良,消,--,新馬,----,,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,スウィーティーベル,,牝,3,3,4,5,阪神,T,2400,稍,5,10,未勝利,36.1,中団,2,3,21,中京,T,2000,良,9,9,未勝利・牝,35.2,中団,13,12,21,阪神,T,1800,稍,8,12,未勝利・牝*,34.2,後方,8,10,26,京都,T,1800,稍,5,5,新馬,34.1,後方,初,,,,,,,,,,,,
8,,12,,,,,エアセンチュリー,,牡,3,3,4,7,川崎,D,1600,重,2,5,ダイヤ,----,先行,6,2,21,阪神,D,1800,良,10,12,新馬,39.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030106,2026.4.25,土,京都,3京1,6,,未勝利,芝,1600,C,2,良(暫定),曇(暫定),18,12:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ランスオブヒーロー,,牡,3,連,4,18,阪神,T,1800,良,5,3,未勝利,34.3,中団,16,12,28,阪神,T,1800,良,2,8,未勝利*,34.1,追込,11,10,13,京都,T,1800,良,6,7,新馬,34.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,セルヴァジオ,,牝,3,2,4,12,阪神,T,1600,良,8,11,未勝利,34.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,メイショウマグナ,,牝,3,12,1,31,京都,T,1600,良,9,16,未勝利,35.6,後方,3,1,12,京都,T,1600,良,11,16,新馬,35.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,レッドパラジウム,,牡,3,10,2,15,京都,D,1400,良,15,5,未勝利,41.3,逃げ,3,1,25,京都,D,1900,良,11,2,未勝利,39.6,中団,3,1,4,京都,T,1800,良,6,3,新馬,34.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ビサイレント,,牝,3,2,4,12,福島,T,1200,良,12,6,未勝利,35.8,中団,10,2,1,小倉,D,1700,良,15,11,未勝利,42.5,先行,5,12,28,阪神,D,1400,良,11,6,新馬,40.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,メイショウゼルク,,牝,3,2,4,11,阪神,D,1800,重,11,16,未勝利・牝,39.7,後方,3,3,21,阪神,D,1200,稍,9,9,未勝利,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ヒデガミティアラ,,牝,3,2,4,12,福島,T,1200,良,9,16,未勝利,35.2,後方,11,1,25,小倉,T,1200,良,10,17,新馬,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,チュウワメロディー,,牡,3,16,1,5,京都,T,1600,良,10,4,未勝利,36.5,逃げ,3,12,13,中京,T,1600,良,2,4,未勝利*,34.7,先行,5,11,8,東京,D,1300,良,3,4,未勝利*,37.6,差し,3,10,19,東京,T,1400,良,3,2,未勝利*,34.2,差し,3,9,27,中山,T,1600,良,6,9,新馬,35.4,中団,初
5,,9,,,,,クープグラッセ,,牝,3,9,2,21,阪神,T,1600,良,10,16,未勝利,34.5,後方,11,12,6,阪神,T,1800,良,7,6,未勝利*,34.8,先行,7,10,18,京都,T,1600,良,4,6,新馬・牝,34.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,サンライズレマ,,牡,3,2,4,11,阪神,D,1800,重,10,7,未勝利,41.7,中団,7,2,21,阪神,D,1800,良,9,9,新馬,39.3,中団,連,2,14,京都,D,1800,稍,消,--,新馬,----,,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ヴェロシオン,,牝,3,2,4,11,福島,T,1800,良,14,9,未勝利・牝,36.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,ブランチアウト,,牡,3,3,4,4,阪神,T,1400,良,5,5,未勝利,35.6,逃げ,2,3,21,阪神,T,1600,良,2,8,未勝利,34.7,逃げ,6,2,7,小倉,T,1200,良,10,9,未勝利,35.3,後方,10,11,29,京都,T,1600,良,9,9,未勝利*,36.0,中団,5,10,26,新潟,T,1400,良,6,7,未勝利*,36.8,先行,3
7,,13,,,,,ニホンピロエール,,牡,3,4,3,29,中京,D,1200,良,13,15,未勝利,37.7,後方,18,11,22,京都,D,1800,良,15,13,未勝利*,41.5,中団,2,11,9,京都,D,1400,稍,13,14,未勝利*,37.9,後方,3,10,19,京都,T,1400,良,16,16,新馬,35.9,後方,初,,,,,,,,,,,,
7,,14,,,,,トウカイジーク,,牡,3,5,3,21,中京,T,1400,良,6,8,未勝利,34.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,クロスボーダー,,牝,3,4,3,28,阪神,T,1600,良,4,2,未勝利,34.6,差し,8,1,31,京都,D,1200,良,9,4,未勝利・牝,37.2,中団,連,1,25,小倉,D,1700,良,4,3,未勝利・牝,39.7,先行,10,11,16,京都,D,1400,良,4,5,未勝利・牝*,37.8,先行,3,10,25,京都,T,1400,良,5,4,未勝利・牝*,34.7,後方,8
8,,16,,,,,キングケープ,,牡,3,4,3,28,中京,T,1600,良,7,7,未勝利,34.6,中団,15,12,14,阪神,D,1400,稍,15,8,未勝利*,42.6,中団,14,9,7,阪神,T,1800,良,5,3,新馬,36.4,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,17,,,,,ダーコ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030107,2026.4.25,土,京都,3京1,7,,1勝,ダート,1800,,4,重(暫定),曇(暫定),16,13:15,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルファーダ,,牡,3,3,4,5,阪神,D,1800,重,8,10,１勝ｸﾗｽ*,36.4,後方,4,3,8,阪神,D,1800,良,1,1,未勝利,37.6,差し,3,2,15,京都,D,1800,良,2,3,未勝利,37.0,先行,12,11,23,京都,D,1800,良,2,3,未勝利*,38.8,先行,5,10,18,京都,D,1400,稍,6,4,未勝利*,37.9,中団,2
2,,2,,,,,ブラックレジェンド,,牡,3,8,2,28,小倉,D,1700,重,4,2,１勝ｸﾗｽ*,37.8,先行,5,1,25,小倉,D,1700,良,1,4,未勝利,37.2,先行,8,11,29,京都,D,1400,良,8,4,未勝利*,38.9,先行,2,11,16,福島,D,1700,良,3,2,新馬,39.9,先行,初,,,,,,,,,,,,
3,,3,,,,,ロードアマルフィ,,牡,3,4,3,28,阪神,D,1800,稍,1,1,未勝利,38.1,逃げ,4,3,1,小倉,D,1700,稍,3,1,未勝利,39.2,先行,2,2,15,小倉,D,1700,稍,2,1,未勝利,38.0,先行,3,1,25,小倉,D,1700,良,2,1,未勝利,37.6,逃げ,9,11,22,福島,D,1700,良,2,2,未勝利*,40.2,先行,3
3,,4,,,,,キタノファーンヒル,,牝,3,2,4,11,中山,T,2000,良,7,7,山藤賞･1勝*,36.0,後方,2,3,28,阪神,T,1800,良,7,6,君子蘭賞･1勝,35.9,先行,3,3,8,阪神,D,1800,良,14,13,１勝ｸﾗｽ・牝*,39.8,後方,8,1,14,園田,D,1870,良,1,3,多紀連,----,逃げ,8,11,15,福島,D,1700,良,9,12,未勝利*,38.4,中団,8
4,,5,,,,,ロードヴェルテクス,,牡,3,10,2,18,笠松,D,1400,良,1,1,加納宿,----,先行,13,11,15,福島,D,1700,良,7,5,未勝利*,38.3,中団,4,10,19,京都,T,1400,良,11,14,新馬,35.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ジュンドラドラ,,牡,3,2,4,11,阪神,D,1800,重,1,1,未勝利,38.2,先行,2,3,28,阪神,D,1800,稍,2,1,未勝利,37.9,先行,16,12,6,阪神,D,1800,良,2,3,未勝利*,37.4,先行,3,11,15,京都,T,2000,良,4,5,未勝利*,35.8,先行,3,10,26,京都,T,1800,稍,4,4,新馬,34.2,差し,初
5,,7,,,,,キリオス,,牡,3,2,4,11,阪神,D,1800,重,11,2,１勝ｸﾗｽ*,39.2,先行,9,2,7,京都,D,1800,良,1,1,未勝利,39.5,先行,4,1,12,京都,D,1800,良,2,1,新馬,36.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,8,,,,,ダンジョンヒーロー,,牡,3,3,4,8,園田,D,1870,良,1,2,神鍋山,----,逃げ,7,2,14,京都,D,1400,稍,16,6,未勝利,40.6,後方,14,11,8,福島,D,1700,良,8,5,未勝利*,40.3,中団,4,10,12,京都,D,1800,良,5,5,新馬,39.1,先行,初,,,,,,,,,,,,
6,,9,,,,,ケイアイアマゾン,,牡,3,3,4,5,阪神,D,1800,重,5,13,１勝ｸﾗｽ*,36.8,先行,3,3,14,中京,D,1800,良,7,13,１勝ｸﾗｽ*,38.6,中団,12,12,21,阪神,D,1800,稍,1,8,未勝利*,38.5,先行,2,12,6,阪神,D,1800,良,8,15,未勝利*,38.0,後方,11,9,21,阪神,D,1800,良,7,9,未勝利*,39.4,後方,3
6,,10,,,,,ケンタッキーホーム,,牡,3,16,1,5,京都,D,1800,良,3,5,１勝ｸﾗｽ*,36.7,追込,2,12,20,阪神,D,1800,良,6,8,ポインセ,36.7,後方,5,11,15,京都,D,1800,良,1,1,未勝利*,37.5,先行,15,8,3,中京,D,1800,良,4,1,新馬,40.2,先行,初,,,,,,,,,,,,
7,,11,,,,,ワザオギ,,牡,3,7,3,8,阪神,D,1800,良,1,1,未勝利,38.0,先行,16,11,16,京都,D,1800,良,3,5,新馬,37.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,アミラル,,牡,3,14,1,18,京都,D,1800,良,1,1,未勝利,38.1,先行,2,1,4,京都,D,1800,良,3,5,未勝利,37.8,差し,3,12,14,阪神,D,1400,稍,9,3,未勝利*,38.6,中団,14,9,6,阪神,D,1400,稍,3,8,新馬,38.3,先行,初,,,,,,,,,,,,
8,,13,,,,,ロックバンド,,牡,3,13,1,25,京都,D,1800,良,1,2,未勝利,37.4,先行,2,1,10,京都,D,1900,良,2,2,未勝利,38.1,先行,3,12,21,中京,D,1800,稍,3,5,未勝利*,39.0,追込,6,11,9,福島,D,1700,良,4,5,新馬,39.4,先行,初,,,,,,,,,,,,
8,,14,,,,,ドメイン,,牡,3,3,4,5,阪神,D,1800,重,7,12,１勝ｸﾗｽ*,37.5,逃げ,10,1,25,京都,D,1900,良,1,3,未勝利,38.7,逃げ,2,1,10,京都,D,1900,良,3,3,未勝利,38.4,先行,3,12,21,阪神,D,1800,稍,3,9,未勝利*,38.0,先行,2,12,7,阪神,D,1800,良,7,8,新馬,41.6,逃げ,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030108,2026.4.25,土,京都,3京1,8,あやめ賞,1勝,芝,1800,C,2,良(暫定),曇(暫定),18,13:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アイガーリー,,牡,3,5,3,22,中京,T,1600,良,6,7,フローラ･1勝,33.6,後方,5,2,14,京都,T,1600,良,11,5,こぶし賞･1勝,35.7,先行,13,11,15,京都,T,1600,良,3,7,デイリーG2,35.2,先行,9,9,15,阪神,T,1600,良,1,7,新馬,33.7,逃げ,初,,,,,,,,,,,,
2,,2,,,,,ブレットパス,,牡,3,8,2,28,中山,T,2200,良,2,1,水仙賞･1勝*,35.7,ﾏｸﾘ,4,2,1,東京,T,1800,良,2,1,セントポ･1勝,32.5,差し,8,12,6,阪神,T,1800,良,1,1,未勝利*,33.0,差し,9,10,5,京都,T,1800,稍,2,1,新馬,34.8,先行,初,,,,,,,,,,,,
3,,3,,,,,キシダンチョウ,,牡,3,6,3,15,阪神,T,2400,良,4,2,ゆきやな･1勝,35.9,ﾏｸﾘ,11,12,28,阪神,T,1600,良,1,1,新馬,34.2,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ブラックシャリマー,,牡,3,10,2,14,京都,T,1800,良,1,4,未勝利,35.4,先行,9,12,14,阪神,T,2000,良,3,2,新馬,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ララファキュルテ,,牡,3,2,4,12,阪神,T,1600,良,1,1,未勝利,35.1,先行,12,1,18,京都,T,1600,良,2,5,未勝利,35.8,差し,3,12,28,阪神,T,1600,良,2,2,新馬,34.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ジャストビート,,牝,3,4,3,28,阪神,T,1800,良,6,5,君子蘭賞･1勝,35.4,後方,9,1,25,京都,T,1600,良,6,9,河津桜賞･1勝,36.2,後方,6,12,13,阪神,T,2000,良,7,9,エリカ賞･1勝,34.1,中団,4,11,16,京都,T,2000,良,6,8,黄菊賞･1勝*,35.2,後方,15,8,2,札幌,T,1800,良,1,3,未勝利*,35.4,先行,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030109,2026.4.25,土,京都,3京1,9,,1勝,芝,1400,C,2,良(暫定),曇(暫定),18,14:15,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,メイショウサチダケ,,牡,5,4,3,29,阪神,T,1400,良,2,5,１勝ｸﾗｽ,34.4,逃げ,8,2,1,京都,D,1400,良,8,5,１勝ｸﾗｽ,37.6,中団,3,1,10,京都,T,1400,良,5,9,１勝ｸﾗｽ,35.3,中団,3,12,20,中京,T,1400,稍,17,7,１勝ｸﾗｽ,37.1,先行,28,6,8,阪神,T,1400,良,8,4,１勝ｸﾗｽ,36.2,先行,3
1,,2,,,,,モンタルチーノ,,牡,4,29,10,4,京都,T,1200,重,14,2,１勝ｸﾗｽ,35.4,先行,3,9,13,阪神,T,1400,良,5,2,１勝ｸﾗｽ,35.3,先行,3,8,24,中京,T,1400,良,2,2,賢島特別･1勝,33.7,先行,13,5,24,京都,T,1600,稍,9,6,メルボル･1勝,37.5,中団,3,5,3,京都,T,1400,稍,3,4,１勝ｸﾗｽ*,33.6,差し,4
2,,3,,,,,ルクスアドラー,,牡,5,2,4,12,福島,T,1200,良,14,12,１勝ｸﾗｽ,33.6,後方,7,2,21,小倉,T,1200,良,13,16,１勝ｸﾗｽ,34.8,中団,15,11,9,福島,T,1200,良,9,10,１勝ｸﾗｽ,34.5,後方,15,7,27,札幌,T,1500,稍,5,5,１勝ｸﾗｽ,35.3,後方,3,7,5,函館,T,1200,稍,4,4,１勝ｸﾗｽ,34.6,差し,18
2,B,4,,,,,サリュエ,,牡,5,20,12,6,中京,T,1600,良,7,2,１勝ｸﾗｽ,34.3,中団,3,11,15,京都,T,1600,良,2,5,１勝ｸﾗｽ,34.0,差し,2,11,1,京都,T,1600,良,6,5,１勝ｸﾗｽ,33.6,中団,27,4,26,京都,T,1400,良,5,2,１勝ｸﾗｽ,33.8,中団,4,3,30,阪神,T,1400,良,2,3,１勝ｸﾗｽ,35.1,差し,2
3,,5,,,,,ラガークイン,,牝,5,連,4,18,阪神,T,1600,良,5,8,１勝ｸﾗｽ,33.1,先行,8,2,21,阪神,T,1600,良,8,11,１勝ｸﾗｽ,34.1,後方,11,12,6,阪神,T,1600,良,7,8,１勝ｸﾗｽ,33.7,中団,8,10,13,東京,T,1600,良,13,8,１勝ｸﾗｽ,34.1,中団,8,8,16,中京,T,1600,良,3,3,１勝ｸﾗｽ,33.7,先行,11
3,,6,,,,,コルドンブルー,,牝,4,4,3,29,阪神,T,1400,良,3,2,１勝ｸﾗｽ,33.8,差し,62,1,18,中京,T,1400,良,3,5,紅梅Ｓ(L),34.4,追込,5,12,14,中京,T,1400,良,1,1,未勝利・牝*,35.1,差し,9,10,14,新潟,T,1400,良,2,1,未勝利・牝*,35.8,差し,4,9,14,中京,T,1400,良,2,8,新馬,33.9,差し,初
4,,7,,,,,ペールノエル,,セ,4,6,3,15,阪神,T,1600,良,3,4,１勝ｸﾗｽ,34.7,先行,6,1,31,京都,T,1600,良,5,7,１勝ｸﾗｽ,34.5,先行,22,8,30,札幌,T,1500,稍,2,5,未勝利,35.6,差し,7,7,13,函館,T,2000,良,8,3,未勝利,37.4,先行,2,6,28,函館,T,2000,稍,5,6,未勝利,36.1,後方,2
4,,8,,,,,スウィートリワード,,牝,5,2,4,11,福島,T,1200,良,8,13,１勝ｸﾗｽ・牝,33.9,後方,11,1,25,小倉,T,1200,良,16,8,八幡特別･1勝,35.2,後方,28,7,12,函館,D,1700,良,10,3,１勝ｸﾗｽ・牝,39.8,後方,2,6,29,函館,T,1200,良,6,2,１勝ｸﾗｽ・牝,34.7,中団,2,6,14,函館,T,1200,良,4,7,１勝ｸﾗｽ,34.8,差し,4
5,,9,,,,,セクシーマージュ,,牝,4,6,3,15,中京,T,1200,良,9,2,１勝ｸﾗｽ,34.4,中団,6,1,31,小倉,T,1200,良,6,1,１勝ｸﾗｽ,34.3,中団,11,11,16,福島,T,1200,良,3,1,１勝ｸﾗｽ,34.9,差し,4,10,18,京都,T,1400,良,5,2,１勝ｸﾗｽ,34.1,先行,7,8,31,中京,T,1600,良,5,4,１勝ｸﾗｽ,35.0,先行,3
5,,10,,,,,ダガーリング,,牡,4,6,3,15,中京,T,1200,良,10,12,１勝ｸﾗｽ,33.5,後方,16,11,22,福島,T,1200,良,6,1,１勝ｸﾗｽ,34.1,後方,2,11,8,福島,T,1200,良,2,13,１勝ｸﾗｽ,34.5,先行,7,9,21,中山,T,1200,良,11,14,１勝ｸﾗｽ,33.1,後方,5,8,17,札幌,T,1200,稍,6,11,小樽特別･1勝,34.7,後方,2
6,,11,,,,,シャインズオンユー,,牡,5,連,4,19,福島,T,1200,良,14,13,須賀川特･1勝,33.4,後方,3,3,29,阪神,T,1400,良,13,7,１勝ｸﾗｽ,34.9,後方,6,2,14,小倉,T,1200,良,10,5,１勝ｸﾗｽ,34.7,後方,連,2,8,小倉,T,1200,良,4,14,１勝ｸﾗｽ,33.5,追込,9,12,7,中京,T,1400,良,17,17,１勝ｸﾗｽ,34.3,中団,14
6,,12,,,,,ヒットザグラウンド,,牝,4,8,3,1,小倉,T,1200,良,17,7,１勝ｸﾗｽ,37.9,中団,3,2,8,小倉,T,1200,良,5,6,１勝ｸﾗｽ,34.6,中団,8,12,13,中京,T,1200,良,10,4,１勝ｸﾗｽ,32.7,後方,17,8,17,札幌,T,1500,稍,6,8,１勝ｸﾗｽ・牝,35.7,中団,4,7,20,函館,T,1200,良,1,3,未勝利,34.3,差し,2
7,B,13,,,,,イリスアスール,,牝,5,9,2,22,小倉,T,1200,良,13,10,１勝ｸﾗｽ・牝,35.4,先行,10,12,14,中京,T,1600,稍,8,14,１勝ｸﾗｽ,35.4,逃げ,4,11,15,福島,T,1200,良,9,8,１勝ｸﾗｽ・若,35.0,中団,12,8,23,札幌,T,1500,稍,10,6,１勝ｸﾗｽ,37.5,先行,5,7,19,函館,T,1200,良,6,5,１勝ｸﾗｽ・牝,35.0,先行,8
