レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010501,2026.4.25,土,福島,1福5,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,09:45,牝,馬齢,３歳
1,,1,,,,,フミサウンド,,牡,6,10,2,15,東京,D,1400,良,12,9,２勝ｸﾗｽ,37.0,先行,11,11,30,東京,D,1400,良,14,11,アプロー･2勝,37.7,後方,4,11,1,東京,D,1400,重,3,9,２勝ｸﾗｽ,35.2,差し,20,6,15,函館,T,1200,良,14,11,函館日刊･2勝,35.2,後方,3,5,24,東京,D,1600,良,6,13,２勝ｸﾗｽ,36.0,中団,4
1,,2,,,,,セイウンデセオ,,牝,5,8,3,1,小倉,T,1200,良,7,3,西日本新･2勝,34.7,中団,4,2,1,小倉,T,1200,良,1,5,１勝ｸﾗｽ,33.5,差し,11,11,15,福島,T,1200,良,6,1,１勝ｸﾗｽ・若,34.4,後方,8,9,21,中山,T,1200,良,10,2,１勝ｸﾗｽ,33.2,後方,9,7,20,福島,T,1200,良,2,2,南相馬特･1勝,33.9,追込,2
2,,3,,,,,インブロリオ,,牝,4,10,2,15,小倉,T,1200,稍,9,2,大濠特Ｈ･2勝,34.8,中団,5,1,10,京都,T,1200,良,17,2,鹿ケ谷Ｈ･2勝,33.9,後方,17,9,15,阪神,T,1400,良,4,1,モーリ･2勝,34.6,先行,8,7,20,小倉,T,1200,良,2,2,耶馬渓特･2勝,34.9,先行,3,6,28,小倉,T,1200,良,1,1,１勝ｸﾗｽ,34.7,先行,11
2,B,4,,,,,ウィンストン,,牡,4,連,4,18,福島,T,1200,良,1,3,１勝ｸﾗｽ,34.5,逃げ,8,2,21,小倉,T,1200,良,5,4,１勝ｸﾗｽ,35.5,先行,9,12,20,中京,T,1400,稍,6,10,１勝ｸﾗｽ,34.7,中団,16,8,30,札幌,T,1200,稍,6,1,１勝ｸﾗｽ,35.5,中団,5,7,27,中京,T,1200,良,5,1,１勝ｸﾗｽ,34.2,先行,3
3,B,5,,,,,モズトキキ,,牝,5,6,3,14,阪神,T,1200,良,12,9,讃岐特別･2勝,33.8,後方,9,1,10,京都,T,1200,良,10,12,鹿ケ谷Ｈ･2勝,34.1,中団,3,12,20,阪神,T,1200,良,4,13,２勝ｸﾗｽ,34.3,差し,29,5,31,京都,T,1400,良,13,9,２勝ｸﾗｽ,35.4,後方,5,4,26,福島,T,1200,良,外,--,福島中Ｈ･2勝,----,,10
3,,6,,,,,クイーンズデイ,,牝,4,3,4,4,阪神,T,1200,稍,4,4,２勝ｸﾗｽ,33.4,先行,3,3,14,阪神,T,1200,良,5,6,讃岐特別･2勝,33.6,中団,10,1,4,京都,T,1400,良,5,6,２勝ｸﾗｽ,34.0,先行,3,12,13,中京,T,1200,良,1,9,１勝ｸﾗｽ,33.0,差し,4,11,15,福島,T,1200,良,3,6,１勝ｸﾗｽ・牝,34.8,差し,11
4,,7,,,,,ヴァンヴィーヴ,,牡,5,2,4,11,福島,T,1200,良,2,1,花見山特･2勝,33.9,差し,12,1,17,中山,T,1200,良,2,1,２勝ｸﾗｽ,33.3,差し,3,12,27,中山,T,1200,良,4,2,ベストウ･2勝,34.2,追込,3,12,6,中山,T,1200,良,2,2,２勝ｸﾗｽ,33.0,差し,4,11,8,福島,T,1200,良,2,1,飯坂温泉･2勝,35.0,先行,14
4,,8,,,,,タガノスペルノヴァ,,牡,8,35,8,23,中京,T,1600,良,10,12,有松特別･2勝,33.4,後方,3,8,3,中京,T,1600,良,7,7,納屋橋特･2勝,33.7,後方,2,7,20,小倉,T,1200,良,15,17,耶馬渓特･2勝,34.5,後方,12,4,26,京都,T,1600,良,6,8,２勝ｸﾗｽ,33.8,中団,2,4,13,福島,T,1200,良,8,9,花見山特･2勝,35.3,後方,13
5,,9,,,,,バシレウスシチー,,牡,7,12,2,1,小倉,T,1200,良,12,14,周防灘特･2勝,34.5,中団,12,11,8,福島,T,1200,良,16,12,飯坂温泉･2勝,36.2,先行,28,4,26,福島,T,1200,良,4,8,福島中Ｈ･2勝,34.1,差し,10,2,16,小倉,T,1200,良,7,5,大濠特Ｈ･2勝,35.5,先行,2,2,2,小倉,T,1200,稍,4,6,周防灘特･2勝,35.5,先行,8
5,,10,,,,,ソレントフレイバー,,牡,7,24,11,8,福島,T,1200,良,7,8,飯坂温泉･2勝,34.8,後方,3,10,19,新潟,T,1000,良,4,10,飛翼特別･2勝,33.0,追込,19,6,7,東京,T,1400,良,11,12,由比ヶＨ･2勝,33.6,後方,2,5,25,新潟,T,1200,稍,1,2,１勝ｸﾗｽ,35.2,追込,4,4,27,福島,T,1200,良,6,3,１勝ｸﾗｽ・若,34.2,中団,2
6,,11,,,,,セントールビースト,,牡,4,2,4,12,福島,D,1150,良,2,12,喜多方特･2勝,37.4,先行,9,2,10,京都,D,1200,良,11,13,２勝ｸﾗｽ,38.3,中団,2,1,24,京都,D,1200,良,10,13,２勝ｸﾗｽ,36.8,中団,12,11,2,京都,D,1200,稍,15,5,２勝ｸﾗｽ,38.6,中団,3,10,12,京都,D,1200,良,7,6,円山特別･2勝,36.6,先行,13
6,,12,,,,,マテンロウボンド,,牡,7,43,6,28,小倉,T,1800,良,5,4,柳川特別･2勝,37.2,後方,6,5,18,東京,T,1600,良,6,3,テレ玉杯･2勝,33.1,後方,2,5,3,京都,T,1400,良,4,3,御池特別･2勝,34.1,差し,7,3,16,中京,T,1400,重,2,2,岡崎特Ｈ･2勝,35.2,追込,5,2,8,東京,T,1400,良,4,3,テレビＨ･2勝,34.1,追込,7
7,,13,,,,,スネーフリンガ,,牝,4,8,2,28,小倉,T,1200,稍,1,9,１勝ｸﾗｽ,34.8,先行,4,2,1,小倉,T,1200,良,7,8,１勝ｸﾗｽ,34.3,中団,10,11,22,福島,T,1200,良,8,7,１勝ｸﾗｽ,34.1,後方,2,11,8,福島,T,1200,良,5,5,１勝ｸﾗｽ,34.3,中団,9,9,7,札幌,T,1200,稍,7,6,１勝ｸﾗｽ,35.6,先行,6
7,,14,,,,,シュブロンレーヴル,,牝,5,8,3,1,小倉,T,1200,良,2,9,西日本新･2勝,35.0,先行,4,2,1,小倉,T,1200,良,4,11,周防灘特･2勝,33.7,差し,14,10,26,京都,T,1200,稍,7,9,壬生特別･2勝,34.0,先行,3,10,5,京都,T,1200,稍,4,14,２勝ｸﾗｽ,33.4,追込,7,8,16,中京,T,1200,良,7,8,知多特別･2勝,33.6,中団,5
8,,15,,,,,マイネルラッシュ,,牡,6,8,3,1,小倉,T,1200,良,11,15,西日本新･2勝,34.5,中団,2,2,15,小倉,T,1200,稍,3,14,大濠特Ｈ･2勝,33.9,追込,5,1,10,京都,T,1200,良,16,15,鹿ケ谷Ｈ･2勝,33.9,後方,6,11,29,京都,T,1200,良,12,16,２勝ｸﾗｽ,33.7,後方,27,5,24,新潟,T,1200,良,9,8,大日岳特･2勝,33.7,後方,4
8,,16,,,,,ヴェントゥーラ,,牝,4,6,3,15,中京,T,1200,良,1,1,１勝ｸﾗｽ,34.1,逃げ,2,3,1,小倉,T,1200,良,4,2,１勝ｸﾗｽ,36.2,逃げ,54,2,15,小倉,T,1200,良,1,10,未勝利,34.9,逃げ,11,11,30,京都,T,1400,良,9,7,未勝利*,36.3,先行,4,11,2,京都,T,1600,重,5,8,新馬・牝,36.9,逃げ,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010511,2026.4.25,土,福島,1福5,11,福島中央テレビ杯,3勝,ダート,1150,,2,良(暫定),晴(暫定),16,15:15,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ジェネラーレ,,牡,5,8,2,28,中山,D,1200,稍,8,7,春風ＳＨ･3勝,38.1,逃げ,8,1,5,京都,D,1200,良,15,5,門松Ｓ･3勝,38.5,先行,3,12,13,中山,D,1200,良,3,4,アクアＨ･3勝,36.4,差し,4,11,15,京都,D,1200,良,1,3,深草特別･2勝,36.4,逃げ,3,10,26,京都,D,1400,重,14,7,嵯峨野Ｈ･2勝,38.5,逃げ,23
2,B,2,,,,,イマージョン,,牡,4,2,4,12,福島,D,1150,良,1,1,喜多方特･2勝,37.4,先行,3,3,22,中山,D,1200,良,5,3,鎌ケ谷特･2勝,37.4,逃げ,8,1,24,京都,D,1200,良,9,4,２勝ｸﾗｽ,37.2,先行,3,1,4,京都,D,1200,良,1,2,１勝ｸﾗｽ,36.0,先行,2,12,20,阪神,D,1200,良,2,1,１勝ｸﾗｽ,36.6,先行,5
3,,3,,,,,キタノソワレ,,牝,5,2,4,11,中山,D,1200,稍,3,9,卯月Ｓ･3勝,35.1,差し,5,3,7,阪神,D,1200,稍,6,10,なにわＳ･3勝,35.4,後方,4,2,7,京都,D,1200,良,3,11,橿原ＳＨ･3勝,35.0,追込,4,1,12,中山,D,1200,良,7,9,初春ＳＨ･3勝,36.5,中団,5,12,6,阪神,D,1200,良,10,10,妙見山Ｓ･3勝,35.8,後方,4
4,,4,,,,,スノーサイレンス,,牝,4,12,1,31,小倉,D,1000,良,1,1,有田特別･2勝,36.2,差し,3,1,11,中山,D,1200,良,4,1,２勝ｸﾗｽ,38.6,先行,3,12,20,中山,D,1200,良,2,3,２勝ｸﾗｽ,36.4,先行,9,10,19,新潟,D,1200,稍,1,1,１勝ｸﾗｽ,36.0,逃げ,14,7,12,小倉,T,1200,良,3,1,１勝ｸﾗｽ,35.6,先行,2
5,B,5,,,,,ビルカール,,牡,6,7,3,7,阪神,D,1200,稍,3,8,なにわＳ･3勝,36.9,先行,6,1,25,中山,D,1200,良,6,9,江戸川Ｓ･3勝,37.9,中団,6,12,13,中山,D,1200,良,10,11,アクアＨ･3勝,37.4,逃げ,8,10,19,京都,D,1400,良,11,15,京都競Ｈ･3勝,36.5,先行,17,6,22,函館,T,1200,重,14,13,ＵＨＢＨ･3勝,34.4,後方,9
5,B,6,,,,,ワークソング,,牡,5,17,12,28,中山,D,1200,良,13,3,フェアウ･3勝,38.8,中団,6,11,15,福島,D,1150,良,4,2,フルーツ･3勝,36.3,差し,13,8,16,新潟,D,1200,良,4,8,上越Ｓ･3勝,35.7,差し,4,7,19,福島,D,1150,良,1,4,米沢特別･2勝,36.0,差し,7,6,1,京都,D,1200,良,7,6,２勝ｸﾗｽ,36.6,中団,7
6,,7,,,,,ゴールドハンマー,,牝,4,14,1,17,中山,D,1200,良,1,3,２勝ｸﾗｽ,36.8,差し,8,11,23,東京,D,1600,良,9,3,２勝ｸﾗｽ,35.7,後方,5,10,19,東京,D,1400,良,1,2,１勝ｸﾗｽ,36.2,先行,16,6,29,福島,D,1150,良,2,1,１勝ｸﾗｽ,36.7,先行,13,3,29,中山,D,1200,良,1,1,未勝利・牝,37.1,先行,3
6,B,8,,,,,プレゼンティーア,,牝,5,2,4,11,中山,D,1200,稍,1,5,２勝ｸﾗｽ・牝,37.4,逃げ,8,2,15,京都,D,1200,良,6,9,２勝ｸﾗｽ・牝,36.2,中団,13,11,15,福島,D,1150,良,1,2,１勝ｸﾗｽ,37.5,逃げ,5,10,13,京都,D,1400,良,9,3,１勝ｸﾗｽ・牝,39.1,逃げ,2,9,28,阪神,D,1400,良,3,4,１勝ｸﾗｽ,38.3,先行,14
7,B,9,,,,,サザンエルフ,,牝,7,8,2,28,中山,D,1200,稍,6,9,春風ＳＨ･3勝,36.5,中団,7,1,12,中山,D,1200,良,3,8,初春ＳＨ･3勝,37.0,差し,4,12,13,中山,D,1200,良,5,5,アクアＨ･3勝,36.4,先行,11,9,28,中山,D,1200,良,16,7,外房ＳＨ･3勝,39.0,先行,15,6,15,阪神,D,1200,重,9,4,リボンＨ･3勝,37.3,先行,6
7,,10,,,,,シャカシャカシー,,牡,5,11,2,7,京都,D,1200,良,16,8,橿原ＳＨ･3勝,37.5,中団,8,12,13,中山,D,1200,良,13,10,アクアＨ･3勝,37.8,先行,4,11,15,福島,D,1150,良,11,4,フルーツ･3勝,37.7,先行,31,4,13,福島,D,1150,良,12,1,やまびこ･3勝,38.7,中団,10,2,1,小倉,D,1000,重,1,1,有田特別･2勝,34.7,先行,4
8,B,11,,,,,ルージュアズライト,,牝,6,8,2,28,中山,D,1200,稍,13,11,春風ＳＨ･3勝,37.7,中団,9,12,28,中山,D,1200,良,6,9,フェアウ･3勝,37.2,中団,5,11,22,福島,D,1150,良,1,2,福島放送･2勝,37.0,先行,18,7,19,福島,D,1150,良,5,2,米沢特別･2勝,36.7,中団,3,6,29,福島,D,1150,良,1,5,１勝ｸﾗｽ,36.2,逃げ,15
8,,12,,,,,カウスリップ,,牝,4,17,12,28,中山,D,1200,良,10,6,フェアウ･3勝,38.4,先行,13,9,28,中山,D,1200,良,9,2,外房ＳＨ･3勝,37.4,先行,6,8,17,札幌,D,1000,稍,1,2,大通公園･2勝,35.5,先行,6,7,6,函館,T,1200,稍,6,5,立待岬特･2勝,35.2,逃げ,2,6,21,函館,T,1200,良,1,1,下北半島･1勝,34.6,逃げ,10
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010512,2026.4.25,土,福島,1福5,12,,1勝,芝,1800,B,4,良(暫定),晴(暫定),16,16:00,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,グランセゾン,,牝,4,11,2,8,小倉,T,1800,良,10,3,１勝ｸﾗｽ・若,37.1,先行,2,1,25,小倉,T,1800,良,6,3,１勝ｸﾗｽ・牝,36.6,先行,14,10,18,新潟,T,2200,良,4,1,岩船特別･1勝,35.7,差し,3,9,27,中山,T,2200,良,3,4,１勝ｸﾗｽ,34.4,先行,5,8,23,札幌,T,2000,稍,1,3,未勝利,35.8,先行,3
1,,2,,,,,ニシノコマチムスメ,,牝,5,9,2,21,小倉,T,1800,良,10,6,１勝ｸﾗｽ・牝,35.7,後方,2,2,7,小倉,T,2000,稍,6,12,１勝ｸﾗｽ・牝,36.0,中団,2,1,25,小倉,T,1800,良,4,14,１勝ｸﾗｽ・牝,36.2,差し,6,12,14,中京,T,2000,稍,10,14,１勝ｸﾗｽ・牝,35.8,先行,5,11,8,福島,T,1800,良,10,8,１勝ｸﾗｽ・若,35.4,後方,9
2,,3,,,,,アルシャンティ,,牝,4,12,1,31,小倉,T,1200,良,15,9,１勝ｸﾗｽ,34.4,後方,11,11,16,盛岡,D,1400,良,1,1,Ｃ１　,----,先行,4,10,20,盛岡,D,1400,稍,1,1,Ｃ１七,----,先行,2,10,7,水沢,D,1400,稍,消,--,Ｃ１十,----,,7,8,16,札幌,T,1500,良,14,3,未勝利,42.6,先行,2
2,,4,,,,,モアニ,,牝,5,4,3,29,中京,T,2200,良,13,11,１勝ｸﾗｽ,35.1,後方,5,2,21,小倉,T,1800,良,9,9,１勝ｸﾗｽ・牝,35.4,後方,23,9,14,阪神,T,1600,良,11,11,１勝ｸﾗｽ・牝,33.7,中団,5,8,9,中京,T,1600,良,8,7,１勝ｸﾗｽ・牝,34.4,後方,8,6,14,阪神,T,1600,重,3,7,１勝ｸﾗｽ・牝,34.9,追込,2
3,,5,,,,,ウインアリス,,牝,5,6,3,15,中山,D,1200,良,16,14,１勝ｸﾗｽ・牝,37.8,後方,22,10,13,東京,D,1300,良,10,13,１勝ｸﾗｽ,38.2,先行,5,9,7,札幌,T,1200,稍,11,13,１勝ｸﾗｽ,35.6,後方,23,3,29,中京,T,1600,稍,15,15,１勝ｸﾗｽ,36.6,中団,7,2,7,笠松,D,1400,良,1,1,にな、,----,逃げ,2
3,,6,,,,,カポレイラ,,牝,4,11,2,7,東京,D,1600,良,10,12,１勝ｸﾗｽ・牝,38.5,中団,8,12,14,中京,T,2000,稍,13,16,１勝ｸﾗｽ・牝,35.1,後方,15,8,31,札幌,D,1700,稍,10,4,１勝ｸﾗｽ・牝,38.4,後方,5,7,27,札幌,D,1700,不,5,7,１勝ｸﾗｽ・牝,37.7,後方,5,6,22,東京,D,1600,良,8,11,１勝ｸﾗｽ・牝,37.9,中団,12
4,,7,,,,,ラッキーダンス,,牝,4,4,3,28,中山,D,1800,重,12,7,１勝ｸﾗｽ・牝,40.2,後方,5,2,22,小倉,T,2000,良,13,13,１勝ｸﾗｽ,37.1,中団,2,2,8,小倉,T,1800,良,4,14,１勝ｸﾗｽ・若,35.3,差し,11,11,22,京都,T,2000,良,13,14,２勝ｸﾗｽ,36.3,中団,2,11,9,福島,T,1800,良,9,14,二本松特･1勝,36.8,先行,8
4,,8,,,,,ビスケットマリー,,牝,4,8,3,1,中山,D,1800,稍,11,11,１勝ｸﾗｽ・牝,38.7,後方,2,2,15,小倉,D,1700,稍,5,10,１勝ｸﾗｽ,39.0,中団,連,2,7,小倉,T,2000,稍,11,18,１勝ｸﾗｽ・牝,36.4,後方,8,12,16,水沢,D,1600,重,1,2,Ｃ１二,----,逃げ,2,12,1,水沢,D,1600,稍,1,4,Ｃ１四,----,先行,2
5,,9,,,,,キューティリップ,,牝,4,3,4,4,中山,T,2000,良,4,4,１勝ｸﾗｽ,35.9,差し,3,3,14,中山,T,2000,良,5,6,房総特別･2勝,35.1,中団,4,2,14,東京,T,1600,良,12,2,１勝ｸﾗｽ,34.5,後方,12,11,22,福島,T,1800,良,3,2,高湯温泉･1勝,34.3,差し,7,10,4,東京,T,2000,良,3,2,１勝ｸﾗｽ・牝,32.6,差し,4
5,,10,,,,,ペプロス,,牝,4,13,1,24,中山,T,1600,良,7,8,１勝ｸﾗｽ,34.6,中団,6,12,14,中京,T,2000,稍,14,8,１勝ｸﾗｽ・牝,36.2,先行,17,8,16,新潟,T,1800,良,5,9,中郷特別･1勝,35.0,先行,6,7,5,福島,T,1800,良,1,4,未勝利,35.8,逃げ,28,12,21,中山,T,1600,良,4,7,未勝利*,36.0,先行,19
6,,11,,,,,エナジーショット,,牝,4,2,4,11,福島,T,1800,良,8,12,浄土平特･1勝,36.5,先行,15,12,27,中山,D,1800,稍,15,6,１勝ｸﾗｽ,43.5,後方,2,12,14,中京,T,1600,稍,13,5,１勝ｸﾗｽ,34.3,後方,13,9,14,中山,T,1600,良,8,3,１勝ｸﾗｽ,34.0,中団,9,7,12,福島,T,2000,良,4,1,１勝ｸﾗｽ,37.4,先行,2
6,B,12,,,,,レモンバーム,,牝,4,4,3,28,中京,T,1600,良,3,5,１勝ｸﾗｽ・牝,34.3,逃げ,11,1,11,中山,T,1600,良,6,9,１勝ｸﾗｽ,36.4,逃げ,2,12,28,阪神,T,1600,良,3,11,フォーＨ･2勝,34.4,先行,3,12,6,中京,T,1600,良,9,13,１勝ｸﾗｽ,34.5,中団,17,8,10,新潟,T,1400,重,10,12,１勝ｸﾗｽ,36.4,中団,2
7,,13,,,,,クイーンズワーフ,,牝,5,9,2,21,小倉,T,1800,良,2,7,１勝ｸﾗｽ・牝,36.6,逃げ,2,2,8,小倉,T,1800,良,6,5,１勝ｸﾗｽ・若,36.4,先行,7,12,21,中京,T,1600,稍,7,6,１勝ｸﾗｽ・牝,35.5,中団,2,12,6,中京,T,1600,良,2,12,１勝ｸﾗｽ,34.5,逃げ,6,10,26,新潟,T,1600,稍,12,7,柏崎特別･1勝,36.5,先行,3
7,,14,,,,,ハレアカラフラ,,牝,6,9,2,21,小倉,T,1800,良,11,8,１勝ｸﾗｽ・牝,36.8,先行,連,2,14,小倉,T,1800,良,3,8,１勝ｸﾗｽ,35.7,逃げ,9,12,13,中京,D,1400,良,14,11,１勝ｸﾗｽ,38.5,中団,6,11,1,京都,T,1600,良,14,11,１勝ｸﾗｽ,34.9,逃げ,3,10,12,京都,T,1600,良,6,14,１勝ｸﾗｽ,34.4,先行,37
8,,15,,,,,リアルセンター,,牝,5,2,4,12,福島,T,2000,良,13,11,１勝ｸﾗｽ・若,36.3,中団,6,2,28,小倉,T,2000,稍,7,11,１勝ｸﾗｽ・牝,37.4,中団,2,2,15,小倉,T,2000,稍,14,12,１勝ｸﾗｽ,38.0,先行,72,9,29,中山,T,2200,良,10,8,１勝ｸﾗｽ,35.8,先行,2,9,15,中山,T,2000,良,4,4,１勝ｸﾗｽ・牝,34.4,差し,8
8,,16,,,,,オリーボーレン,,牝,5,28,10,11,京都,T,1800,良,6,4,１勝ｸﾗｽ・牝,35.3,逃げ,4,9,14,阪神,T,1600,良,3,8,１勝ｸﾗｽ・牝,33.4,先行,5,8,9,中京,T,1600,良,9,4,１勝ｸﾗｽ・牝,34.8,中団,11,5,24,新潟,T,2000,良,6,2,石打特別･1勝,34.6,中団,3,5,3,新潟,T,1600,良,2,4,１勝ｸﾗｽ・牝,34.5,差し,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020101,2026.4.25,土,東京,2東1,1,,未勝利,ダート,1600,,2,重(暫定),曇(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アルペンローゼ,,牝,3,7,3,8,中山,T,1800,良,12,7,未勝利,38.9,先行,3,2,14,東京,T,1800,良,4,9,未勝利・牝,34.4,先行,13,11,16,東京,D,1600,良,10,10,新馬,37.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ロンドンプライド,,牝,3,28,10,13,東京,D,1600,良,止,10,未勝利・牝*,----,,13,7,12,福島,T,1800,良,9,6,未勝利*,38.9,先行,3,6,22,東京,T,1600,良,9,12,新馬,35.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,イサチルニャーニャ,,牝,3,連,4,18,福島,D,1150,良,16,10,未勝利,39.5,中団,21,11,24,東京,T,1400,良,10,12,新馬,35.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ソフィアプルーマ,,牝,3,9,2,22,東京,D,1400,良,13,14,未勝利,38.1,中団,9,12,20,中山,D,1800,良,12,10,新馬,41.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,アンチェーン,,牝,3,4,3,29,中山,D,1200,稍,2,5,未勝利,36.9,差し,8,1,31,東京,D,1400,良,11,6,未勝利・牝,37.5,後方,4,1,4,中山,D,1200,稍,3,2,新馬,39.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,バターショコラ,,牝,3,10,2,15,東京,D,1600,良,4,7,新馬,37.1,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,ハピネスドリーム,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,サーロー,,牝,3,3,4,5,中山,D,1800,不,11,7,未勝利・牝,41.0,中団,4,3,8,中山,D,1800,稍,4,11,未勝利・牝,41.6,差し,17,11,8,東京,D,1600,良,5,6,未勝利・牝*,38.2,中団,2,10,25,東京,D,1400,稍,11,12,新馬,37.0,後方,初,,,,,,,,,,,,
6,,9,,,,,ロット,,牝,3,2,4,11,中山,D,1800,重,8,10,未勝利・牝,40.4,中団,4,3,14,中山,D,1800,良,5,14,未勝利・牝,39.2,中団,連,3,8,中山,D,1800,稍,10,11,未勝利,41.2,後方,4,2,7,京都,D,1400,良,10,10,未勝利,37.5,後方,3,1,18,中山,D,1200,良,7,8,未勝利,39.4,中団,5
6,B,10,,,,,アッシュグレイス,,牝,3,2,4,12,福島,T,1200,良,12,9,未勝利,36.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,11,,,,,ローズライズ,,牝,3,5,3,19,浦和,D,1400,良,8,8,ツイン,----,中団,5,2,14,小倉,D,1000,良,13,12,未勝利,36.6,後方,5,1,10,中山,D,1200,良,14,11,未勝利・牝,38.2,後方,9,11,8,東京,D,1300,良,11,8,未勝利*,37.7,後方,3,10,18,新潟,D,1200,良,15,3,新馬,38.4,後方,初
7,,12,,,,,エリカビアリッツ,,牝,3,34,8,30,札幌,T,1500,稍,2,1,未勝利・牝*,36.2,先行,3,8,10,札幌,T,1500,良,3,1,新馬・牝,35.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,リケアマカロニ,,牝,3,4,3,29,中山,D,1800,稍,5,6,未勝利・牝,39.3,中団,4,2,28,中山,D,1800,重,5,3,未勝利,39.9,中団,12,12,6,中山,D,1800,良,6,6,未勝利・牝*,41.3,先行,3,11,16,東京,D,1600,良,3,13,新馬,37.0,差し,初,,,,,,,,,,,,
8,,14,,,,,ダイユウアドバンス,,牝,3,3,4,5,中山,D,1800,不,6,13,未勝利,41.1,先行,3,3,15,中山,D,1800,良,13,11,未勝利・牝,41.0,後方,2,3,1,中山,D,1800,稍,8,11,未勝利・牝,40.7,中団,3,2,10,東京,D,1600,稍,10,14,未勝利・牝,38.5,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042505020102,2026.4.25,土,東京,2東1,2,,未勝利,ダート,1400,,2,重(暫定),曇(暫定),16,10:35,,馬齢,３歳
