レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010401,2026.8.2,日,札幌,1札4,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,牝,馬齢,３歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010411,2026.8.2,日,札幌,1札4,11,北海道新聞杯クイーンＳ,Ｇ３,芝,1800,A,4,稍(暫定),曇(暫定),14,15:25,牝,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,フレミングフープ,,牝,5,21,3,7,中山,T,1800,稍,12,8,中山牝馬ＨG3,36.2,中団,6,1,24,小倉,T,2000,良,5,6,小倉牝馬ＨG3,34.1,中団,10,11,16,東京,T,1800,良,1,3,ユートピ･3勝,32.9,追込,4,10,19,新潟,T,2200,良,2,5,新潟牝馬(L),34.7,先行,5,9,15,中山,T,1800,良,1,2,ディー･2勝,33.1,差し,4
2,,2,,,,,ケリフレッドアスク,,牝,4,5,6,28,函館,T,2000,良,2,7,函館記念ＨG3,34.6,差し,6,5,17,東京,T,1600,良,14,16,ヴィクトG1,32.8,後方,4,4,19,福島,T,1800,良,4,10,福島牝馬G3,34.0,追込,6,3,7,中山,T,1800,稍,8,13,中山牝馬ＨG3,35.2,後方,16,11,16,京都,T,2200,良,14,16,エリザベG1,35.9,中団,4
3,,3,,,,,カテリーナ,,牝,5,3,7,11,函館,T,1800,稍,1,2,五稜郭Ｓ･3勝,34.8,先行,4,6,13,函館,T,1800,稍,1,5,松前特別･2勝,33.8,差し,29,11,24,福島,T,1800,良,15,4,五色沼特･2勝,35.2,中団,11,9,7,札幌,T,1800,稍,7,3,ＨＴＢ賞･2勝,36.4,後方,4,8,9,札幌,T,2000,稍,2,3,藻岩山特･2勝,34.7,先行,3
3,,4,,,,,リラボニート,,牝,5,3,7,12,函館,T,1800,重,6,9,巴賞,35.9,中団,16,3,22,中京,T,1400,良,9,11,愛知杯G3,33.6,中団,5,2,14,京都,T,1600,良,3,5,洛陽ＳＨ(L),33.3,先行,5,1,12,中山,T,1600,良,9,3,ニューイ(L),34.5,中団,3,12,20,中山,T,1600,良,2,6,ターコイＨG3,34.2,先行,10
4,,5,,,,,アンゴラブラック,,牝,5,11,5,16,新潟,T,2000,良,10,3,新潟大賞ＨG3,34.4,中団,10,3,7,中山,T,1800,稍,13,1,中山牝馬ＨG3,36.5,中団,9,1,4,中山,T,2000,良,2,1,中山金杯ＨG3,34.1,差し,12,10,12,東京,T,1800,良,2,6,アイルラG2,33.0,先行,15,6,28,福島,T,2000,良,1,1,バーデン･3勝,35.9,先行,10
4,,6,,,,,クリノメイ,,牝,4,21,3,7,中山,T,1800,稍,15,12,中山牝馬ＨG3,35.6,後方,6,1,24,小倉,T,2000,良,9,10,小倉牝馬ＨG3,34.1,中団,9,11,22,福島,T,2000,良,9,6,福島記念ＨG3,34.3,中団,5,10,19,京都,T,2000,良,7,17,秋華賞G1,34.7,後方,2,10,2,船橋,D,1800,稍,9,3,マリーG3,----,後方,16
5,,7,,,,,ココナッツブラウン,,牝,6,11,5,17,東京,T,1600,良,5,7,ヴィクトG1,32.9,中団,16,1,24,小倉,T,2000,良,3,2,小倉牝馬ＨG3,34.1,差し,10,11,16,京都,T,2200,良,5,3,エリザベG1,34.6,後方,13,8,17,札幌,T,2000,稍,2,2,札幌記念G2,35.5,差し,2,8,3,札幌,T,1800,良,2,2,クイーンG3,34.0,追込,11
5,,8,,,,,エラトー,,牝,5,3,7,12,函館,T,1800,重,4,6,巴賞,35.8,先行,12,4,19,福島,T,1800,良,13,7,福島牝馬G3,35.4,中団,8,2,22,小倉,T,1800,良,12,3,小倉大賞ＨG3,36.0,先行,4,1,25,小倉,T,1800,良,1,6,壇之浦Ｓ･3勝,33.4,差し,25,8,2,札幌,T,2000,良,8,2,ＳＴＶＨ･3勝,35.2,先行,3
6,,9,,,,,エリカエクスプレス,,牝,4,11,5,17,東京,T,1600,良,4,5,ヴィクトG1,34.1,逃げ,10,3,7,中山,T,1800,稍,4,4,中山牝馬ＨG3,35.9,先行,16,11,16,京都,T,2200,良,12,5,エリザベG1,36.0,逃げ,4,10,19,京都,T,2000,良,2,5,秋華賞G1,35.4,逃げ,6,9,6,中山,T,1600,良,11,1,オータムＨG3,34.1,先行,15
6,,10,,,,,フェスティバルヒル,,牝,3,16,4,12,阪神,T,1600,良,17,8,桜花賞G1,35.7,中団,23,11,1,京都,T,1400,良,1,1,ファンタG3,33.1,追込,10,8,24,新潟,T,1600,良,3,3,新潟２歳G3,32.5,追込,9,6,22,阪神,T,1600,良,1,1,新馬,34.5,先行,初,,,,,,,,,,,,
7,,11,,,,,コガネノソラ,,牝,5,6,6,21,東京,T,1800,稍,5,3,府中牝馬ＨG3,34.4,後方,9,4,19,福島,T,1800,良,1,9,福島牝馬G3,34.1,差し,21,11,22,福島,T,2000,良,11,8,福島記念ＨG3,34.1,後方,43,1,25,小倉,T,2000,良,3,5,小倉牝馬ＨG3,35.5,追込,8,11,30,京都,T,2000,良,8,8,チャレンG3,36.2,中団,7
7,,12,,,,,ボンドガール,,牝,5,11,5,17,東京,T,1600,良,11,11,ヴィクトG1,33.3,中団,10,3,7,中山,T,1800,稍,10,5,中山牝馬ＨG3,35.3,後方,6,1,24,小倉,T,2000,良,2,8,小倉牝馬ＨG3,33.4,差し,5,12,20,中山,T,1600,良,11,3,ターコイＨG3,34.3,中団,5,11,16,京都,T,2200,良,11,12,エリザベG1,35.1,後方,5
8,,13,,,,,ルージュソリテール,,牝,4,6,6,21,東京,T,1800,稍,12,6,府中牝馬ＨG3,36.1,先行,10,4,11,阪神,T,1600,良,3,5,阪神牝馬G2,33.6,先行,2,3,28,中京,T,1600,良,1,1,マレーシ･3勝,34.0,先行,7,2,10,東京,T,1800,良,2,3,初音Ｓ･3勝,33.2,先行,16,10,19,京都,T,2000,良,8,12,秋華賞G1,35.4,中団,5
8,,14,,,,,ヴーレヴー,,牝,4,3,7,12,函館,T,1800,重,1,8,巴賞,35.4,先行,14,4,4,阪神,D,1400,稍,16,8,ポラリスＨ,39.5,中団,9,2,1,小倉,D,1700,良,11,7,門司Ｓ,38.5,先行,15,10,19,京都,T,2000,良,12,16,秋華賞G1,35.5,中団,5,9,14,阪神,T,1800,良,6,12,ローズＳG2,34.8,中団,18
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010412,2026.8.2,日,札幌,1札4,12,苫小牧特別,2勝,芝,1200,A,2,稍(暫定),曇(暫定),16,16:00,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,トウカイエルデ,,牡,5,3,7,11,函館,T,1200,稍,5,4,ＨＴＢ杯･2勝,34.4,中団,3,6,20,函館,T,1200,良,9,8,ＳＴＶ杯･2勝,34.2,後方,14,3,14,阪神,T,1200,良,6,2,讃岐特別･2勝,33.6,中団,4,2,15,小倉,T,1200,稍,2,8,大濠特Ｈ･2勝,34.7,先行,10,12,6,中山,T,1200,良,外,--,２勝ｸﾗｽ,----,,9
2,,2,,,,,デンプシー,,牡,3,3,7,12,福島,T,1200,稍,1,1,１勝ｸﾗｽ,34.4,先行,9,5,9,新潟,T,1200,良,2,6,ゆきつば･1勝,35.5,先行,4,4,11,福島,T,1200,良,1,1,未勝利,34.4,先行,4,3,15,中京,T,1400,良,3,6,未勝利,35.6,先行,33,7,26,新潟,T,1400,良,18,5,新馬,40.5,先行,初
3,,3,,,,,サンドロナイト,,牝,5,2,7,18,函館,T,1200,良,6,6,潮騒特別･2勝,34.3,後方,3,6,28,函館,T,1200,良,7,7,湯の川温･2勝,34.8,中団,12,4,4,阪神,T,1200,稍,7,5,２勝ｸﾗｽ,34.6,先行,37,7,20,小倉,T,1200,良,4,10,耶馬渓特･2勝,34.2,追込,7,5,31,京都,T,1400,良,10,7,２勝ｸﾗｽ,35.8,先行,16
3,,4,,,,,ホウオウヘッセン,,牡,3,2,7,19,函館,T,1200,重,1,1,１勝ｸﾗｽ,35.5,先行,10,5,9,新潟,T,1200,良,8,5,ゆきつば･1勝,35.9,先行,8,3,15,中山,T,1200,良,9,4,１勝ｸﾗｽ*,35.3,逃げ,12,12,21,中山,D,1200,不,1,1,未勝利*,36.8,逃げ,8,10,26,東京,T,1400,稍,6,2,新馬,34.9,中団,初
4,,5,,,,,マテンロウサン,,牡,4,40,10,25,東京,T,1400,稍,7,2,精進湖特･2勝,34.1,先行,24,5,11,京都,T,1400,良,3,2,橘Ｓ(L),33.3,差し,3,4,20,阪神,T,1600,良,1,1,１勝ｸﾗｽ*,33.0,先行,24,11,3,京都,D,1800,重,7,5,もちの木･1勝,40.0,先行,3,10,12,京都,T,1800,良,4,1,紫菊賞･1勝*,33.9,先行,6
4,,6,,,,,ニホンピロトッティ,,牝,5,3,7,11,小倉,T,1200,良,10,9,耶馬渓特･2勝,36.1,逃げ,19,3,1,阪神,D,1200,良,14,8,２勝ｸﾗｽ,38.1,先行,2,2,15,京都,D,1200,良,7,3,２勝ｸﾗｽ・牝,37.1,逃げ,11,11,29,京都,D,1200,良,4,4,２勝ｸﾗｽ,36.7,先行,4,11,2,京都,D,1200,稍,6,4,２勝ｸﾗｽ,36.5,先行,22
5,,7,,,,,ライツユーアップ,,牝,4,3,7,11,函館,T,1200,稍,4,7,ＨＴＢ杯･2勝,34.9,先行,2,6,28,函館,T,1200,良,9,12,湯の川温･2勝,34.7,中団,2,6,14,函館,T,1200,良,13,8,函館日刊･2勝,34.7,中団,7,4,26,東京,T,1400,良,9,7,２勝ｸﾗｽ・牝,33.8,中団,2,4,11,福島,T,1200,良,1,4,１勝ｸﾗｽ・牝,34.0,先行,2
5,,8,,,,,ベビーズブレス,,牝,4,4,7,5,函館,T,1200,良,6,5,立待岬特･2勝,34.7,先行,3,6,14,函館,T,1200,良,5,7,函館日刊･2勝,34.9,先行,13,3,14,阪神,T,1200,良,14,11,讃岐特別･2勝,34.5,中団,4,2,15,小倉,T,1200,稍,16,9,大濠特Ｈ･2勝,36.6,先行,11,11,29,京都,T,1200,良,7,6,２勝ｸﾗｽ,34.4,中団,12
6,,9,,,,,ピースフルナイト,,牝,6,7,6,14,阪神,T,1200,良,11,11,武庫川特･2勝,35.5,先行,14,3,8,中山,T,1200,良,12,12,２勝ｸﾗｽ,34.4,中団,8,1,10,京都,T,1200,良,6,9,鹿ケ谷Ｈ･2勝,33.9,中団,6,11,29,京都,T,1200,良,4,15,２勝ｸﾗｽ,34.0,差し,5,10,26,京都,T,1200,稍,11,11,壬生特別･2勝,33.9,中団,10
6,,10,,,,,ベルビースタローン,,牝,4,4,7,5,函館,T,1200,良,9,8,立待岬特･2勝,35.1,逃げ,19,2,21,小倉,T,1200,良,1,1,１勝ｸﾗｽ,35.4,逃げ,4,1,25,小倉,T,1200,良,4,5,八幡特別･1勝,34.1,先行,27,7,19,小倉,T,1200,良,8,1,１勝ｸﾗｽ,36.3,先行,2,7,6,小倉,T,1200,良,2,2,小郡特別･1勝,34.8,逃げ,4
7,,11,,,,,バシレウスシチー,,牡,7,2,7,18,函館,T,1200,良,4,8,潮騒特別･2勝,34.9,先行,5,6,14,阪神,T,1200,良,12,7,武庫川特･2勝,35.6,先行,3,5,23,新潟,T,1200,稍,7,10,大日岳特･2勝,34.7,中団,3,5,3,京都,T,1200,良,4,11,御池特別･2勝,33.6,先行,連,4,25,福島,T,1200,良,9,11,医王寺特･2勝,34.4,先行,12
7,,12,,,,,サンポーニャ,,牝,6,3,7,12,函館,T,1200,重,1,4,１勝ｸﾗｽ,36.3,逃げ,13,4,11,福島,T,1200,良,16,2,１勝ｸﾗｽ・牝,36.8,逃げ,16,12,21,中京,D,1200,稍,16,3,１勝ｸﾗｽ,43.6,逃げ,16,8,30,札幌,T,1200,稍,3,4,１勝ｸﾗｽ,36.3,逃げ,3,8,10,札幌,T,1200,良,2,5,１勝ｸﾗｽ・牝,35.2,逃げ,3
8,,13,,,,,スイミーユニバンス,,牝,6,4,7,5,函館,T,1200,良,7,14,立待岬特･2勝,33.9,後方,2,6,20,函館,T,1200,良,15,15,ＳＴＶ杯･2勝,34.2,後方,12,3,28,中京,T,1400,良,16,9,フィリピ･2勝,33.9,後方,4,2,28,阪神,T,1400,良,6,9,２勝ｸﾗｽ,34.0,中団,8,1,4,京都,T,1400,良,7,9,２勝ｸﾗｽ,33.2,中団,4
8,,14,,,,,ミキノバカラ,,牡,4,3,7,11,小倉,T,1200,良,2,18,耶馬渓特･2勝,34.7,差し,2,6,27,小倉,T,1200,稍,8,12,宗像特別･2勝,34.3,中団,2,6,13,阪神,D,1200,良,12,12,安芸特別･2勝,36.0,後方,15,2,28,小倉,D,1000,不,1,7,１勝ｸﾗｽ,34.4,差し,2,2,14,京都,D,1200,稍,5,6,１勝ｸﾗｽ,37.3,先行,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020401,2026.8.2,日,新潟,2新4,1,,未勝利,芝,1600,A,2,良(暫定),曇(暫定),18,09:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ホワイトフレアー,,牡,2,6,6,20,東京,T,1600,稍,7,6,新馬,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,エレスレイプニル,,牡,2,4,7,5,福島,T,1200,良,10,11,新馬,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,エコロテラ,,牡,2,3,7,12,福島,T,1200,稍,4,2,新馬,35.0,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,サノノキセキ,,牡,2,2,7,18,福島,T,1800,良,3,2,未勝利*,36.8,逃げ,6,6,7,東京,T,1800,良,3,7,新馬,34.1,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ヴェントリナ,,牝,2,8,6,7,東京,T,1800,良,4,8,新馬,34.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,シュネーバレン,,牝,2,2,7,18,福島,T,1200,良,3,2,未勝利*,35.7,差し,2,7,5,福島,T,1200,良,2,2,新馬,36.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,ノドゥス,,牡,2,6,6,21,東京,T,1800,稍,12,2,新馬,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,センカンナガト,,牡,2,3,7,11,福島,T,1200,良,7,11,新馬,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,デザートスピリット,,牡,2,7,6,13,東京,T,1400,良,2,5,新馬,34.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,ウィールズアップ,,牡,2,6,6,20,東京,T,1600,稍,5,4,新馬,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,タイセイルミナス,,牝,2,4,7,5,小倉,T,1800,重,12,2,新馬,38.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,キミヘノメロディー,,牡,2,2,7,19,福島,T,1200,良,10,9,新馬,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020402,2026.8.2,日,新潟,2新4,2,,新馬,ダート,1800,,4,稍(暫定),曇(暫定),15,10:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ライングラウス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ステラガーネット,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ゼノスフィア,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ヴィシーチェック,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,リーチツモドライチ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,ラインホルト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,コウユーキミガイテ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,ヌンエリン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,イチザサンダー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,テンユメノオーロラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,サスケソルトバーン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,グランシュレーム,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020403,2026.8.2,日,新潟,2新4,3,,新馬,芝,1600,A,2,良(暫定),曇(暫定),18,10:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ベールダウン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,レーゲンシャウアー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,クラオルグジェシダ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ペアレンツハート,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,ファーストアライヴ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,ビスクヴィート,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,マイネルリシャール,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,コイゾラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,スカーレットクラン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,アンドレイア,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,ヴァルフォース,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,コンフィアル,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ニシノトラノスケ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020404,2026.8.2,日,新潟,2新4,4,,未勝利,ダート,1800,,4,稍(暫定),曇(暫定),15,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,チャリティチャリス,,牡,3,11,5,17,東京,D,2100,良,12,6,未勝利,41.3,中団,3,4,25,東京,D,2100,稍,5,11,未勝利,38.8,後方,6,3,15,中山,D,1800,良,9,12,未勝利,39.1,後方,8,1,18,中山,T,1600,良,11,12,新馬,35.3,後方,初,,,,,,,,,,,,
2,,2,,,,,グランフィエスタ,,牡,3,14,4,25,東京,D,2100,稍,10,7,未勝利,40.1,後方,7,3,8,中山,D,1800,稍,6,8,未勝利,40.6,後方,2,2,22,東京,T,1800,良,16,12,未勝利,34.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ツインドライヴ,,牡,3,7,6,13,東京,D,1600,稍,5,5,未勝利,37.4,中団,3,5,23,新潟,D,1800,稍,4,4,未勝利・若,39.4,先行,3,5,2,東京,D,1600,重,3,3,未勝利,37.5,先行,11,2,15,東京,D,2100,良,7,3,未勝利,39.7,先行,4,1,18,中山,D,1800,良,5,5,未勝利,39.9,先行,11
3,,4,,,,,カミカクシ,,牝,3,4,7,8,川崎,D,1500,稍,4,5,ジュラ,----,逃げ,4,6,6,東京,D,1400,稍,11,5,未勝利,38.4,中団,10,3,29,中京,D,1400,良,9,11,未勝利・牝,38.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ヤマタケボニータ,,牡,3,3,7,11,福島,D,1700,良,5,14,未勝利,38.7,中団,4,6,13,東京,D,1600,稍,10,14,未勝利,38.2,後方,3,5,23,新潟,D,1800,稍,7,12,未勝利・若,40.0,中団,2,5,10,新潟,D,1800,良,10,11,未勝利,39.5,中団,32,9,28,中山,D,1800,良,8,6,未勝利*,41.0,中団,2
4,,6,,,,,ブリリアンス,,牡,3,4,7,4,函館,D,1700,良,10,11,未勝利,39.5,中団,3,6,13,東京,D,1600,稍,9,11,未勝利,38.3,中団,17,2,15,東京,T,1800,良,12,12,未勝利,35.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ヤマメナイト,,牡,3,6,6,21,東京,D,2100,不,7,12,未勝利,37.6,先行,12,3,29,中山,T,2200,良,7,12,未勝利,36.5,後方,連,3,21,中山,T,2200,良,9,10,未勝利,38.1,先行,2,3,7,中山,T,2200,稍,10,10,未勝利,36.6,中団,14,11,29,東京,D,1600,良,11,10,未勝利*,39.1,中団,3
5,,8,,,,,サングラント,,牡,3,3,7,12,福島,D,1700,稍,5,2,未勝利,40.0,先行,4,6,13,東京,D,1600,稍,4,2,未勝利,37.0,差し,4,5,16,東京,D,1600,良,6,3,未勝利,36.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
