レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010401,2026.8.2,日,札幌,1札4,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,牝,馬齢,３歳
2,,2,,,,,エイヨーアメジスト,,牝,4,9,5,30,京都,T,1400,良,5,9,２勝ｸﾗｽ,33.2,中団,5,4,26,東京,T,1400,良,4,9,２勝ｸﾗｽ・牝,33.0,追込,7,3,7,阪神,T,1600,良,6,10,２勝ｸﾗｽ,34.1,後方,連,3,1,小倉,T,1200,良,16,18,西日本新･2勝,35.4,中団,22,9,27,阪神,T,1600,良,11,9,２勝ｸﾗｽ,34.0,中団,2
3,,3,,,,,トライアンフパス,,牝,3,9,5,30,東京,T,1400,良,1,6,１勝ｸﾗｽ*,34.2,先行,4,5,2,京都,T,1400,良,4,3,１勝ｸﾗｽ*,33.3,追込,6,3,21,中京,T,1400,良,7,12,ファルコG3,33.6,後方,12,12,27,阪神,T,1400,良,8,6,万両賞･1勝*,33.6,後方,3,12,7,中京,T,1600,良,1,1,未勝利*,34.4,先行,4
4,,4,,,,,アイニードユー,,牝,3,7,6,13,阪神,T,1600,良,1,1,１勝ｸﾗｽ・牝,33.7,逃げ,9,4,12,阪神,T,1600,良,4,13,桜花賞G1,34.7,先行,5,3,7,阪神,T,1400,良,3,4,フィリーG2,35.2,逃げ,4,2,7,京都,T,1600,良,3,6,エルフィ(L),35.7,逃げ,3,1,17,京都,T,1400,良,5,6,紅梅Ｓ(L),34.3,後方,5
5,,5,,,,,ロンドボス,,牝,4,6,6,20,阪神,T,1600,稍,2,3,舞子特Ｈ･2勝,33.2,先行,3,5,30,京都,T,1400,良,3,5,２勝ｸﾗｽ,33.1,差し,7,4,12,阪神,T,1600,良,6,2,２勝ｸﾗｽ,34.2,中団,2,3,28,中京,T,1400,良,6,3,フィリピ･2勝,33.6,中団,19,11,16,京都,T,1400,良,7,3,２勝ｸﾗｽ,34.1,中団,2
6,,6,,,,,トミーバローズ,,牡,3,11,5,17,東京,T,1600,良,1,1,１勝ｸﾗｽ*,32.6,先行,15,1,31,東京,T,1400,良,5,8,クロッカ(L),33.6,中団,3,1,12,京都,T,1600,良,12,10,シンザンG3,35.1,後方,6,11,29,京都,T,1600,良,1,1,未勝利*,35.0,先行,3,11,8,京都,T,1400,良,3,3,未勝利*,34.2,差し,2
7,B,7,,,,,カウンティフェア,,牝,4,5,6,28,小倉,D,1700,稍,15,13,西部日Ｈ･2勝,42.2,後方,13,3,28,中京,T,1400,良,8,6,フィリピ･2勝,34.0,中団,2,3,14,中京,T,1400,良,1,2,１勝ｸﾗｽ・牝,34.8,先行,10,1,5,京都,T,1600,良,8,5,１勝ｸﾗｽ,34.4,先行,3,12,14,中京,T,1600,稍,3,10,１勝ｸﾗｽ,34.8,先行,4
8,,8,,,,,タガノアンファン,,牡,4,11,5,17,京都,T,1400,良,止,2,２勝ｸﾗｽ,----,,2,5,3,京都,T,1200,良,8,1,御池特別･2勝,33.1,中団,4,4,4,阪神,T,1200,稍,2,2,２勝ｸﾗｽ,33.1,差し,3,3,14,阪神,T,1200,良,7,3,讃岐特別･2勝,33.1,後方,28,8,30,中京,T,1400,良,9,2,桑名特別･2勝,33.5,中団,3
8,,9,,,,,キャッスルレイク,,牝,4,14,4,26,東京,T,1400,良,5,4,２勝ｸﾗｽ・牝,33.8,逃げ,4,3,28,中京,T,1400,良,3,7,フィリピ･2勝,33.9,先行,4,2,28,阪神,T,1400,良,5,8,２勝ｸﾗｽ,34.5,先行,22,9,27,阪神,D,1200,良,11,14,２勝ｸﾗｽ,37.1,中団,2,9,15,阪神,D,1200,良,9,7,新涼特別･2勝,38.0,中団,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020407,2026.8.2,日,中京,2名4,7,名鉄杯,OP(L),ダート,1800,,4,良(暫定),晴(暫定),16,15:35,,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ブレイクフォース,,牡,7,18,3,29,中山,D,1800,稍,3,7,マーチＳＨG3,36.4,追込,3,3,8,中山,D,1800,稍,1,6,総武Ｓ,37.9,差し,12,12,14,中山,D,1800,稍,4,9,師走ＳＨ(L),37.6,追込,8,10,19,東京,D,2100,良,5,7,ブラジＨ(L),37.0,後方,4,9,20,中山,D,1800,重,3,5,バーレー,36.8,追込,4
2,B,2,,,,,マリオロード,,牡,7,6,6,20,東京,D,2100,不,15,12,スレイプ,37.8,中団,6,5,10,京都,D,1800,良,4,13,平城京Ｓ,36.7,差し,15,1,25,京都,D,1800,良,16,16,プロキオG2,38.5,後方,5,12,21,阪神,D,1800,重,8,16,ベテルギ(L),37.3,中団,16,8,30,中京,D,1800,良,11,10,名古屋城Ｈ,38.0,後方,4
3,B,3,,,,,タイトニット,,牡,6,10,5,23,京都,D,1900,稍,3,4,平安ＳG3,36.5,追込,3,5,3,東京,D,2100,稍,1,3,ブリリＨ(L),36.4,差し,6,3,22,阪神,D,1800,良,5,5,レグルス,36.0,後方,6,2,7,京都,D,1900,良,9,4,アルデバ,38.4,先行,7,12,21,阪神,D,1800,重,2,5,ベテルギ(L),35.5,追込,8
4,,4,,,,,ハビレ,,牡,5,4,7,5,福島,D,1700,良,5,7,ジュライＨ,37.3,中団,5,5,30,東京,D,1600,良,10,7,アハルテ,36.8,後方,20,1,11,中山,D,1800,良,5,3,ポルック,38.1,先行,13,10,12,京都,D,1800,良,4,4,太秦Ｓ,35.8,追込,3,9,20,中山,D,1800,重,4,2,バーレー,37.7,差し,9
5,,5,,,,,ソーニーイシュー,,牡,5,61,5,31,京都,D,1900,良,1,2,桃山ＳＨ･3勝,35.7,先行,10,3,22,中山,D,1800,稍,10,1,韓国馬事･3勝,39.3,先行,3,3,1,中山,D,1800,良,1,1,２勝ｸﾗｽ,36.6,先行,21,10,6,京都,D,1800,良,1,1,１勝ｸﾗｽ,36.6,先行,3,9,16,中京,D,1800,稍,2,2,１勝ｸﾗｽ,36.5,先行,15
6,,6,,,,,ポッドロゴ,,牡,5,4,7,5,福島,D,1700,良,10,4,ジュライＨ,37.9,中団,6,5,23,京都,D,1900,稍,7,13,平安ＳG3,38.0,中団,12,2,28,阪神,D,2000,良,5,9,仁川ＳＨ(L),37.6,中団,7,1,11,中山,D,1800,良,7,4,ポルック,38.3,中団,4,12,14,中山,D,1800,稍,3,7,師走ＳＨ(L),37.7,差し,4
7,,7,,,,,サイモンザナドゥ,,牡,6,10,5,23,京都,D,1900,稍,6,12,平安ＳG3,38.3,中団,5,4,18,阪神,D,1800,良,14,9,アンタレG3,36.8,後方,8,2,22,東京,D,1600,良,15,12,フェブラG1,37.8,中団,4,1,25,京都,D,1800,良,9,4,プロキオG2,37.3,中団,11,11,9,京都,D,1800,不,2,7,みやこＳG3,35.7,先行,6
8,,8,,,,,ゼットリアン,,牡,6,10,5,23,京都,D,1900,稍,9,5,平安ＳG3,37.3,後方,3,5,3,東京,D,2100,稍,9,2,ブリリＨ(L),37.2,中団,9,2,28,阪神,D,2000,良,4,3,仁川ＳＨ(L),37.5,差し,3,2,7,京都,D,1900,良,1,6,アルデバ,37.2,差し,11,11,22,京都,D,1900,良,3,8,シトリン,36.9,差し,5
8,,9,,,,,クールミラボー,,牡,6,6,6,20,東京,D,2100,不,2,3,スレイプ,35.4,先行,7,5,3,東京,D,2100,稍,8,1,ブリリＨ(L),37.4,中団,9,2,28,阪神,D,2000,良,3,6,仁川ＳＨ(L),37.7,差し,10,12,21,阪神,D,1800,重,5,4,ベテルギ(L),36.4,中団,4,11,22,京都,D,1900,良,5,5,シトリン,37.5,中団,5
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020408,2026.8.2,日,中京,2名4,8,浜松特別,2勝,ダート,1200,,2,良(暫定),晴(暫定),16,16:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,セルヴァンス,,セ,4,10,5,24,新潟,D,1200,稍,2,6,火打山特･2勝,36.6,先行,3,5,2,京都,D,1200,稍,3,6,京極特別･2勝,35.6,先行,9,3,1,阪神,D,1200,良,8,10,２勝ｸﾗｽ,36.8,中団,12,12,6,中京,D,1200,良,1,5,１勝ｸﾗｽ,36.5,先行,8,10,13,京都,D,1200,良,9,12,１勝ｸﾗｽ,36.7,中団,13
2,,2,,,,,ウィップスティッチ,,牝,5,10,5,23,京都,D,1400,稍,7,10,オースト･2勝,37.4,逃げ,12,2,28,阪神,T,1400,良,16,11,２勝ｸﾗｽ,34.7,後方,3,2,10,京都,T,1200,良,9,9,２勝ｸﾗｽ,34.4,後方,3,1,18,京都,D,1400,良,9,7,小倉山特･2勝,37.9,先行,30,6,22,東京,D,1400,良,12,1,甲州街道･2勝,38.8,中団,3
3,,3,,,,,ルクスレイモンド,,牡,3,5,6,27,福島,D,1150,稍,6,2,さくらん･2勝,36.2,中団,12,4,5,阪神,D,1400,重,11,10,バイオレ,36.9,先行,3,3,15,中京,D,1400,良,3,7,昇竜Ｓ,36.4,先行,14,12,7,中山,D,1200,良,1,2,１勝ｸﾗｽ*,36.0,先行,2,11,24,福島,D,1150,良,1,1,未勝利*,37.4,先行,8
4,,4,,,,,ワイノナオミ,,牝,5,4,7,5,小倉,D,1700,不,3,10,九州スポ･2勝,35.5,差し,5,5,30,京都,D,1200,良,6,12,２勝ｸﾗｽ,35.2,後方,3,5,9,東京,D,1400,良,10,7,２勝ｸﾗｽ・牝,36.3,中団,3,4,18,阪神,D,1400,良,7,11,吹田特別･2勝,36.1,中団,5,3,15,中京,D,1200,良,6,7,伊良湖特･2勝,35.6,後方,6
5,,5,,,,,サンマルノヴェル,,牡,4,3,7,12,福島,D,1150,稍,4,1,彦星賞･2勝,36.2,先行,4,6,13,阪神,D,1200,良,2,4,安芸特別･2勝,35.6,差し,14,3,7,阪神,D,1200,稍,1,1,１勝ｸﾗｽ,36.2,差し,4,2,7,京都,D,1200,良,2,1,１勝ｸﾗｽ,37.1,先行,2,1,25,京都,D,1200,良,3,3,１勝ｸﾗｽ,36.5,先行,2
6,,6,,,,,ザウリ,,牡,7,4,7,4,小倉,D,1000,不,3,3,雲仙特別･2勝,34.2,差し,16,3,15,中京,D,1200,良,7,5,伊良湖特･2勝,36.4,中団,4,2,14,小倉,D,1000,良,2,4,伊万里特･2勝,34.6,差し,8,12,20,中山,D,1200,良,6,7,２勝ｸﾗｽ,36.6,中団,5,11,15,京都,D,1200,良,6,5,深草特別･2勝,35.3,後方,4
6,,7,,,,,シルフズミスチーフ,,牝,4,10,5,24,新潟,D,1200,稍,7,2,火打山特･2勝,36.9,中団,3,5,3,東京,D,1300,稍,4,4,２勝ｸﾗｽ,36.4,先行,6,3,22,中京,D,1200,良,1,1,１勝ｸﾗｽ,36.5,先行,13,12,20,中京,D,1400,稍,4,6,１勝ｸﾗｽ,37.2,先行,連,12,14,中京,D,1200,稍,2,2,１勝ｸﾗｽ,36.6,先行,7
7,,8,,,,,パルプフィクション,,牝,5,4,7,4,小倉,D,1000,不,9,9,雲仙特別･2勝,34.8,先行,20,2,14,小倉,D,1000,良,9,10,伊万里特･2勝,36.2,先行,12,11,22,福島,D,1150,良,13,8,福島放送･2勝,39.3,先行,17,7,27,新潟,D,1200,良,12,9,出雲崎特･2勝,39.0,先行,2,7,13,小倉,D,1000,良,5,5,雲仙特別･2勝,35.8,中団,21
7,,9,,,,,フレイミングパイ,,牝,5,9,5,30,京都,D,1200,良,13,15,２勝ｸﾗｽ,35.9,後方,19,1,17,中山,D,1200,良,13,6,２勝ｸﾗｽ,37.6,後方,6,12,6,中京,D,1200,良,8,8,中京日経･2勝,36.5,中団,3,11,15,京都,D,1200,良,4,10,深草特別･2勝,35.3,差し,9,9,15,阪神,D,1200,良,6,9,新涼特別･2勝,36.0,後方,6
8,,10,,,,,カツラノキサノキ,,牡,5,17,4,4,中山,D,1200,重,14,14,２勝ｸﾗｽ,37.7,中団,5,3,3,川崎,D,1500,不,11,7,ブルー,----,中団,6,1,17,中山,D,1200,良,5,14,２勝ｸﾗｽ,37.9,中団,4,12,20,中京,D,1400,稍,6,13,ヤングジ･2勝,38.2,先行,10,10,12,京都,D,1200,良,12,13,円山特別･2勝,36.2,後方,2
8,B,11,,,,,ジャンシ,,牡,3,2,7,19,小倉,D,1000,良,1,10,１勝ｸﾗｽ,35.6,先行,19,3,7,阪神,D,1200,稍,10,12,１勝ｸﾗｽ*,39.4,後方,11,12,21,中京,D,1400,稍,16,15,寒椿賞･1勝*,40.6,中団,3,11,30,京都,D,1200,良,1,3,未勝利*,37.4,先行,2,11,16,福島,D,1150,良,3,4,未勝利*,37.6,先行,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020410,2026.8.2,日,中京,2名4,10,,1勝,ダート,1900,,4,良(暫定),晴(暫定),16,17:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロックバンド,,牡,3,14,4,25,京都,D,1800,稍,12,10,１勝ｸﾗｽ*,39.3,中団,13,1,25,京都,D,1800,良,1,2,未勝利,37.4,先行,2,1,10,京都,D,1900,良,2,2,未勝利,38.1,先行,3,12,21,中京,D,1800,稍,3,5,未勝利*,39.0,追込,6,11,9,福島,D,1700,良,4,5,新馬,39.4,先行,初
2,,2,,,,,ドメイン,,牡,3,14,4,25,京都,D,1800,稍,9,8,１勝ｸﾗｽ*,37.8,後方,3,4,5,阪神,D,1800,重,7,12,１勝ｸﾗｽ*,37.5,逃げ,10,1,25,京都,D,1900,良,1,3,未勝利,38.7,逃げ,2,1,10,京都,D,1900,良,3,3,未勝利,38.4,先行,3,12,21,阪神,D,1800,稍,3,9,未勝利*,38.0,先行,2
3,B,3,,,,,エクストラプッシュ,,牡,3,11,5,17,東京,D,2100,良,1,1,未勝利,37.1,先行,2,5,3,京都,D,1900,稍,8,2,未勝利,37.8,後方,2,4,18,阪神,D,2000,良,4,7,未勝利,38.0,差し,4,3,21,中京,D,1900,良,2,4,未勝利,38.3,追込,14,12,13,中京,D,1800,良,7,5,未勝利*,37.6,後方,3
3,,4,,,,,スターシップ,,牡,3,9,5,30,京都,D,1800,良,4,6,鳳雛Ｓ(L),36.6,追込,3,5,10,東京,D,2100,良,2,16,１勝ｸﾗｽ*,37.4,ﾏｸﾘ,7,3,22,阪神,D,1800,良,13,9,１勝ｸﾗｽ*,41.1,後方,20,11,3,門別,D,1800,重,6,7,JBC２歳G3,----,中団,5,10,1,門別,D,1800,重,2,3,サンラ,----,差し,3
4,B,5,,,,,オーレアミスト,,セ,4,6,6,20,阪神,T,2400,稍,15,11,１勝ｸﾗｽ,39.7,後方,2,6,7,阪神,D,1800,稍,10,7,１勝ｸﾗｽ,37.5,中団,11,3,22,阪神,D,1800,良,7,2,１勝ｸﾗｽ,38.6,先行,23,10,13,京都,D,1900,良,3,3,１勝ｸﾗｽ,37.8,追込,3,9,20,阪神,D,1800,良,8,3,１勝ｸﾗｽ,37.5,後方,14
4,B,6,,,,,ロードシュヴァリエ,,牡,4,5,6,28,小倉,D,1700,稍,9,10,１勝ｸﾗｽ,40.2,先行,4,5,30,京都,D,1800,良,7,2,１勝ｸﾗｽ,37.4,中団,3,5,9,京都,D,1900,良,4,4,１勝ｸﾗｽ,39.6,逃げ,14,1,31,小倉,D,1700,良,11,6,１勝ｸﾗｽ,39.1,中団,3,1,12,京都,D,1900,良,6,6,１勝ｸﾗｽ,37.9,中団,9
5,,7,,,,,カイラーサ,,セ,3,10,5,24,京都,D,1900,良,11,13,１勝ｸﾗｽ*,40.1,中団,2,5,10,京都,D,1900,良,1,7,未勝利,38.7,逃げ,17,1,10,京都,D,1900,良,14,12,未勝利,40.6,後方,2,12,28,阪神,D,1800,良,4,10,未勝利*,40.1,追込,12,10,5,京都,D,1800,重,16,10,新馬,45.1,後方,初
5,B,8,,,,,ジーティーパワー,,牡,5,9,5,30,京都,D,1800,良,6,9,１勝ｸﾗｽ,37.0,後方,3,5,9,京都,D,1900,良,7,9,１勝ｸﾗｽ,38.7,後方,18,1,5,京都,D,1800,良,12,12,１勝ｸﾗｽ,40.0,中団,3,12,13,中京,D,1900,良,8,6,１勝ｸﾗｽ,38.7,後方,43,2,16,京都,D,1800,稍,10,3,１勝ｸﾗｽ,38.9,中団,2
6,,9,,,,,アメリカンイズム,,牡,3,9,5,30,京都,D,1800,良,1,1,未勝利,37.5,逃げ,12,3,8,阪神,D,1800,良,2,2,未勝利,38.2,逃げ,13,12,7,中京,D,1800,良,7,1,未勝利*,39.3,中団,3,11,16,京都,D,1800,良,2,1,新馬,37.7,先行,初,,,,,,,,,,,,
6,,10,,,,,エコロスパーダ,,牡,4,30,1,5,京都,D,1800,良,9,1,１勝ｸﾗｽ,39.6,先行,4,12,6,中京,D,1900,良,3,1,１勝ｸﾗｽ,38.0,先行,9,10,5,京都,D,1800,重,2,3,１勝ｸﾗｽ,36.6,先行,18,5,31,京都,D,1800,良,6,1,鳳雛Ｓ(L),37.0,先行,5,4,26,京都,D,1800,良,3,5,１勝ｸﾗｽ*,36.8,追込,5
7,B,11,,,,,ブームバップビート,,牡,3,22,3,1,阪神,D,1800,良,3,4,１勝ｸﾗｽ*,38.1,先行,6,1,17,京都,D,1800,良,5,6,１勝ｸﾗｽ*,37.6,中団,9,11,15,京都,D,1800,良,1,1,未勝利*,37.4,逃げ,4,10,18,京都,D,1800,稍,3,4,未勝利*,39.7,先行,4,9,21,中山,D,1800,稍,6,1,新馬,40.4,先行,初
7,,12,,,,,エアフォースワン,,牡,7,3,7,12,小倉,D,1700,良,10,7,１勝ｸﾗｽ,39.7,後方,77,1,19,中京,D,1800,良,3,4,１勝ｸﾗｽ,37.7,追込,15,10,5,京都,D,1800,稍,3,6,１勝ｸﾗｽ,38.1,差し,3,9,14,中京,D,1900,良,3,4,１勝ｸﾗｽ,37.5,追込,3,8,24,中京,D,1800,良,3,3,１勝ｸﾗｽ,37.1,差し,2
8,,13,,,,,スナークシャラク,,牡,3,9,5,31,京都,D,1900,良,1,9,未勝利,37.5,先行,2,5,16,新潟,D,1800,良,5,6,未勝利,38.4,中団,連,5,10,新潟,D,1800,良,7,13,未勝利,38.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ロックウイズユー,,セ,4,10,5,23,京都,D,1800,稍,6,9,１勝ｸﾗｽ,37.4,中団,3,5,3,新潟,D,1800,稍,6,9,１勝ｸﾗｽ・若,38.8,後方,4,4,5,阪神,T,2000,稍,7,8,１勝ｸﾗｽ,37.1,後方,25,10,13,東京,D,2100,良,12,11,１勝ｸﾗｽ,40.7,先行,16,6,21,阪神,D,1800,良,13,12,１勝ｸﾗｽ,39.3,中団,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020411,2026.8.2,日,中京,2名4,11,,1勝,芝,2200,A,4,良(暫定),晴(暫定),18,17:50,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,バリオス,,牡,3,3,7,11,小倉,T,2600,良,10,5,英彦山特･1勝,37.4,中団,14,4,4,中山,T,2200,稍,9,4,山吹賞･1勝*,37.3,先行,4,3,8,中山,T,2000,良,8,6,弥生賞G2,35.9,後方,5,1,31,京都,T,2000,良,1,1,新馬,34.3,差し,初,,,,,,,,,,,,
2,,2,,,,,メイショウアゴナス,,牡,4,9,5,31,京都,T,2400,良,6,8,１勝ｸﾗｽ,37.0,後方,2,5,17,京都,T,2000,良,4,6,１勝ｸﾗｽ,34.7,差し,9,3,15,中京,D,1800,良,8,8,１勝ｸﾗｽ,37.5,中団,4,2,14,東京,D,2100,良,9,3,１勝ｸﾗｽ,37.7,中団,2,2,1,京都,D,1800,良,2,2,１勝ｸﾗｽ,36.5,先行,6
3,,3,,,,,ジュンプリメーロ,,牡,3,3,7,12,小倉,D,1700,良,8,8,１勝ｸﾗｽ,40.0,中団,13,4,11,阪神,D,1800,重,10,10,１勝ｸﾗｽ*,38.2,後方,3,3,22,阪神,D,1800,良,9,8,１勝ｸﾗｽ*,38.5,後方,3,3,1,小倉,D,1700,稍,1,3,未勝利,38.9,逃げ,12,12,7,阪神,T,2000,良,6,3,未勝利*,34.6,後方,3
4,,4,,,,,レッドヴァリアート,,牡,4,3,7,11,小倉,T,2600,良,3,4,英彦山特･1勝,36.0,逃げ,9,5,10,新潟,T,2400,良,5,1,荒川峡特･1勝,35.9,中団,3,4,18,阪神,T,2400,良,3,2,１勝ｸﾗｽ,33.5,差し,3,3,29,中京,T,2200,良,5,9,１勝ｸﾗｽ,33.7,後方,18,11,24,福島,T,2600,良,8,2,磐梯山特･1勝,36.1,先行,6
5,,5,,,,,ビップヴォルフ,,牡,3,5,6,27,小倉,T,2000,稍,1,3,未勝利,35.4,差し,3,6,7,阪神,T,2000,稍,2,4,未勝利,35.2,差し,6,4,25,京都,T,2200,良,6,3,未勝利,35.6,先行,2,4,12,中山,T,2200,良,2,2,未勝利,34.6,差し,9,2,7,小倉,T,2000,稍,8,5,未勝利・若,37.0,中団,2
6,,6,,,,,メイショウナルカミ,,牡,3,18,3,29,中京,T,2200,良,7,2,大寒桜賞･1勝,39.5,後方,2,3,15,中京,T,2200,良,1,2,未勝利,35.6,先行,3,2,22,小倉,T,2000,良,2,2,未勝利,35.6,ﾏｸﾘ,24,9,6,阪神,T,2000,良,2,2,未勝利*,35.5,先行,3,8,17,中京,T,2000,良,2,2,未勝利*,34.7,先行,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020412,2026.8.2,日,中京,2名4,12,,未勝利,芝,1400,A,2,良(暫定),晴(暫定),18,18:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ジュピターバローズ,,牡,3,5,6,28,小倉,D,1700,稍,13,8,未勝利,41.7,逃げ,4,5,30,京都,D,1400,良,10,7,未勝利,39.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,チヨ,,牝,3,2,7,18,小倉,T,1800,良,8,5,未勝利,36.7,中団,3,6,28,小倉,T,1800,良,6,5,未勝利,36.3,中団,9,4,26,京都,T,2000,良,8,11,未勝利,36.4,後方,3,4,4,阪神,T,1400,良,16,10,未勝利,35.7,中団,初,,,,,,,,,,,,
2,,3,,,,,アルジェンテーラ,,牝,3,26,2,1,京都,T,2000,良,11,1,未勝利,36.2,中団,7,12,13,阪神,T,1800,良,2,1,新馬,33.6,ﾏｸﾘ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,カフラー,,牡,3,連,7,25,中京,T,1600,良,16,12,未勝利,36.7,後方,5,6,21,阪神,D,1800,重,15,9,未勝利,46.4,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,,,,,ホウオウスカイハイ,,牡,3,6,6,20,阪神,T,1800,稍,17,16,未勝利,37.4,中団,11,4,4,阪神,T,1800,良,18,11,未勝利,36.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,モカプウイング,,牝,3,8,6,4,園田,D,1400,稍,11,3,氷ノ山,----,逃げ,11,3,21,阪神,T,1600,良,7,10,未勝利,35.0,先行,8,1,22,姫路,D,1500,良,5,1,書写山,----,先行,5,12,21,阪神,T,1800,稍,9,9,未勝利・牝*,35.9,先行,8,10,25,京都,T,1400,良,7,9,未勝利・牝*,35.6,中団,3
4,B,7,,,,,グランスプリント,,牡,3,3,7,12,小倉,T,1800,良,11,13,未勝利,37.9,中団,6,5,30,京都,T,1400,良,13,14,未勝利,36.1,中団,11,3,15,中京,T,1400,良,12,10,未勝利,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ハピネスサンライズ,,牝,3,7,6,14,阪神,D,1400,良,16,4,未勝利,45.5,中団,10,4,4,阪神,T,1400,良,13,6,未勝利,35.9,中団,2,3,21,中京,T,1400,良,3,3,未勝利,34.7,先行,2,3,7,阪神,T,1600,良,5,4,未勝利,34.7,中団,14,11,29,京都,T,1600,良,4,6,未勝利*,34.9,差し,3
