レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040901,2026.9.27,日,中山,4中9,1,,未勝利,ダート,1200,,2,重(暫定),曇(暫定),16,10:00,牝,馬齢,２歳
4,,7,,,,,ペアポルックス,,牡,5,26,3,29,中京,T,1200,良,10,11,高松宮記G1,33.2,後方,4,2,28,中山,T,1200,良,1,7,オーシャG3,33.4,追込,13,11,30,京都,T,1200,良,12,8,京阪杯G3,34.8,先行,9,9,28,中山,T,1200,良,13,12,スプリンG1,32.8,後方,5,8,24,札幌,T,1200,良,2,4,キーンラG3,34.4,先行,8
4,B,8,,,,,エーティーマクフィ,,牡,7,5,8,23,札幌,T,1200,良,4,4,キーンラG3,33.6,差し,10,6,13,函館,T,1200,稍,2,4,函館スプG3,33.5,差し,11,3,29,中京,T,1200,良,8,5,高松宮記G1,33.5,中団,8,2,1,京都,T,1200,良,8,4,シルクロＨG3,33.5,先行,9,11,30,京都,T,1200,良,1,7,京阪杯G3,33.4,差し,14
5,,9,,,,,スターアニス,,牝,3,18,5,24,東京,T,2400,良,12,1,優駿牝馬G1,34.3,中団,6,4,12,阪神,T,1600,良,1,1,桜花賞G1,33.7,差し,17,12,14,阪神,T,1600,良,1,2,阪神ジュG1,34.5,差し,15,8,31,中京,T,1400,良,2,1,中京２歳G3,34.3,差し,7,7,12,小倉,T,1200,良,1,4,未勝利*,34.7,先行,2
5,,10,,,,,レイピア,,牡,4,7,8,9,中京,T,1200,良,2,2,ＣＢＣ賞ＨG3,33.4,差し,8,6,13,函館,T,1200,稍,3,1,函館スプG3,33.7,差し,11,3,29,中京,T,1200,良,5,8,高松宮記G1,33.4,中団,4,2,28,中山,T,1200,良,2,5,オーシャG3,33.8,差し,4,2,1,京都,T,1200,良,2,6,シルクロＨG3,33.2,差し,9
6,,11,,,,,ルガル,,牡,6,14,6,20,英国,T,1200,良,8,--,ＱＥＪG1,----,不明,12,3,28,ｱﾗ首,T,1200,良,2,--,ＡＱスG1,----,不明,4,2,28,中山,T,1200,良,3,1,オーシャG3,34.5,先行,9,12,27,阪神,T,1400,良,1,3,阪神カッG2,33.9,先行,4,11,30,京都,T,1200,良,2,1,京阪杯G3,34.0,先行,9
6,,12,,,,,ブラックチャリス,,牝,3,7,8,9,札幌,T,1200,良,6,2,ＵＨＢ賞,35.6,逃げ,6,6,27,函館,T,1200,稍,1,1,青函ＳＨ,34.1,先行,11,4,12,阪神,T,1600,良,15,10,桜花賞G1,35.8,中団,13,1,11,中山,T,1600,良,1,5,フェアリG3,35.1,先行,10,11,1,京都,T,1400,良,4,2,ファンタG3,33.8,先行,15
7,,13,,,,,パンジャタワー,,牡,4,5,8,23,札幌,T,1200,良,2,1,キーンラG3,33.5,差し,11,6,7,東京,T,1600,良,5,4,安田記念G1,33.4,中団,10,3,29,中京,T,1200,良,4,3,高松宮記G1,33.2,先行,6,2,14,ｻｳｼﾞ,T,1351,良,5,--,１３５G2,----,不明,15,11,1,豪州,T,1500,重,5,--,ゴルＥ,----,不明,10
7,B,14,,,,,ウインカーネリアン,,牡,9,5,8,23,札幌,T,1200,良,3,3,キーンラG3,34.0,逃げ,21,3,29,中京,T,1200,良,3,7,高松宮記G1,33.2,先行,15,12,14,香港,T,1200,良,11,--,香港ＳG1,----,不明,11,9,28,中山,T,1200,良,1,11,スプリンG1,33.0,先行,5,8,24,札幌,T,1200,良,5,1,キーンラG3,34.8,逃げ,20
8,,15,,,,,フリッカージャブ,,牡,4,3,9,6,阪神,T,1200,良,1,1,セントウG2,33.7,先行,9,7,5,小倉,T,1200,重,1,1,北九州記ＨG3,34.8,先行,7,5,16,京都,T,1200,良,1,1,鞍馬Ｓ,33.3,先行,11,2,28,中山,T,1200,良,6,4,オーシャG3,34.6,先行,19,10,18,新潟,T,1200,良,1,1,北陸ＳＨ･3勝,34.1,逃げ,13
8,,16,,,,,ピューロマジック,,牝,5,3,9,6,阪神,T,1200,良,2,2,セントウG2,34.2,逃げ,5,8,2,新潟,T,1000,良,1,1,アイビスG3,31.7,逃げ,7,6,13,函館,T,1200,稍,1,6,函館スプG3,34.0,逃げ,11,3,29,中京,T,1200,良,13,17,高松宮記G1,34.5,先行,4,2,28,中山,T,1200,良,16,9,オーシャG3,36.3,逃げ,17
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092706040912,2026.9.27,日,中山,4中9,12,外房Ｓ,3勝,ダート,1200,,2,重(暫定),曇(暫定),16,16:30,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,アイアムユウシュン,,牡,5,12,7,4,福島,D,1150,稍,9,5,ＴＵＦ杯･3勝,36.6,先行,12,4,11,中山,D,1200,稍,11,11,卯月Ｓ･3勝,36.6,先行,5,3,7,阪神,D,1200,稍,13,6,なにわＳ･3勝,37.2,中団,4,2,7,京都,D,1200,良,6,9,橿原ＳＨ･3勝,36.2,中団,6,12,28,中山,D,1200,良,12,4,フェアウ･3勝,38.6,中団,25
1,,2,,,,,ローズカリス,,牝,3,12,7,4,小倉,D,1000,不,1,2,雲仙特別･2勝,34.2,先行,13,4,5,阪神,D,1400,重,10,11,バイオレ,36.0,後方,4,3,7,阪神,T,1400,良,16,11,フィリーG2,35.7,中団,12,12,14,阪神,T,1600,良,13,17,阪神ジュG1,36.4,先行,2,11,27,園田,D,1400,稍,5,1,兵庫ジG2,----,先行,6
2,,3,,,,,ソウルオンファイア,,牝,3,9,7,26,新潟,D,1200,不,1,1,出雲崎特･2勝,36.1,先行,6,6,13,阪神,D,1200,良,15,2,安芸特別･2勝,37.2,中団,3,5,23,京都,D,1400,稍,1,6,１勝ｸﾗｽ*,38.0,逃げ,13,2,22,阪神,D,1400,良,8,5,１勝ｸﾗｽ*,38.6,中団,3,1,31,京都,D,1200,良,1,1,未勝利・牝,36.1,逃げ,16
2,,4,,,,,イノセントキャット,,牝,5,6,8,15,新潟,D,1200,良,2,13,上越Ｓ･3勝,36.3,差し,16,4,25,東京,D,1400,稍,7,13,鎌倉Ｓ･3勝,35.6,後方,27,10,19,京都,D,1400,良,8,6,京都競Ｈ･3勝,36.3,先行,9,8,16,新潟,D,1200,良,9,4,上越Ｓ･3勝,36.7,中団,14,5,10,東京,D,1400,重,1,1,２勝ｸﾗｽ・牝,35.8,先行,8
3,,5,,,,,コパノヴィンセント,,牡,4,2,9,13,中山,D,1200,重,8,5,初風Ｓ･3勝,37.1,後方,23,4,4,中山,D,1200,重,1,15,２勝ｸﾗｽ,36.1,先行,3,3,14,中京,D,1800,良,14,12,中京スＨ･2勝,36.8,後方,5,2,7,小倉,S,2860,稍,10,12,障害未勝利,14.5,後方,9,12,7,中山,S,2880,良,9,9,障害未勝利,14.2,後方,2
3,,6,,,,,キタノソワレ,,牝,5,22,4,25,福島,D,1150,良,4,4,福島中央･3勝,36.4,差し,2,4,11,中山,D,1200,稍,3,9,卯月Ｓ･3勝,35.1,差し,5,3,7,阪神,D,1200,稍,6,10,なにわＳ･3勝,35.4,後方,4,2,7,京都,D,1200,良,3,11,橿原ＳＨ･3勝,35.0,追込,4,1,12,中山,D,1200,良,7,9,初春ＳＨ･3勝,36.5,中団,5
4,B,7,,,,,マーゴットゲイン,,牡,4,7,8,9,新潟,D,1200,良,1,10,２勝ｸﾗｽ,35.8,差し,10,5,30,東京,T,1600,良,10,10,葉山特別･2勝,33.8,後方,2,5,16,新潟,D,1800,良,6,5,中ノ岳特･2勝,37.3,後方,10,3,8,中山,D,1800,稍,7,6,２勝ｸﾗｽ,39.9,中団,3,2,15,東京,D,1400,良,14,5,２勝ｸﾗｽ,36.5,後方,11
4,,8,,,,,スプランドゥール,,牡,5,2,9,13,中山,D,1200,重,6,7,初風Ｓ･3勝,36.2,後方,4,8,15,新潟,D,1200,良,10,14,上越Ｓ･3勝,35.8,後方,16,4,25,東京,D,1400,稍,12,12,鎌倉Ｓ･3勝,36.8,中団,2,4,11,中山,D,1200,稍,8,8,卯月Ｓ･3勝,35.0,後方,6,2,28,中山,D,1200,稍,9,5,春風ＳＨ･3勝,36.2,後方,7
5,,9,,,,,ワンダラー,,牡,4,2,9,13,中山,D,1200,重,2,3,初風Ｓ･3勝,36.0,追込,14,6,6,東京,D,1400,良,8,11,麦秋ＳＨ･3勝,35.3,後方,2,5,24,京都,D,1200,良,8,4,高瀬川Ｓ･3勝,35.9,後方,4,4,25,東京,D,1400,稍,4,5,鎌倉Ｓ･3勝,35.7,差し,2,4,11,中山,D,1200,稍,2,1,卯月Ｓ･3勝,35.6,先行,6
5,,10,,,,,カネショウレジェン,,牡,4,12,7,4,福島,D,1150,稍,5,4,ＴＵＦ杯･3勝,35.6,後方,10,4,25,東京,D,1400,稍,9,4,鎌倉Ｓ･3勝,36.2,中団,5,3,22,中山,D,1200,良,1,1,鎌ケ谷特･2勝,36.0,差し,4,2,22,東京,D,1400,良,5,2,大島特別･2勝,36.0,中団,12,11,30,東京,D,1400,良,4,2,アプロー･2勝,36.8,先行,4
6,,11,,,,,ホワイトガーベラ,,牡,7,8,8,1,中京,D,1400,良,15,15,桶狭間Ｓ･3勝,39.9,中団,18,3,28,中山,D,1200,重,13,16,ブラッド･3勝,36.3,後方,26,9,28,中山,D,1200,良,11,14,外房ＳＨ･3勝,36.7,後方,16,6,7,東京,D,1400,良,11,13,麦秋ＳＨ･3勝,36.2,後方,13,3,8,阪神,D,1200,良,9,12,なにわＳ･3勝,36.8,後方,6
6,,12,,,,,ボディブロー,,牡,5,3,9,6,阪神,D,1200,良,7,11,オークＨ･3勝,35.6,後方,9,7,4,福島,D,1150,稍,6,6,ＴＵＦ杯･3勝,36.0,先行,9,5,3,新潟,D,1200,稍,13,12,越後Ｓ,36.4,後方,2,4,19,阪神,D,1200,良,7,5,陽春ＳＨ･3勝,35.9,先行,7,3,1,阪神,D,1200,良,1,6,２勝ｸﾗｽ,35.8,差し,5
7,B,13,,,,,ライトニングゼウス,,牡,5,6,8,15,新潟,D,1200,良,11,5,上越Ｓ･3勝,36.8,後方,13,5,16,京都,D,1200,良,1,1,２勝ｸﾗｽ,35.8,差し,4,4,18,中山,D,1200,良,2,1,葛飾特別･2勝,36.5,先行,4,3,22,中山,D,1200,良,2,4,鎌ケ谷特･2勝,36.9,先行,3,3,1,中山,D,1200,稍,1,2,１勝ｸﾗｽ,37.4,先行,3
7,,14,,,,,クリノオリーブ,,牝,5,3,9,6,阪神,D,1200,良,4,5,オークＨ･3勝,35.8,先行,3,8,15,新潟,D,1200,良,12,11,上越Ｓ･3勝,38.5,中団,5,7,12,福島,D,1150,稍,1,5,彦星賞･2勝,35.7,先行,13,4,11,阪神,D,1200,重,2,7,２勝ｸﾗｽ,36.2,先行,4,3,15,阪神,D,1400,良,9,7,２勝ｸﾗｽ・牝,36.8,中団,2
8,,15,,,,,ランウインディ,,牝,5,3,9,6,阪神,D,1200,良,12,12,オークＨ･3勝,36.6,後方,5,8,1,中京,D,1400,良,9,12,桶狭間Ｓ･3勝,37.7,中団,20,3,15,中京,D,1200,良,1,4,伊良湖特･2勝,36.0,先行,4,2,15,京都,D,1200,良,8,5,２勝ｸﾗｽ・牝,36.7,中団,18,10,12,京都,D,1200,良,4,7,円山特別･2勝,35.9,先行,2
8,B,16,,,,,ポッドソル,,牡,4,2,9,13,中山,D,1200,重,4,9,初風Ｓ･3勝,37.4,先行,4,8,16,新潟,T,1000,良,13,8,稲妻Ｓ･3勝,33.4,後方,5,7,11,小倉,D,1000,良,9,11,釜山Ｓ･3勝,37.5,後方,8,5,17,東京,D,1400,良,16,10,ＢＳイレ･3勝,37.9,逃げ,18,1,13,大井,D,1200,良,1,2,新助坂,----,先行,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040901,2026.9.27,日,阪神,4阪9,1,,未勝利,障害(直線ダ),2970,,,良(暫定),雨(暫定),14,09:45,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,テーオードレフォン,,牡,7,7,8,8,札幌,D,1700,稍,6,11,エルムＳG3,37.9,後方,3,7,18,函館,D,1700,良,6,11,マリーンＨ,38.1,先行,2,7,5,函館,D,1700,良,8,9,大沼Ｓ(L),38.4,先行,23,1,25,京都,D,1800,良,14,14,プロキオG2,38.0,中団,5,12,21,阪神,D,1800,重,15,10,ベテルギ(L),38.9,中団,19
2,,2,,,,,タイゲン,,牡,7,17,5,30,京都,D,1800,良,14,16,桃山ＳＨ･3勝,36.6,後方,17,1,31,東京,D,1600,良,14,16,白嶺ＳＨ･3勝,36.8,後方,10,11,23,東京,T,1600,良,13,13,秋色ＳＨ･3勝,33.9,中団,4,10,25,東京,D,1600,稍,8,15,河口湖Ｈ･3勝,36.4,中団,5,9,20,阪神,D,1400,良,10,9,大阪スポ･3勝,36.6,中団,7
3,,3,,,,,モズナイスバディー,,牡,5,12,7,5,小倉,S,2860,重,7,1,障害未勝利,13.6,先行,4,6,7,阪神,S,2970,良,2,7,障害未勝利,13.7,逃げ,5,5,3,新潟,S,2890,良,9,3,障害未勝利,13.4,中団,5,3,29,阪神,S,2970,良,8,5,障害未勝利,14.3,後方,9,1,24,京都,D,1200,良,15,10,２勝ｸﾗｽ,38.4,先行,4
4,,4,,,,,テーオーレガシー,,牡,6,8,8,2,中京,S,3000,良,4,3,障害未勝利,13.3,差し,6,6,21,東京,S,3000,稍,10,12,障害未勝利,14.0,後方,6,5,9,京都,D,1800,良,13,12,２勝ｸﾗｽ,40.3,後方,5,4,5,阪神,D,1800,重,15,14,２勝ｸﾗｽ,39.6,先行,18,11,29,京都,D,1800,良,13,7,栂尾特Ｈ･2勝,39.3,先行,35
5,,5,,,,,ポルトドール,,牡,6,13,6,28,小倉,D,1700,稍,14,12,１勝ｸﾗｽ,41.0,中団,11,4,11,阪神,D,1400,重,12,8,１勝ｸﾗｽ,36.6,後方,2,3,28,中京,D,1400,稍,2,9,１勝ｸﾗｽ,36.4,差し,2,3,14,阪神,D,1400,良,5,13,１勝ｸﾗｽ,36.6,中団,8,1,17,京都,D,1400,良,外,--,１勝ｸﾗｽ,----,,連
5,,6,,,,,フェスティヴビーム,,セ,6,9,7,26,新潟,S,2850,不,7,9,障害未勝利,13.3,中団,7,6,6,東京,S,3000,良,8,8,障害未勝利,13.6,中団,28,11,24,福島,S,2770,良,7,2,障害未勝利,13.2,中団,7,10,5,東京,S,3000,良,6,4,障害未勝利,13.9,中団,4,9,7,中山,S,2880,良,2,2,障害未勝利,13.9,ﾏｸﾘ,7
6,B,7,,,,,コスモゴレアドール,,牡,7,17,5,30,東京,S,3000,良,4,6,障害未勝利,13.7,先行,10,3,22,中山,S,2880,良,11,8,障害未勝利,13.7,後方,33,8,2,新潟,S,2850,良,7,8,障害未勝利,13.1,中団,6,6,22,東京,S,3000,良,止,11,障害未勝利,----,,4,5,24,新潟,S,2890,良,5,6,障害未勝利,13.4,中団,3
6,,8,,,,,ガストン,,セ,7,2,9,12,阪神,S,2970,良,5,2,障害未勝利,13.9,先行,10,7,5,小倉,S,2860,重,2,4,障害未勝利,13.5,逃げ,7,5,17,新潟,S,2890,良,3,10,障害未勝利,13.3,先行,5,4,12,阪神,T,1600,良,7,11,２勝ｸﾗｽ,34.4,後方,14,1,5,京都,T,1800,良,9,11,逢坂山特･2勝,36.2,後方,2
7,,9,,,,,ソルトチューダ,,牡,4,24,4,12,中山,S,2880,良,8,12,障害未勝利,13.8,中団,16,12,21,中京,D,1800,稍,12,14,１勝ｸﾗｽ,38.6,後方,2,12,6,中京,D,1800,良,10,13,１勝ｸﾗｽ・若,39.2,後方,4,11,9,福島,D,1700,良,14,11,１勝ｸﾗｽ・若,40.4,後方,35,3,8,阪神,D,1800,良,9,12,１勝ｸﾗｽ*,39.4,後方,3
7,,10,,,,,アウルムレガリア,,牝,4,11,7,12,福島,S,2770,稍,7,13,障害未勝利,13.5,中団,6,5,30,東京,S,3000,良,8,11,障害未勝利,14.0,中団,8,4,5,中山,S,2880,重,8,12,障害未勝利,14.2,後方,32,8,23,札幌,T,2000,稍,12,13,未勝利,37.1,後方,9,6,21,函館,T,2000,良,9,16,未勝利,36.2,後方,4
8,,11,,,,,ベラトール,,牡,4,3,9,6,中山,S,2880,稍,2,2,障害未勝利,13.9,逃げ,13,6,6,東京,S,3000,良,7,10,障害未勝利,13.6,先行,11,3,22,中山,S,2880,良,12,11,障害未勝利,13.8,後方,17,11,24,福島,T,2000,良,15,14,１勝ｸﾗｽ,35.7,後方,8,9,27,中山,T,2200,良,15,11,１勝ｸﾗｽ,36.4,先行,2
8,,12,,,,,フジフォンテ,,セ,7,10,7,18,小倉,S,2860,稍,12,3,障害未勝利,14.1,後方,12,4,26,京都,S,2910,良,7,1,障害未勝利,13.9,先行,9,2,22,小倉,S,2860,良,3,3,障害未勝利,13.8,先行,3,2,1,小倉,S,2860,良,3,2,障害未勝利,13.7,先行,3,1,11,京都,S,2910,良,4,8,障害未勝利,13.9,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040902,2026.9.27,日,阪神,4阪9,2,,未勝利,芝,1600,B,2,良(暫定),雨(暫定),18,10:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,プレシャスタイム,,牡,2,3,9,5,札幌,T,1500,稍,2,3,新馬,36.0,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,シュプレヒコール,,牡,2,3,9,6,阪神,T,1400,良,3,3,未勝利*,34.7,差し,4,8,8,中京,T,1600,良,3,2,未勝利*,34.5,先行,4,7,12,小倉,T,2000,良,4,3,新馬,35.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ナイトインチュニス,,牡,2,4,8,30,中京,T,1600,良,3,3,新馬,34.1,ﾏｸﾘ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,グルード,,牡,2,3,9,6,阪神,T,1400,良,8,8,未勝利*,35.4,後方,3,8,16,中京,T,1600,良,7,6,新馬,33.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,セーニョレガーレ,,牝,2,9,7,26,中京,T,2000,良,6,3,新馬,36.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ティエルニート,,牝,2,11,7,11,小倉,T,1800,良,12,8,新馬・牝,37.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,カローナ,,牡,2,7,8,8,中京,T,1600,良,4,7,未勝利*,34.5,差し,3,7,19,小倉,T,1800,良,6,7,新馬,35.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,8,,,,,デュアルサイン,,牡,2,6,8,16,中京,T,1600,良,6,2,新馬,33.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040903,2026.9.27,日,阪神,4阪9,3,,未勝利,ダート,1800,,4,良(暫定),雨(暫定),16,10:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロードメガロポリス,,牡,2,3,9,6,阪神,T,1800,良,10,9,新馬,34.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ブックオブケルズ,,牡,2,3,9,5,阪神,T,1800,稍,2,2,未勝利*,34.5,追込,9,7,4,福島,T,1800,良,4,1,新馬,35.9,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,3,,,,,メイクアマーク,,セ,2,12,7,4,福島,D,1700,重,12,8,新馬,40.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,カクシンゴールド,,牡,2,2,9,13,阪神,D,1400,良,9,11,未勝利*,40.5,後方,9,7,11,函館,D,1000,稍,8,9,未勝利*,36.2,後方,3,6,20,函館,D,1000,良,9,6,新馬,38.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ボーオーブ,,牡,2,2,9,12,阪神,D,1800,稍,4,2,新馬,38.2,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ミンコフスキー,,牡,2,2,9,12,阪神,D,1800,稍,3,6,新馬,38.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,7,,,,,ナオミガサイキョウ,,牝,2,15,6,13,阪神,D,1400,良,5,8,新馬,39.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,ダンスコマンド,,牡,2,7,8,9,中京,T,2000,良,7,4,新馬,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,セブンサークル,,牡,2,連,9,21,阪神,T,1800,良,7,9,新馬,34.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040904,2026.9.27,日,阪神,4阪9,4,,未勝利,芝,2000,B,4,良(暫定),雨(暫定),16,11:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロクメイカン,,牡,2,11,7,12,小倉,T,2000,良,5,7,新馬,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ダイナマイク,,牡,2,15,6,14,阪神,T,1800,良,4,1,新馬,33.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,エトワールハマー,,牡,2,5,8,23,中京,T,2000,良,2,4,新馬,34.3,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ガリアルダ,,牝,2,7,8,9,中京,T,1600,良,3,2,新馬・牝,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ヤマニンイハナ,,牝,2,8,8,1,中京,T,2000,良,9,8,未勝利*,36.7,逃げ,4,7,5,小倉,T,1800,重,4,12,新馬,36.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,パーセンタイル,,牡,2,10,7,18,小倉,T,1800,稍,5,8,未勝利*,36.3,中団,連,7,12,小倉,T,2000,良,7,8,新馬,36.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,クラリスバローズ,,牝,2,8,8,1,中京,T,2000,良,3,6,未勝利*,34.8,先行,3,7,11,小倉,T,1800,良,4,3,新馬・牝,36.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092709040905,2026.9.27,日,阪神,4阪9,5,,新馬,芝,1400,B,2,良(暫定),雨(暫定),18,12:10,,馬齢,２歳
