レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010101,2026.4.11,土,福島,1福1,1,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),15,09:45,,馬齢,３歳
7,B,13,,,,,ライヴマルガリータ,,牝,3,3,3,22,中京,D,1800,良,9,7,未勝利・牝,38.8,後方,6,2,7,東京,D,1400,良,13,9,未勝利・牝,41.7,先行,3,1,17,中山,D,1800,良,4,12,未勝利,40.2,差し,連,1,11,中山,D,1800,良,10,9,未勝利・牝,40.7,後方,4,12,13,中山,T,1600,良,10,11,未勝利*,35.9,中団,18
7,,14,,,,,グラスベリー,,牝,3,9,2,10,東京,D,1600,稍,13,11,未勝利・牝,39.5,後方,9,12,6,中山,D,1800,良,10,11,未勝利・牝*,41.5,後方,3,11,16,福島,D,1700,良,11,12,新馬,40.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ビーチイン,,牝,3,6,2,28,小倉,D,1700,不,4,8,未勝利・牝,38.2,先行,3,2,7,小倉,D,1700,良,5,13,未勝利・牝,40.1,逃げ,4,1,11,中山,D,1800,良,7,11,未勝利・牝,41.4,先行,7,11,24,東京,D,1600,良,7,12,未勝利*,37.8,中団,連,11,15,東京,T,1600,良,12,13,新馬・牝,34.3,後方,初
8,,16,,,,,モーリア,,牝,3,41,6,29,福島,T,1800,良,9,5,新馬,38.6,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030502,2026.4.11,土,中山,3中5,2,,未勝利,ダート,1200,,2,稍(暫定),雨(暫定),16,10:35,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,バディーズライズ,,牡,3,13,1,14,園田,D,1870,良,11,9,多紀連,----,後方,7,11,24,東京,D,1600,良,10,11,未勝利*,39.9,中団,6,10,11,東京,T,1600,良,14,11,新馬,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,アジュアカレンツ,,牝,3,9,2,7,東京,D,1300,良,7,5,未勝利,37.7,後方,9,12,6,中京,D,1400,良,6,6,未勝利・牝*,39.2,先行,7,10,19,東京,D,1600,良,9,4,新馬,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ディグニダドレアル,,牡,3,8,2,14,京都,D,1200,稍,12,6,未勝利,37.8,後方,11,11,30,京都,D,1200,良,7,14,未勝利*,36.7,後方,連,11,22,京都,D,1400,良,16,14,新馬,38.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,B,4,,,,,ラストシャイニー,,牝,3,4,3,15,中山,D,1200,良,6,7,未勝利・牝,38.9,先行,8,1,17,中山,D,1200,良,8,9,未勝利,39.1,中団,2,1,4,中山,D,1200,稍,5,5,未勝利・牝,39.2,中団,13,10,4,東京,D,1600,良,6,5,未勝利*,41.3,先行,3,9,15,中山,T,1600,良,7,7,新馬,34.7,中団,初
3,B,5,,,,,フェイスリフト,,牡,3,3,3,21,中山,D,1200,良,3,5,未勝利,37.6,差し,2,3,7,中山,D,1200,重,4,4,未勝利,37.3,先行,6,1,25,中山,T,1600,良,7,6,未勝利,37.4,逃げ,10,11,15,東京,T,1600,良,10,11,未勝利*,34.2,中団,連,11,9,東京,T,1400,良,12,5,未勝利*,34.3,後方,3
3,,6,,,,,アミナス,,牡,3,5,3,8,中山,D,1200,稍,9,8,未勝利,38.4,後方,12,12,13,中山,D,1800,良,8,7,未勝利*,40.4,先行,3,11,24,東京,D,1600,良,9,5,未勝利*,38.3,中団,2,11,8,東京,T,1800,良,11,7,新馬,35.7,逃げ,初,,,,,,,,,,,,
4,,7,,,,,テルケンレンタッチ,,牡,3,3,3,22,中山,D,1200,良,12,11,未勝利,38.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,,,,,クアラトレンガヌ,,牡,3,2,3,29,中京,D,1200,良,7,8,未勝利,37.4,中団,3,3,8,中山,D,1200,稍,7,15,未勝利,39.0,先行,17,11,8,東京,D,1300,良,14,11,未勝利*,39.5,中団,2,10,26,東京,T,1400,稍,15,16,新馬,34.2,後方,初,,,,,,,,,,,,
5,,9,,,,,ラベンダーヘイズ,,牡,3,7,2,21,東京,T,1600,良,11,12,未勝利,36.2,先行,15,11,9,東京,T,1400,良,7,13,未勝利*,34.9,中団,10,8,30,新潟,T,1400,良,12,11,新馬,36.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,エフティヴェント,,牡,3,3,3,22,中京,T,1600,良,12,10,未勝利,35.6,中団,10,1,10,中山,T,1600,良,7,12,未勝利,34.4,中団,11,10,26,東京,T,1600,稍,4,7,未勝利*,35.0,差し,3,10,4,東京,T,1400,良,7,11,新馬,34.4,先行,初,,,,,,,,,,,,
6,B,11,,,,,ルスト,,牡,3,10,1,31,東京,D,1400,良,14,12,新馬,39.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,マイネルテオドロス,,牡,3,8,2,15,東京,D,1300,良,8,6,未勝利,39.0,先行,3,1,25,中山,D,1200,良,2,4,未勝利,38.9,先行,8,11,30,東京,D,1400,良,7,10,未勝利*,38.8,中団,4,11,2,東京,D,1400,重,6,4,未勝利*,38.2,先行,2,10,19,東京,D,1400,良,2,3,未勝利*,38.1,先行,3
7,,13,,,,,イントゥゴールデン,,牡,3,11,1,24,中山,D,1800,良,12,16,未勝利,42.8,後方,4,12,28,中山,D,1800,良,15,15,未勝利*,42.8,後方,3,12,6,中山,D,1800,良,14,15,未勝利*,39.4,後方,13,9,6,中山,D,1800,重,6,9,未勝利*,42.4,中団,2,8,24,新潟,T,1600,良,7,7,未勝利*,35.7,後方,8
7,,14,,,,,マジンタクシー,,牝,3,7,2,21,東京,D,1400,良,15,11,未勝利・牝,40.9,逃げ,2,2,10,東京,D,1400,稍,4,10,未勝利,37.3,逃げ,11,11,23,東京,D,1300,良,10,13,未勝利*,37.6,中団,2,11,8,東京,D,1300,良,8,9,未勝利*,38.7,中団,3,10,19,新潟,D,1200,重,7,10,未勝利*,37.8,中団,14
8,,15,,,,,スカット,,牝,3,2,3,29,中山,D,1200,稍,6,8,未勝利,38.4,先行,9,1,24,中山,D,1200,良,8,10,未勝利・牝,38.6,中団,2,1,12,中山,D,1200,良,3,6,新馬,37.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ハイバーニアン,,牡,3,8,2,15,東京,D,1600,良,16,9,新馬,40.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030503,2026.4.11,土,中山,3中5,3,,未勝利,ダート,1800,,4,稍(暫定),雨(暫定),16,11:05,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アイデアユー,,牡,3,3,3,22,中山,D,1800,良,3,1,未勝利,40.7,逃げ,8,1,24,中山,D,1800,良,3,1,未勝利,42.3,逃げ,2,1,11,中山,D,1800,良,2,5,新馬,38.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ディープマウンテン,,牝,3,3,3,22,中京,T,2000,良,13,7,未勝利,36.7,中団,14,12,13,阪神,T,1800,良,4,7,新馬,33.7,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ユイノスレチガイ,,牡,3,4,3,15,中山,D,1800,良,8,8,未勝利,38.7,中団,12,12,21,阪神,D,1800,稍,7,12,未勝利*,38.5,後方,2,12,7,中京,T,1400,良,15,15,新馬,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,サルサブラヴァ,,牡,3,4,3,15,中山,D,1800,良,5,6,未勝利,40.2,先行,9,1,11,中山,D,1800,良,4,7,未勝利,40.9,差し,2,12,28,中山,D,1800,良,5,7,新馬,41.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,ネオシューマン,,セ,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,パワポケウォーズ,,牡,3,2,3,29,中山,D,1800,稍,6,13,未勝利,41.2,後方,10,1,17,中山,D,1800,良,11,11,未勝利,41.1,後方,3,12,28,中山,D,1800,良,11,9,未勝利*,41.5,先行,2,12,13,阪神,D,1800,良,4,10,未勝利*,38.9,差し,2,11,30,東京,D,1600,良,13,13,未勝利*,39.6,後方,7
5,B,7,,,,,ロイヤルタイム,,牡,3,3,3,21,中京,D,1900,良,4,8,未勝利,39.2,先行,3,2,28,小倉,T,2000,稍,16,14,未勝利,40.0,後方,3,2,10,京都,T,2400,良,10,13,未勝利,37.4,後方,6,12,27,中山,T,2000,良,15,10,未勝利*,37.7,中団,17,8,30,札幌,T,1800,稍,7,5,未勝利*,40.7,後方,2
6,,8,,,,,カンフーヒーロー,,牡,3,連,4,5,中山,D,1800,不,9,10,未勝利,41.2,中団,3,3,14,中山,D,1800,良,9,16,未勝利,39.6,後方,2,2,28,中山,D,1800,重,7,12,未勝利,39.9,後方,5,1,25,中山,D,1200,良,11,14,未勝利,39.3,後方,4,12,27,阪神,D,1200,稍,10,14,未勝利*,37.7,後方,連
6,,9,,,,,シンデレラカラー,,牝,3,4,3,14,中京,D,1800,良,8,6,未勝利・牝,41.6,先行,14,12,6,中京,D,1400,良,9,2,未勝利・牝*,39.4,中団,2,11,23,東京,D,1300,良,3,5,未勝利*,37.3,差し,3,11,1,東京,T,1400,稍,2,6,未勝利*,34.2,先行,2,10,18,東京,T,1400,良,15,15,新馬・牝,33.4,後方,初
7,,10,,,,,アチーヴァー,,牡,3,9,2,7,京都,D,1800,良,7,4,新馬,39.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,レイランディ,,牡,3,3,3,21,中山,T,2200,良,7,8,未勝利,36.4,後方,6,2,10,東京,T,2400,良,9,10,未勝利,36.3,先行,22,9,7,中山,T,2000,良,5,6,未勝利*,34.1,後方,3,8,16,新潟,T,1800,良,8,9,未勝利*,34.5,後方,8,6,21,東京,T,1800,良,11,12,新馬,36.1,後方,初
8,,12,,,,,シャインプレマ,,牝,3,2,3,29,中山,D,1200,稍,12,10,未勝利,37.9,後方,7,2,10,東京,D,1600,稍,14,15,新馬,40.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,グスク,,牡,3,10,1,31,東京,D,1600,良,13,11,未勝利,38.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030505,2026.4.11,土,中山,3中5,5,,未勝利,芝,1600,B,3,良(暫定),雨(暫定),16,12:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハッピースーニャ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,2,,,,,シヴィータス,,牝,3,3,3,22,中山,T,1600,良,2,3,未勝利,35.0,差し,20,11,2,東京,T,1600,良,5,8,新馬・牝,34.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,マンサニージャ,,牝,3,4,3,14,中山,T,1600,良,3,5,未勝利,35.2,先行,4,2,14,東京,T,1800,良,5,7,未勝利・牝,34.2,中団,13,11,15,東京,T,1600,良,11,5,未勝利*,34.4,中団,3,10,25,新潟,T,1800,良,4,3,未勝利*,34.5,先行,2,10,13,東京,T,1800,良,3,7,新馬,34.1,追込,初
2,,4,,,,,ジュラトリー,,牝,3,9,2,7,東京,T,1600,良,5,5,未勝利,34.6,先行,15,10,25,東京,T,1600,良,3,3,未勝利・牝*,34.8,追込,9,8,24,新潟,T,1600,良,3,3,新馬・牝,34.0,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,シェリアドレ,,牝,3,12,1,17,中山,T,2000,良,13,4,未勝利,36.2,逃げ,4,12,21,中山,T,1800,重,3,7,未勝利・牝*,35.0,先行,12,9,27,中山,T,1600,良,7,5,未勝利*,35.3,後方,10,7,19,福島,T,1800,良,2,5,新馬,37.2,先行,初,,,,,,,,,,,,
3,,6,,,,,アイムイン,,牡,3,4,3,14,中山,T,1600,良,5,1,未勝利,35.7,先行,3,2,22,東京,T,1800,良,2,1,未勝利,34.1,先行,12,11,30,東京,T,2000,良,2,1,未勝利*,34.3,先行,3,11,9,東京,T,2000,良,2,1,新馬,33.5,先行,初,,,,,,,,,,,,
4,,7,,,,,ベアサナエチャン,,牝,3,7,2,21,東京,T,1600,良,5,5,未勝利,33.9,後方,3,1,31,東京,T,1600,良,4,3,未勝利,34.7,差し,4,1,4,中山,T,1600,良,5,1,未勝利,35.6,先行,4,12,6,中山,T,1600,良,2,4,未勝利*,33.6,差し,8,10,11,東京,T,1800,良,3,3,未勝利*,33.7,差し,3
4,B,8,,,,,シーサンタナ,,セ,3,13,1,11,中山,T,2200,良,17,14,未勝利,36.5,後方,11,10,26,東京,T,1800,稍,14,13,新馬,34.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,テンユウ,,牡,3,9,2,7,東京,T,1600,良,7,3,未勝利,34.5,中団,17,10,12,東京,T,1600,良,2,6,未勝利*,33.8,追込,4,9,13,中山,T,1600,稍,6,3,未勝利*,35.3,先行,14,6,7,東京,T,1600,良,7,4,新馬,35.2,後方,初,,,,,,,,,,,,
5,,10,,,,,スパークルレイ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ダイユウルミナス,,牝,3,8,2,14,東京,T,1400,良,7,9,未勝利,33.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ルミナスレイナ,,牝,3,8,2,15,東京,D,1600,良,14,11,新馬,39.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,コウユーダイダイ,,牝,3,8,2,15,東京,D,1600,良,9,13,新馬,38.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,バナナボール,,牝,3,4,3,15,中京,T,1400,良,14,17,未勝利,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ルミノヴァンクール,,牡,3,36,8,2,新潟,T,1800,良,11,8,新馬,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ウィズアツインクル,,牡,3,6,3,1,中山,T,1600,良,7,3,未勝利,35.6,中団,3,2,10,東京,T,1600,良,3,4,新馬,34.2,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030506,2026.4.11,土,中山,3中5,6,,未勝利,芝,2000,B,4,良(暫定),雨(暫定),18,12:55,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダンツアラーム,,牝,3,7,2,21,小倉,T,1200,良,7,7,未勝利・牝,34.4,後方,12,11,29,京都,T,1600,良,11,4,未勝利*,35.7,中団,4,11,2,京都,T,1600,良,5,6,新馬,34.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,エバーシャンティ,,牝,3,34,8,16,札幌,T,1800,良,3,3,未勝利*,35.2,先行,4,7,20,函館,T,1800,良,4,3,新馬,34.7,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ミウ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ダイユウヴェンティ,,牝,3,4,3,14,中京,D,1200,良,12,9,未勝利,38.3,後方,4,2,15,京都,T,1600,良,7,10,未勝利,35.3,中団,2,1,31,東京,T,1600,良,8,7,未勝利,34.7,中団,10,11,23,東京,T,1600,良,6,7,未勝利*,34.6,中団,4,10,25,東京,T,1600,良,2,6,未勝利・牝*,34.8,差し,2
3,,5,,,,,スーザンバローズ,,牝,3,9,2,10,東京,T,2400,良,14,14,未勝利,35.4,後方,7,12,20,中山,T,2000,良,10,12,新馬,37.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,,,,,ケンブリッジサクラ,,牝,3,3,3,21,中山,T,2200,良,11,13,未勝利,37.1,後方,連,3,14,中京,D,1200,良,11,13,未勝利,38.1,後方,6,2,3,川崎,D,1600,良,9,7,フェブ,----,中団,12,11,8,東京,D,1600,良,13,5,未勝利・牝*,40.8,逃げ,4,10,11,東京,T,1800,良,7,9,未勝利*,34.8,先行,2
4,,7,,,,,ゴコウコイコイ,,牝,3,4,3,15,中山,T,2000,良,11,5,未勝利,35.8,中団,11,12,27,中山,T,2000,良,10,7,未勝利*,36.9,後方,4,11,29,東京,T,1800,良,3,3,未勝利*,33.8,追込,3,11,9,東京,T,2000,良,5,2,新馬,34.4,先行,初,,,,,,,,,,,,
4,B,8,,,,,インテンスゲイズ,,牝,3,18,12,6,中京,T,2000,良,11,8,未勝利*,35.3,中団,2,11,23,東京,T,1800,良,7,9,未勝利・牝*,34.4,中団,2,11,8,東京,T,1800,良,6,8,新馬,34.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,アンヴデット,,牝,3,13,1,12,中山,T,2000,良,5,10,未勝利,35.9,中団,12,10,19,東京,T,1800,良,9,7,新馬,33.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ピカソジャスパー,,牝,3,3,3,21,中京,T,2000,良,17,15,未勝利・牝,36.1,後方,8,1,25,小倉,T,2000,良,8,18,未勝利,34.5,中団,4,12,27,中山,T,2000,良,13,16,未勝利*,36.1,後方,5,11,24,福島,T,1800,良,14,10,新馬,36.4,後方,初,,,,,,,,,,,,
6,,11,,,,,アニゴザントス,,牝,3,5,3,7,中山,T,2200,稍,6,12,未勝利,36.7,中団,7,1,17,中山,T,2000,良,15,13,未勝利,36.2,後方,9,11,15,東京,T,1800,良,5,6,新馬,33.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,グリーンガーネット,,牝,3,4,3,15,中山,T,2000,良,5,13,未勝利,35.8,先行,4,2,15,京都,T,2000,良,7,7,未勝利・牝,35.7,後方,2,2,1,東京,T,1800,良,9,13,未勝利,34.5,中団,11,11,15,東京,T,2000,良,10,8,未勝利*,34.2,後方,3,10,26,東京,T,2000,稍,3,6,未勝利*,36.2,差し,3
7,,13,,,,,サトノスターライト,,牝,3,11,1,25,中山,T,2000,良,3,3,新馬,34.3,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,アマイクチヅケ,,牝,3,15,12,27,阪神,T,1600,良,11,13,未勝利*,35.7,後方,4,11,29,東京,T,1800,良,7,10,未勝利*,34.6,中団,2,11,16,東京,T,1600,良,10,11,新馬,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,,,,,サファイアプレミア,,牝,3,9,2,7,東京,T,1800,良,11,11,新馬,35.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ペルシアーノ,,牝,3,8,2,14,東京,T,1400,良,9,8,未勝利,33.9,後方,3,1,24,中山,D,1200,良,5,7,新馬,38.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,17,,,,,ピエスユニーク,,牝,3,6,2,28,中山,T,2000,良,3,6,未勝利,34.8,追込,10,12,20,中山,T,1800,良,7,4,新馬・牝,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,ミライヘノティアラ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030507,2026.4.11,土,中山,3中5,7,,1勝,ダート,1200,,2,稍(暫定),雨(暫定),16,13:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルクスポップスター,,牡,3,3,3,22,中山,D,1200,良,5,7,１勝ｸﾗｽ*,37.7,中団,10,1,11,中山,D,1200,良,6,7,１勝ｸﾗｽ*,38.1,後方,4,12,14,中山,D,1200,稍,1,3,新馬,37.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ビップムーラン,,牝,3,3,3,22,中山,D,1200,良,3,11,１勝ｸﾗｽ*,38.2,先行,10,1,11,中山,D,1200,良,11,11,１勝ｸﾗｽ*,39.6,先行,5,12,6,中山,D,1200,良,1,1,未勝利*,37.2,逃げ,4,11,8,東京,D,1300,良,4,1,未勝利*,38.0,先行,4,10,11,東京,D,1300,良,2,1,未勝利*,38.5,逃げ,4
2,,3,,,,,ゴーゴーパンチ,,牡,3,4,3,14,中京,D,1200,良,1,3,未勝利,37.1,先行,4,2,14,小倉,D,1000,良,4,1,未勝利,36.4,差し,連,2,7,小倉,D,1000,良,5,12,未勝利,36.2,中団,5,1,5,中山,T,1600,良,16,16,新馬,39.3,後方,初,,,,,,,,,,,,
2,,4,,,,,ベアハンドキャッチ,,牡,3,7,2,21,東京,D,1400,良,13,15,１勝ｸﾗｽ*,38.6,先行,2,2,10,東京,D,1400,稍,1,2,未勝利,36.3,先行,7,12,20,中山,D,1200,良,5,5,未勝利*,37.7,後方,2,12,7,中山,T,1200,良,12,12,新馬,35.7,後方,初,,,,,,,,,,,,
3,,5,,,,,リゾートライン,,牡,3,6,2,28,中山,D,1200,重,1,3,未勝利,36.6,逃げ,4,2,1,東京,D,1400,良,5,8,未勝利,38.8,先行,3,1,12,中山,D,1200,良,5,7,新馬,38.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,マルターズドン,,牡,3,3,3,21,中山,D,1200,良,1,2,未勝利,38.2,逃げ,4,2,22,東京,D,1400,良,2,6,未勝利,36.7,逃げ,9,12,20,中山,D,1800,良,11,7,未勝利*,41.1,逃げ,14,9,13,中山,T,1600,稍,8,2,未勝利*,34.8,中団,3,8,24,新潟,T,1600,良,3,4,未勝利*,33.2,先行,5
4,,7,,,,,シュテルン,,牝,3,18,12,10,船橋,D,1200,良,9,9,ジュニ,----,後方,5,11,4,船橋,D,1200,良,8,6,シーサ,----,逃げ,3,10,13,川崎,D,1500,良,6,3,小町特,----,中団,2,9,29,船橋,D,1200,良,1,1,オリオ,----,逃げ,12,7,3,船橋,D,1200,良,4,1,サラ系,----,先行,連
4,,8,,,,,ラテラルパーム,,牡,3,8,2,14,東京,T,1400,良,13,11,１勝ｸﾗｽ*,34.7,先行,9,12,13,中山,T,1200,良,11,10,黒松賞･1勝*,34.2,中団,7,10,25,新潟,T,1200,良,1,2,未勝利*,35.6,先行,8,8,30,新潟,T,1400,良,3,2,新馬,35.8,先行,初,,,,,,,,,,,,
5,B,9,,,,,タカスタカスタカス,,牡,3,3,3,22,中山,D,1200,良,2,4,１勝ｸﾗｽ*,37.0,先行,4,2,21,東京,D,1400,良,2,2,１勝ｸﾗｽ*,37.2,先行,22,9,20,阪神,D,1200,良,1,1,新馬,36.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
