レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010101,2026.4.11,土,福島,1福1,1,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),15,09:45,,馬齢,３歳
1,B,1,,,,,シュラフ,,牝,4,22,11,8,福島,T,1200,良,8,16,飯坂温泉･2勝,35.0,中団,3,10,18,新潟,T,1000,良,1,2,１勝ｸﾗｽ,32.9,差し,8,8,24,新潟,T,1000,良,4,2,１勝ｸﾗｽ,32.7,差し,連,8,16,新潟,T,1000,良,3,1,１勝ｸﾗｽ,32.4,差し,3,7,26,新潟,T,1000,良,3,1,閃光特別･1勝,32.1,差し,9
1,,2,,,,,ホウオウブースター,,牡,4,12,1,17,中山,T,1200,良,8,13,２勝ｸﾗｽ,34.0,先行,10,11,9,福島,T,1200,良,1,9,１勝ｸﾗｽ,34.7,先行,7,9,21,中山,D,1200,良,13,7,１勝ｸﾗｽ,39.7,先行,19,5,11,新潟,T,1200,稍,9,10,ゆきつば･1勝,37.1,後方,10,3,2,小倉,T,1200,重,10,6,あざみ賞･1勝,36.0,後方,7
2,,3,,,,,ムチャスグラシアス,,牝,5,15,12,27,中山,T,1200,良,13,12,ベストウ･2勝,34.9,後方,7,11,9,東京,D,1300,稍,13,7,２勝ｸﾗｽ,37.1,後方,9,9,6,札幌,T,1200,良,7,11,札幌スポ･2勝,35.4,先行,連,8,30,札幌,T,1200,稍,1,8,１勝ｸﾗｽ,35.0,先行,3,8,10,札幌,T,1200,良,8,8,１勝ｸﾗｽ・牝,35.4,中団,5
2,,4,,,,,ヴァンヴィーヴ,,牡,5,12,1,17,中山,T,1200,良,2,1,２勝ｸﾗｽ,33.3,差し,3,12,27,中山,T,1200,良,4,2,ベストウ･2勝,34.2,追込,3,12,6,中山,T,1200,良,2,2,２勝ｸﾗｽ,33.0,差し,4,11,8,福島,T,1200,良,2,1,飯坂温泉･2勝,35.0,先行,14,8,3,札幌,T,1200,良,6,2,苫小牧特･2勝,34.6,中団,2
3,,5,,,,,バシレイア,,牝,4,12,1,17,中山,T,1200,良,10,9,２勝ｸﾗｽ,33.8,中団,10,11,8,福島,T,1200,良,1,7,１勝ｸﾗｽ,34.3,先行,10,8,30,新潟,T,1400,良,11,8,新発田城･1勝,35.3,中団,9,6,28,福島,T,1200,良,1,2,未勝利,35.6,先行,10,4,19,福島,T,1200,良,7,6,未勝利・牝,34.6,後方,初
3,B,6,,,,,クリノハレルヤ,,牝,5,36,8,3,札幌,T,1200,良,13,8,苫小牧特･2勝,35.1,後方,5,6,29,函館,T,1200,良,1,9,１勝ｸﾗｽ・牝,35.3,逃げ,2,6,15,函館,T,1200,良,10,2,１勝ｸﾗｽ,35.2,後方,8,4,20,福島,T,1200,良,6,5,医王寺特･1勝,35.6,逃げ,4,3,23,中京,T,1200,良,7,3,１勝ｸﾗｽ,35.8,先行,18
4,B,7,,,,,ゴキゲンサン,,牝,6,12,1,17,京都,T,1600,良,17,14,２勝ｸﾗｽ,36.1,中団,3,12,27,中山,T,1200,良,11,5,ベストウ･2勝,34.9,中団,13,9,27,中山,T,1200,良,11,8,勝浦特別･2勝,33.5,後方,12,7,6,函館,T,1200,稍,10,6,立待岬特･2勝,35.3,先行,2,6,21,函館,T,1200,良,2,2,ＳＴＶ杯･2勝,34.4,差し,連
4,,8,,,,,ハニーローリエ,,牝,4,10,1,31,小倉,D,1000,良,6,2,有田特別･2勝,36.5,先行,12,11,8,福島,D,1150,良,1,1,１勝ｸﾗｽ・牝,37.2,逃げ,3,10,19,新潟,D,1200,重,2,2,１勝ｸﾗｽ・牝,37.6,逃げ,9,8,17,新潟,D,1200,良,1,1,未勝利,37.1,逃げ,3,7,26,新潟,D,1200,良,2,1,未勝利,37.7,逃げ,9
5,B,9,,,,,マジカルフェアリー,,牝,4,34,8,16,札幌,T,1200,良,4,1,知床特別･2勝,33.9,先行,4,7,19,函館,T,1200,良,1,4,１勝ｸﾗｽ,34.7,先行,2,7,5,函館,D,1700,重,9,3,１勝ｸﾗｽ・牝,39.0,逃げ,12,4,13,阪神,T,2000,稍,7,8,忘れな草(L),36.9,先行,2,3,29,阪神,T,1800,良,12,4,君子蘭賞･1勝,35.3,中団,22
5,,10,,,,,ブライティアダイヤ,,牝,5,17,12,14,阪神,T,1600,良,9,9,甲東特別･2勝,35.3,先行,2,11,29,京都,T,1200,良,11,13,２勝ｸﾗｽ,34.1,中団,12,9,6,札幌,T,1200,良,9,8,札幌スポ･2勝,34.8,中団,8,7,13,函館,T,1200,良,1,6,１勝ｸﾗｽ,34.8,差し,11,4,26,福島,T,1200,良,2,13,１勝ｸﾗｽ,33.7,差し,8
6,,11,,,,,アタリダイキチ,,牡,4,10,2,1,小倉,T,1200,良,13,8,周防灘特･2勝,35.1,先行,12,11,9,東京,T,1400,良,13,9,２勝ｸﾗｽ,34.0,中団,6,9,27,中山,T,1200,良,6,11,勝浦特別･2勝,33.7,中団,13,6,29,福島,T,1200,良,1,1,１勝ｸﾗｽ,35.4,差し,11,4,13,福島,T,1200,良,1,7,未勝利,35.2,逃げ,13
6,,12,,,,,バンブルビー,,牡,4,2,3,29,中山,T,1200,良,4,3,２勝ｸﾗｽ,34.3,差し,9,1,24,京都,T,1400,良,7,3,２勝ｸﾗｽ,33.8,中団,5,12,21,中京,T,1400,稍,9,7,尾張特Ｈ･2勝,35.7,先行,4,11,24,福島,T,1200,良,1,3,１勝ｸﾗｽ,34.2,差し,4,10,25,新潟,T,1400,良,4,3,１勝ｸﾗｽ,35.4,先行,3
7,,13,,,,,タマカヅラ,,牝,4,9,2,10,京都,T,1200,良,13,6,２勝ｸﾗｽ,36.7,中団,3,1,17,中山,T,1200,良,5,2,２勝ｸﾗｽ,34.0,逃げ,3,12,27,中山,T,1200,良,3,3,ベストウ･2勝,34.8,先行,7,11,9,東京,T,1400,良,7,6,２勝ｸﾗｽ,33.9,先行,7,9,21,中山,T,1200,良,1,4,１勝ｸﾗｽ,34.0,先行,3
7,,14,,,,,マルプリ,,牝,6,12,1,17,京都,T,1600,良,14,15,２勝ｸﾗｽ,34.8,後方,3,12,28,阪神,T,1200,良,10,10,カウント･3勝,33.9,中団,5,11,23,東京,T,1400,良,13,17,２勝ｸﾗｽ,34.3,先行,2,11,9,東京,T,1400,良,11,12,２勝ｸﾗｽ,33.7,中団,11,8,23,札幌,T,1200,良,2,6,WASJ第１･2勝,34.5,先行,連
8,,15,,,,,ラトルシェ,,牝,4,18,12,6,中山,T,1200,良,消,--,２勝ｸﾗｽ,----,,4,11,8,福島,T,1200,良,5,10,飯坂温泉･2勝,34.8,後方,3,10,19,新潟,T,1000,良,5,4,飛翼特別･2勝,33.4,中団,8,8,24,新潟,T,1000,良,1,1,１勝ｸﾗｽ,32.2,差し,5,7,20,福島,T,1200,良,8,1,南相馬特･1勝,35.7,先行,2
8,,16,,,,,アサクサグレース,,牝,4,4,3,14,阪神,T,1200,良,2,4,讃岐特別･2勝,33.9,逃げ,3,2,22,小倉,T,1200,良,1,6,１勝ｸﾗｽ・牝,35.2,逃げ,19,10,12,東京,D,1400,良,12,7,１勝ｸﾗｽ・牝,37.8,中団,3,9,20,中山,D,1200,重,5,1,１勝ｸﾗｽ,37.4,中団,5,8,17,新潟,D,1200,良,8,2,１勝ｸﾗｽ,37.2,中団,11
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010111,2026.4.11,土,福島,1福1,11,吾妻小富士Ｓ,ｵｰﾌﾟﾝ,ダート,1700,,4,良(暫定),曇(暫定),15,15:15,,ﾊﾝﾃﾞ,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ラタフォレスト,,牡,5,10,2,1,小倉,D,1700,良,9,4,門司Ｓ,37.9,先行,7,12,14,中山,D,1800,稍,9,5,師走ＳＨ(L),38.8,先行,4,11,15,東京,D,1600,良,8,11,武蔵野ＳG3,35.5,中団,16,7,27,札幌,D,1700,重,1,3,ポプラＳ･3勝,35.7,先行,8,6,1,東京,D,1600,稍,4,3,薫風Ｓ･3勝,35.0,差し,4
2,,2,,,,,イスラアネーロ,,牡,7,9,2,10,京都,D,1200,良,10,13,大和ＳＨ,36.6,中団,13,11,8,京都,D,1200,良,11,12,室町ＳＨ,36.1,中団,8,9,14,中山,D,1200,稍,5,9,ラジオ日,36.1,中団,8,7,20,福島,D,1150,良,5,4,福島テレ,36.3,先行,13,4,20,中山,D,1200,良,6,9,京葉Ｓ(L),35.6,中団,8
2,,3,,,,,コトホドサヨウニ,,牡,5,10,2,1,小倉,D,1700,良,1,5,門司Ｓ,36.8,差し,14,10,26,京都,D,1800,重,8,6,カノープＨ,37.3,先行,8,8,30,中京,D,1800,良,8,3,名古屋城Ｈ,38.2,中団,2,8,16,札幌,D,1700,良,1,7,報知杯Ｈ･3勝,37.7,先行,17,4,19,中山,D,1800,良,14,2,下総Ｓ･3勝,41.2,後方,18
3,B,4,,,,,ペプチドソレイユ,,牡,6,10,2,1,小倉,D,1700,良,6,10,門司Ｓ,37.8,ﾏｸﾘ,4,1,5,京都,T,3000,良,8,9,万葉ＳＨ,35.2,中団,9,11,1,東京,D,1600,重,7,14,ペルセウＨ,35.7,後方,15,7,19,函館,D,1700,良,4,8,マリーンＨ,37.4,ﾏｸﾘ,2,7,6,函館,D,1700,稍,4,9,大沼Ｓ(L),38.0,ﾏｸﾘ,6
3,,5,,,,,ミッキークレスト,,牡,5,9,2,7,京都,D,1900,良,4,8,アルデバ,37.7,追込,11,11,22,京都,D,1900,良,13,4,シトリン,39.4,後方,38,3,2,阪神,D,1800,良,1,2,伊丹Ｓ･3勝,36.5,先行,7,1,12,中京,D,1900,良,1,1,天白川特･2勝,37.0,差し,13,10,12,京都,D,1800,良,2,1,２勝ｸﾗｽ,36.2,先行,10
4,,6,,,,,ホールシバン,,セ,8,9,2,7,京都,D,1900,良,12,13,アルデバ,38.8,中団,12,11,16,福島,D,1700,良,8,4,福島民友(L),38.2,後方,18,7,13,小倉,D,1700,良,6,7,阿蘇Ｓ,38.4,中団,9,5,11,京都,D,1800,稍,12,6,平城京Ｓ,37.5,後方,9,3,9,中山,D,1800,重,5,3,総武Ｓ,38.1,中団,5
4,,7,,,,,サンライズホーク,,セ,7,7,2,22,東京,D,1600,良,12,16,フェブラG1,36.5,後方,連,2,15,東京,D,1400,良,13,14,バレンタＨ,35.8,後方,7,12,25,園田,D,1400,不,7,7,兵庫ゴG3,----,後方,6,11,15,東京,D,1600,良,16,15,武蔵野ＳG3,36.0,後方,10,9,7,韓国,D,1200,稍,7,--,コリＳG3,----,不明,6
5,,8,,,,,ダイシンピスケス,,牡,8,42,6,21,東京,D,2100,良,11,11,スレイプ,43.0,先行,7,5,4,東京,D,2100,稍,9,16,ブリリＨ(L),38.0,先行,4,4,9,川崎,D,2100,稍,11,9,川崎記G1,----,後方,5,3,1,阪神,D,2000,良,12,11,仁川ＳＨ(L),40.2,中団,15,11,20,浦和,D,2000,稍,9,5,浦和記G2,----,中団,5
5,,9,,,,,マリアナトレンチ,,牡,6,10,2,1,小倉,D,1700,良,13,12,門司Ｓ,38.1,中団,11,11,16,福島,D,1700,良,12,11,福島民友(L),38.3,後方,3,10,26,京都,D,1800,重,4,13,カノープＨ,36.8,差し,14,7,19,函館,D,1700,良,7,12,マリーンＨ,36.9,中団,2,7,6,函館,D,1700,稍,8,7,大沼Ｓ(L),38.3,後方,8
6,,10,,,,,レイナデアルシーラ,,牝,4,10,2,1,小倉,D,1700,良,12,3,門司Ｓ,38.4,逃げ,12,11,9,京都,D,1800,不,13,11,みやこＳG3,40.0,中団,3,10,18,京都,D,1800,稍,1,1,トルマリ･3勝,36.6,逃げ,13,7,19,小倉,D,1700,重,1,1,熊本城特･2勝,36.7,逃げ,3,6,28,小倉,D,1700,良,1,1,１勝ｸﾗｽ・牝,37.4,逃げ,9
6,B,11,,,,,スナークラファエロ,,セ,5,10,2,1,小倉,D,1700,良,8,1,門司Ｓ,36.9,後方,10,11,22,京都,D,1900,良,14,3,シトリン,40.3,先行,4,10,26,京都,D,1800,重,3,5,カノープＨ,36.6,先行,41,1,13,中京,D,1800,良,1,1,雅ＳＨ･3勝,37.3,逃げ,5,12,7,中京,D,1800,良,1,2,鳴海特別･2勝,36.9,逃げ,32
7,,12,,,,,ダンツエラン,,牝,4,8,2,15,小倉,T,1200,稍,18,7,北九州短,35.6,後方,15,11,2,京都,T,1600,良,11,8,まほろＨ(L),33.9,後方,3,10,13,京都,T,1400,良,7,17,スワンＳG2,33.2,後方,4,9,14,阪神,T,1800,良,17,17,ローズＳG2,37.3,中団,12,6,22,阪神,T,1600,良,8,9,しらさぎG3,34.2,中団,3
7,,13,,,,,カンピオーネ,,牡,7,10,2,1,小倉,D,1700,良,4,9,門司Ｓ,37.3,差し,10,11,22,京都,D,1900,良,4,12,シトリン,37.2,差し,9,9,20,中山,D,1800,重,7,10,バーレー,36.9,後方,9,7,19,函館,D,1700,良,8,9,マリーンＨ,36.6,後方,8,5,24,京都,D,1900,稍,12,12,平安ＳG3,35.7,後方,9
8,,14,,,,,レアンダー,,牡,5,21,11,16,福島,D,1700,良,15,5,福島民友(L),40.1,後方,3,10,26,京都,D,1800,重,5,11,カノープＨ,37.5,逃げ,14,7,20,小倉,D,1700,良,1,2,宮崎ＳＨ･3勝,38.1,逃げ,5,6,14,阪神,D,1800,重,4,9,三宮ＳＨ,38.8,逃げ,5,5,11,東京,D,1600,稍,10,15,立夏ＳＨ･3勝,37.4,逃げ,3
8,,15,,,,,タガノミスト,,牝,5,9,2,10,京都,D,1200,良,14,4,大和ＳＨ,38.3,中団,8,12,14,中山,D,1200,稍,11,10,カペラＳG3,37.6,逃げ,10,10,5,京都,D,1200,重,1,4,藤森Ｓ,34.7,先行,7,8,16,新潟,D,1200,良,1,2,上越Ｓ･3勝,36.8,先行,15,5,4,京都,D,1200,良,5,3,巨椋池Ｈ･3勝,36.4,先行,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010112,2026.4.11,土,福島,1福1,12,,1勝,芝,1200,A,2,良(暫定),曇(暫定),16,16:00,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アートフォーム,,牝,5,9,2,7,小倉,T,1200,稍,9,12,１勝ｸﾗｽ・牝,34.9,中団,12,11,16,福島,T,1200,良,5,12,１勝ｸﾗｽ,34.5,中団,8,9,20,阪神,T,1600,良,13,15,１勝ｸﾗｽ,34.8,中団,2,9,7,阪神,T,1200,良,11,9,１勝ｸﾗｽ,34.0,後方,3,8,17,中京,T,1200,良,13,11,１勝ｸﾗｽ,34.3,中団,5
1,,2,,,,,グランテレーズ,,牝,5,9,2,8,小倉,T,1200,良,13,5,１勝ｸﾗｽ,35.3,中団,8,12,13,中京,T,1200,良,4,11,１勝ｸﾗｽ,33.8,逃げ,4,11,15,福島,T,1200,良,4,14,１勝ｸﾗｽ・牝,35.6,先行,11,8,30,札幌,T,1200,稍,13,11,１勝ｸﾗｽ,37.1,先行,2,8,17,札幌,T,1200,稍,4,9,小樽特別･1勝,35.5,逃げ,4
2,,3,,,,,ホウオウドルーリー,,牝,5,35,8,10,札幌,T,1200,良,15,9,１勝ｸﾗｽ・牝,39.7,中団,3,7,19,函館,T,1200,良,3,14,１勝ｸﾗｽ・牝,34.2,差し,5,6,14,阪神,T,1600,重,12,9,１勝ｸﾗｽ・牝,37.4,先行,8,4,20,福島,T,1200,良,13,8,医王寺特･1勝,36.4,先行,7,3,1,小倉,T,1200,良,8,5,１勝ｸﾗｽ,36.3,逃げ,4
2,,4,,,,,アーニャワクワク,,牝,5,6,3,4,姫路,D, 800,重,4,4,Ｃ１　,----,先行,2,2,17,姫路,D, 800,良,1,3,Ｃ１二,----,先行,4,1,21,姫路,D, 800,良,5,4,Ｃ１　,----,中団,3,12,29,園田,D, 820,稍,4,2,Ｃ２　,----,先行,2,12,11,園田,D, 820,良,2,1,冬薫パ,----,逃げ,2
3,,5,,,,,スウィートリワード,,牝,5,11,1,25,小倉,T,1200,良,16,8,八幡特別･1勝,35.2,後方,28,7,12,函館,D,1700,良,10,3,１勝ｸﾗｽ・牝,39.8,後方,2,6,29,函館,T,1200,良,6,2,１勝ｸﾗｽ・牝,34.7,中団,2,6,14,函館,T,1200,良,4,7,１勝ｸﾗｽ,34.8,差し,4,5,18,京都,T,1200,稍,3,6,１勝ｸﾗｽ,33.9,差し,8
3,B,6,,,,,ミニマルデザイン,,牝,5,24,10,25,新潟,T,1400,良,16,17,１勝ｸﾗｽ,37.4,先行,9,8,23,新潟,T,1600,良,9,12,１勝ｸﾗｽ,35.7,逃げ,10,6,14,東京,T,1400,良,17,17,１勝ｸﾗｽ,35.3,中団,8,4,20,福島,T,1200,良,14,14,医王寺特･1勝,36.0,中団,連,4,13,福島,T,1200,良,15,14,１勝ｸﾗｽ・牝,35.2,後方,16
4,B,7,,,,,ディクシーヴォーグ,,牝,4,8,2,14,小倉,T,1200,良,13,15,１勝ｸﾗｽ,35.3,中団,5,1,11,中山,T,1600,良,11,12,１勝ｸﾗｽ,37.7,先行,11,10,29,門別,D,1200,稍,3,2,グラン,----,逃げ,2,10,14,門別,D,1200,稍,1,1,サステ,----,先行,連,10,2,門別,D,1200,稍,1,2,サイア,----,先行,3
4,,8,,,,,ライツユーアップ,,牝,4,2,3,29,阪神,T,1400,良,4,10,１勝ｸﾗｽ,34.3,先行,7,2,7,小倉,T,1200,稍,8,11,１勝ｸﾗｽ・牝,34.4,後方,18,10,4,京都,D,1400,不,15,9,１勝ｸﾗｽ,38.6,中団,9,8,3,中京,D,1200,良,10,13,１勝ｸﾗｽ,37.7,後方,2,7,20,小倉,D,1000,良,4,3,１勝ｸﾗｽ,35.7,先行,7
5,,9,,,,,プリュノワール,,牝,5,10,2,1,小倉,T,1200,良,6,4,１勝ｸﾗｽ,33.0,後方,11,11,15,福島,T,1200,良,5,3,１勝ｸﾗｽ・牝,35.6,先行,19,7,5,福島,T,1200,良,3,7,１勝ｸﾗｽ・牝,35.4,先行,3,6,14,東京,T,1400,良,11,14,１勝ｸﾗｽ,35.5,先行,9,4,13,福島,T,1200,良,11,3,１勝ｸﾗｽ・牝,35.6,中団,13
5,,10,,,,,セイプリーズ,,牝,4,7,2,22,小倉,T,1200,良,8,4,１勝ｸﾗｽ・牝,34.7,先行,4,1,25,小倉,T,1200,良,6,2,八幡特別･1勝,33.5,後方,9,11,22,福島,T,1200,良,4,10,１勝ｸﾗｽ,34.6,先行,38,3,1,小倉,T,1200,良,1,3,未勝利,35.3,先行,4,2,2,小倉,T,1200,重,3,3,未勝利・牝,35.1,差し,4
6,,11,,,,,マーシーラン,,牝,5,4,3,14,中京,T,1400,良,4,1,１勝ｸﾗｽ・牝,34.7,差し,12,12,21,中京,T,1600,稍,14,2,１勝ｸﾗｽ・牝,36.8,先行,2,12,6,阪神,T,1600,良,3,4,１勝ｸﾗｽ,33.4,差し,3,11,15,京都,T,1600,良,4,4,１勝ｸﾗｽ,34.6,先行,3,10,25,新潟,T,1800,良,5,1,１勝ｸﾗｽ・若,33.9,先行,21
6,,12,,,,,レッドカメリア,,牝,6,10,1,31,小倉,T,1200,良,8,10,１勝ｸﾗｽ,33.9,中団,12,11,9,福島,T,1200,良,6,6,１勝ｸﾗｽ,34.5,中団,3,10,19,新潟,T,1200,稍,5,8,１勝ｸﾗｽ,34.8,中団,4,9,21,中山,T,1200,良,5,6,１勝ｸﾗｽ,33.7,中団,2,9,7,中山,T,1200,良,2,11,１勝ｸﾗｽ,33.5,差し,2
7,,13,,,,,サンポーニャ,,牝,6,16,12,21,中京,D,1200,稍,16,3,１勝ｸﾗｽ,43.6,逃げ,16,8,30,札幌,T,1200,稍,3,4,１勝ｸﾗｽ,36.3,逃げ,3,8,10,札幌,T,1200,良,2,5,１勝ｸﾗｽ・牝,35.2,逃げ,3,7,19,函館,T,1200,良,7,9,１勝ｸﾗｽ・牝,35.1,逃げ,50,8,4,札幌,T,1200,稍,4,7,１勝ｸﾗｽ・牝,36.0,先行,2
7,B,14,,,,,モルティフレーバー,,牝,4,9,2,8,小倉,T,1200,良,15,11,１勝ｸﾗｽ,36.1,先行,8,12,14,中京,T,2000,稍,17,9,１勝ｸﾗｽ・牝,36.8,逃げ,8,10,18,京都,T,2000,良,7,4,１勝ｸﾗｽ,37.7,逃げ,13,7,19,小倉,T,2000,良,6,5,１勝ｸﾗｽ・牝,38.3,逃げ,15,4,5,阪神,T,2400,良,9,7,アザレア･1勝,42.9,逃げ,12
8,,15,,,,,ルシェロアズーリ,,牝,4,10,2,1,小倉,T,1200,良,9,2,１勝ｸﾗｽ,34.7,先行,10,11,22,福島,T,1200,良,5,6,１勝ｸﾗｽ,34.6,先行,連,11,16,福島,T,1200,良,4,7,１勝ｸﾗｽ,35.7,逃げ,8,9,21,中山,T,1200,良,6,7,１勝ｸﾗｽ,34.0,先行,10,7,13,福島,T,1200,良,1,2,未勝利,36.2,逃げ,2
8,B,16,,,,,ウインイザナミ,,牝,4,10,2,1,東京,D,1600,良,15,4,１勝ｸﾗｽ,39.5,後方,3,1,11,中山,T,1600,良,15,5,１勝ｸﾗｽ,38.7,中団,23,8,3,札幌,T,1500,良,1,1,未勝利,36.0,先行,7,6,15,東京,T,1400,稍,3,1,未勝利,34.6,差し,4,5,17,東京,T,1400,良,2,2,未勝利,34.6,差し,9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030501,2026.4.11,土,中山,3中5,1,,未勝利,ダート,1800,,4,稍(暫定),雨(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アスパラゴ,,牝,3,10,2,1,東京,D,2100,良,8,11,未勝利,41.4,先行,3,1,11,中山,D,1800,良,8,12,未勝利・牝,40.6,後方,2,12,28,中山,D,1800,良,10,12,未勝利*,41.1,中団,10,10,18,新潟,D,1800,良,8,7,未勝利*,40.2,中団,7,8,31,新潟,D,1800,良,5,15,新馬,39.1,中団,初
1,,2,,,,,アスコットヴェール,,牝,3,4,3,14,中山,D,1800,良,2,1,未勝利・牝,39.8,先行,12,12,20,中山,D,1800,良,6,3,未勝利・牝*,41.7,逃げ,3,11,30,東京,D,1600,良,2,10,新馬,38.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,メイショウオタモイ,,牝,3,6,2,28,中山,D,1200,重,11,15,未勝利,37.8,後方,10,12,20,中山,D,1200,良,15,9,未勝利*,39.7,後方,2,12,6,中山,D,1200,良,8,9,新馬,38.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,パレホ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,コウソクユノ,,牝,3,3,3,21,中山,D,1800,良,4,9,未勝利,40.2,先行,10,1,10,中山,D,1200,良,8,9,未勝利・牝,38.2,後方,3,12,21,中山,D,1200,重,5,6,新馬,37.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ロット,,牝,3,4,3,14,中山,D,1800,良,5,14,未勝利・牝,39.2,中団,連,3,8,中山,D,1800,稍,10,11,未勝利,41.2,後方,4,2,7,京都,D,1400,良,10,10,未勝利,37.5,後方,3,1,18,中山,D,1200,良,7,8,未勝利,39.4,中団,5,12,13,中山,T,1600,良,11,9,未勝利*,35.3,後方,7
4,,7,,,,,バオシェテンシ,,牝,3,4,3,15,中山,D,1800,良,8,12,未勝利・牝,40.5,中団,4,2,18,姫路,D,1500,良,5,4,鉢伏山,----,中団,4,1,18,中山,D,1800,良,7,12,未勝利・牝,42.2,中団,7,11,29,東京,T,1400,良,16,16,未勝利*,35.1,後方,3,11,8,東京,T,1400,良,9,13,新馬,34.9,先行,初
4,,8,,,,,ジェムシリカ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,マイトリックスター,,牝,3,8,2,15,小倉,D,1700,稍,14,12,未勝利,40.3,後方,連,2,7,小倉,D,1700,良,7,11,未勝利・牝,39.2,中団,4,1,12,中山,D,1200,良,8,5,新馬,38.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ジーティーフクフク,,牝,3,2,3,29,中山,D,1800,稍,7,8,未勝利・牝,41.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,キタノローズ,,牝,3,3,3,22,阪神,D,1200,良,7,9,未勝利,37.3,中団,3,2,28,中山,D,1200,重,9,11,未勝利,37.5,中団,5,1,25,中山,D,1200,良,7,16,未勝利,39.5,中団,4,12,27,中山,D,1200,稍,13,12,新馬,38.3,後方,初,,,,,,,,,,,,
6,,12,,,,,カスターニエ,,牝,3,2,3,29,中山,D,1800,稍,7,10,未勝利,41.6,後方,3,3,8,中山,D,1800,稍,7,10,未勝利,41.5,中団,5,2,1,東京,D,1600,良,9,12,未勝利・牝,38.4,後方,5,12,27,中山,D,1200,稍,16,11,未勝利*,41.4,後方,4,11,29,東京,D,1400,良,9,8,新馬,38.4,後方,初
