日付,場所,R,クラス,距離,レースID,馬番,馬名,騎手,スコア,印,期待値スコア,EV補正スコア,単勝オッズ,フィルタ除外,警告,HAHO_戦略対象,HAHO_馬連_買い目,HAHO_馬連_購入額,HAHO_三連複_買い目,HAHO_三連複_購入額,HALO_戦略対象,HALO_三連複_買い目,HALO_三連複_購入額,LALO_戦略対象,LALO_複勝_買い目,LALO_複勝_購入額,CQC_戦略対象,CQC_単勝_買い目,CQC_単勝_購入額,着順,単勝払戻,複勝払戻,馬連払戻,三連複払戻,三連単払戻,TRIPLE_戦略対象,TRIPLE_三連複_買い目,TRIPLE_三連複_購入額,TRIPLE_複勝_買い目,TRIPLE_複勝_購入額
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,3,スマッシュアウト,永島まな,29.6,×,2.293,0.775,6.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,4,アクアリッズ,小林美駒,24.8,,5.523,0.721,17.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,5,レオプルミエール,丹内祐次,17.3,,4.136,0.721,19.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,6,ブライトアゲイン,松本大輝,31.0,△,1.589,0.801,4.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,7,サディーク,松若風馬,65.7,◎,5.829,0.721,7.1,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,7-10-11,1000,7,9000
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,8,ヴォラーレ,木幡育也,2.4,,1.606,0.799,53.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,9,フロウアンドライム,杉原誠人,26.8,,3.182,0.735,9.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,10,アンバーニードル,斎藤新,33.7,▲,5.902,0.721,14.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,11,タマモブラウンタイ,舟山瑠泉,35.7,◯,4.241,0.721,9.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,12,ロンドンアームズ,菊沢一樹,21.9,,6.055,0.721,22.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,13,ピアストイヤーズ,石川裕紀,21.9,,6.137,0.721,22.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,14,ノーブルオリンポス,武藤雅,15.0,,7.468,0.721,39.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,15,スピリットライズ,亀田温心,13.3,,4.814,0.721,28.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,8,1勝,芝1200m,2026041203010208,16,ハッピーサプライズ,石田拓郎,11.9,,2.76,0.754,18.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,1,ペネトレイトゴー,武藤雅,56.3,▲,5.134,0.721,7.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,2,ダノンアンチュラス,中井裕二,21.4,,7.337,0.721,27.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,3,サラニキケン,鷲頭虎太,2.6,,1.323,0.834,41.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,4,テイクザクラウン,川又賢治,50.2,△,4.326,0.721,6.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,5,テイキットイージー,菊沢一樹,25.7,,4.203,0.721,13.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,6,ゲンジ,石川裕紀,50.2,×,4.263,0.721,6.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,7,イフルジャンス,丸山元気,40.2,,12.715,0.721,25.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,8,シェアホルダーズ,小沢大仁,6.3,,3.344,0.728,42.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,9,ビップチェイス,杉原誠人,6.6,,0.945,0.834,11.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,10,スタードメイソン,和田陽希,11.9,,1.701,0.786,11.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,11,ニホンピロゴルディ,吉田隼人,65.7,◎,4.434,0.721,5.4,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,1-11-12,1000,11,9000
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,12,ローレルオーブ,斎藤新,62.3,◯,3.584,0.721,4.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,9,1勝,芝2600m,2026041203010209,13,ヘルツアス,松若風馬,14.5,,3.581,0.721,19.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,1,ジーベック,古川奈穂,25.7,△,2.406,0.77,7.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,2,ディーエスショウマ,小沢大仁,11.2,,2.875,0.749,20.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,3,パールフロント,丹内祐次,48.5,◎,4.609,0.721,7.6,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,3-6-8,1000,3,9000
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,4,ヒルノピレネー,亀田温心,11.8,,4.119,0.721,27.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,5,リクエイ,長岡禎仁,23.3,,2.965,0.745,10.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,6,モリノセピア,小林美駒,42.4,◯,7.842,0.721,14.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,7,サードウインド,中井裕二,11.9,,4.162,0.721,27.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,8,イマージョン,丸山元気,33.7,▲,4.216,0.721,10.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,9,アメリカンチケット,西塚洸二,11.9,,2.64,0.76,17.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,10,フレッシュラン,石川裕紀,4.8,,1.838,0.779,30.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,11,イノキ,舟山瑠泉,21.9,,4.959,0.721,18.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,12,サンディブロンド,武藤雅,7.9,,4.934,0.721,49.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,13,ミニョンマルーン,黛弘人,24.8,,1.551,0.806,5.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,14,セントールビースト,永島まな,8.3,,1.119,0.842,10.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,15,サベージラヴ,菊沢一樹,25.7,×,6.288,0.721,19.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,10,2勝,ダート1150m,2026041203010210,16,アイアムイチバン,柴田善臣,15.0,,1.914,0.779,10.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,1,ウインシュクラン,石神深道,37.1,▲,12.988,0.721,28.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,2,ピースワンデュック,柴田善臣,42.4,◎,2.596,0.761,4.9,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,1-2-12,1000,2,6000
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,3,トゥデイイズザデイ,小沢大仁,11.9,,4.61,0.721,30.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,4,リビアングラス,古川奈穂,21.9,,1.343,0.833,4.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,5,マンマリアーレ,菊沢一樹,3.8,,2.194,0.777,46.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,6,アスクドゥポルテ,丸田恭介,8.3,,4.755,0.721,45.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,7,バレエマスター,西塚洸二,20.0,,2.678,0.758,10.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,8,ガイアメンテ,丸山元気,24.8,,5.089,0.721,16.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,9,タシット,吉田隼人,15.0,,5.629,0.721,30.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,10,ラインベック,杉原誠人,11.8,,3.44,0.724,23.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,11,サヴォーナ,松若風馬,31.0,,4.804,0.721,12.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,12,マイネルモーント,石川裕紀,42.4,◯,4.345,0.721,8.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,13,バルナバ,斎藤新,37.1,△,2.829,0.751,6.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,14,シルトホルン,丹内祐次,35.7,×,3.393,0.726,7.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,11,OP(L),芝2000m,2026041203010211,15,ダンディズム,松本大輝,2.6,,3.32,0.729,104.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,1,インヴェスター,菅原隆一,2.6,,1.798,0.78,56.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,2,ウイングスオブラヴ,和田陽希,4.8,,2.616,0.761,43.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,3,ブルーカミング,古川奈穂,17.4,,3.232,0.733,14.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,4,ヤマカツレオン,河原田菜,2.5,,1.019,0.839,32.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,5,ベンメリア,小林脩斗,21.0,,6.266,0.721,23.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,6,チギリ,舟山瑠泉,48.5,◎,7.034,0.721,11.6,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,6-7-15,1000,6,9000
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,7,レッドベルダンス,嶋田純次,31.0,▲,2.557,0.763,6.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,8,リーゼントジェイド,石川裕紀,14.5,,5.581,0.721,30.7,,1走前中止,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,9,ラッキーヤース,小林美駒,21.4,,3.267,0.731,12.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,10,タルタロス,黛弘人,11.9,,5.012,0.721,33.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,11,グレイスフルマーチ,丹内祐次,15.0,,1.07,0.841,5.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,12,ラッキーベイ,松若風馬,28.9,△,5.898,0.721,16.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,13,レイザリオ,斎藤新,25.7,×,2.31,0.774,7.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,14,カーフキック,武藤雅,17.9,,2.008,0.778,9.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,福島,12,1勝,ダート1700m,2026041203010212,15,マテンロウカナロア,松本大輝,42.4,◯,2.543,0.764,4.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,1,クインズスズラン,横山典弘,4.8,,0.814,0.82,13.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,2,クィーンコッチャン,江田照男,2.4,,1.182,0.84,39.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,3,アンセートゥモダン,松岡正海,1.5,,1.322,0.834,70.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,4,マクローリン,小崎綾也,29.6,×,17.568,0.721,47.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,5,ツァレヴナ,長浜鴻緒,37.1,△,5.705,0.721,12.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,6,ニンジャトットリ,田辺裕信,85.7,◎,3.429,0.724,3.2,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,6-9-12,1000,6,9000
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,7,ブレイブシュガー,吉田豊,8.3,,5.49,0.721,53.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,8,アンコンケラブル,木幡巧也,6.6,,3.796,0.721,45.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,9,ロードトライデント,横山和生,73.7,◯,2.026,0.778,2.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,10,グランキンバリー,野中悠太,7.9,,4.538,0.721,45.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,11,ベルテオドーラ,五十嵐雄,8.3,,9.603,0.721,92.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,12,キョウエイハル,佐々木大,54.0,▲,15.471,0.721,22.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,13,ダイメイミラクル,酒井学,14.5,,3.781,0.721,20.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,14,チッタデラモーレ,水沼元輝,11.2,,7.756,0.721,55.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,1,未勝利,ダート1200m,2026041206030601,15,プラチナムディスク,田山旺佑,25.7,,3.208,0.734,10.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,1,サクセスゴールド,田辺裕信,37.1,,4.035,0.721,8.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,2,ニシノモリミチ,横山武史,61.7,◯,5.321,0.721,6.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,3,スターキャンディ,酒井学,3.8,,1.442,0.821,30.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,4,オックスアイ,横山琉人,44.3,×,7.589,0.721,13.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,5,ベルウッドバモス,野中悠太,1.4,,1.138,0.841,62.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,6,アルデキングダム,横山典弘,61.7,▲,5.63,0.721,7.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,7,アイスアンドスノー,三浦皇成,26.8,,4.321,0.721,12.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,8,キチロクゴール,岩田康誠,2.4,,1.464,0.818,48.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,9,ブルーフレア,大野拓弥,9.7,,4.065,0.721,33.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,10,ウインルナロッサ,長浜鴻緒,17.3,,6.063,0.721,28.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,11,ニシノトマラナイ,松岡正海,8.3,,3.781,0.721,36.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,12,タロ,田山旺佑,50.2,△,9.403,0.721,15.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,13,マーゴットリック,江田照男,37.1,,4.546,0.721,9.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,14,バル,小崎綾也,8.7,,8.778,0.721,80.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,2,未勝利,ダート1800m,2026041206030602,15,ミッキーサウザンド,横山和生,81.6,◎,2.754,0.754,2.7,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,2-6-15,1000,15,9000
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,1,ロジザボード,岩田康誠,12.1,,1.348,0.833,8.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,2,ダイバーシティ,伊藤工真,1.5,,0.69,0.803,35.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,3,マッシブショット,江田照男,21.9,×,8.439,0.721,30.8,,2走前取消,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,4,マリノステアハート,木幡巧也,6.6,,2.553,0.763,30.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,5,トラスティア,横山典弘,21.9,,0.904,0.832,3.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,6,アイビーキラリ,柴田大知,6.6,,4.285,0.721,51.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,7,バンダムソレール,田山旺佑,65.7,◎,4.844,0.721,5.9,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,7-8-13,1000,7,9000
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,8,アーデントアイ,ディー,48.5,▲,7.52,0.721,12.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,9,ジュンサク,佐々木大,20.0,,6.558,0.721,26.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,10,ヤスエフジン,木幡初也,15.0,,9.419,0.721,50.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,11,モロノラピド,大久保友,6.6,,1.89,0.779,22.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,12,タイセイブルーム,長浜鴻緒,11.2,,1.389,0.828,9.9,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,13,グラスリッキー,松岡正海,62.3,◯,8.102,0.721,10.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,3,未勝利,ダート1200m,2026041206030603,14,エコロボルト,横山武史,26.8,△,1.876,0.779,5.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,1,フォンドルレール,吉田豊,25.7,,2.663,0.758,8.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,2,デルマタカチホ,大久保友,14.5,,8.107,0.721,44.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,3,ビップヴォルフ,ディー,33.7,△,3.963,0.721,9.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,4,ノーブルジャッカル,横山琉人,6.3,,3.634,0.721,46.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,5,ミサダメキメル,江田照男,45.9,◯,14.698,0.721,25.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,6,ネオアンボウ,水沼元輝,8.3,,4.382,0.721,42.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,7,マランドロ,酒井学,0.5,,0.225,0.95,37.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,8,ティラーノ,佐々木大,33.7,×,9.949,0.721,23.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,9,ハチマン,横山典弘,7.9,,2.407,0.77,24.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,10,レッドリアライズ,横山和生,37.1,▲,4.685,0.721,10.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,11,フキョウワオン,三浦皇成,16.8,,5.495,0.721,26.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,12,イノリ,田山旺佑,4.8,,2.227,0.777,37.2,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,13,ハリウッドグラム,岩田康誠,15.0,,3.828,0.721,20.4,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,14,アメリカンジゴロ,横山武史,56.3,◎,2.25,0.777,3.2,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,5-10-14,1000,14,9000
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,15,ディアアズール,大野拓弥,33.7,,4.848,0.721,11.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,16,パーフェクトスノー,長浜鴻緒,6.3,,3.265,0.732,41.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,17,ダーリンダーリン,田辺裕信,32.5,,2.97,0.745,7.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,5,未勝利,芝2200m,2026041206030605,18,ラスターヴァース,木幡巧也,6.3,,1.75,0.78,22.3,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,1,タイセツナヒ,田山旺佑,21.0,,4.641,0.721,17.7,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,2,ベルウッドピース,田辺裕信,25.7,,3.882,0.721,12.1,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,3,マイネルミストラル,ディー,9.7,,0.487,0.869,4.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,4,ランニングビーチ,木幡巧也,40.5,◯,11.949,0.721,23.6,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,5,ストロングエース,秋山稔樹,37.1,×,10.669,0.721,23.0,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,6,システマソラー,佐々木大,40.2,▲,3.267,0.731,6.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,7,プレイメイカー,横山和生,55.7,◎,3.761,0.721,5.4,,,,,0,,0,,,0,,,0,,,0,,,,,,,✅,4-6-7,1000,7,9000
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,8,サイモフェーン,横山武史,29.6,,1.405,0.826,3.8,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
2026.4.12,中山,6,1勝,ダート1800m,2026041206030606,9,ゴールドブレイズ,長浜鴻緒,23.3,,5.087,0.721,17.5,,,,,,,,,,,,,,,,,,,,,,,✅,,,,
